Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_livestock_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_livestock_R	Univariate_LR_delta_R2_livestock_R
0.148802698870237	0.00000339007898143542	0.375621711038683	0.00892414799455278	-0.36669756304413
0.143593909798947	0.00000584930071725884	0.423430126884949	0.0328958763269155	-0.390534250558033
0.154800868816597	0.00000589906250127644	0.324502146643717	0.0172979117050353	-0.307204234938682
0.149199647682995	0.0000098916376963395	0.383218465199329	0.049841715798532	-0.333376749400797
0.136401569212955	0.00000490935401141013	0.357528677260502	0.0170581441794785	-0.340470533081024
0.142400007698675	0.00000864196678756835	0.344323554655852	0.0401240879888592	-0.304199466666992
0.154520460036645	0.00000639932908071712	0.294610580905592	0.018055057788374	-0.276555523117217
0.118731900775531	0.00000935830547280246	0.414342897458967	0.0864649029698796	-0.327877994489087
0.171958137613562	0.00000768856071560901	0.371847331958319	0.0347049238912203	-0.337142408067099
0.140972515347768	0.00000772304590487418	0.457758620280468	0.0349804341216604	-0.422778186158808
0.12185448603428	0.00000575165390999585	0.291249638497486	0.0266075471045706	-0.264642091392916
0.184557091518595	0.00000584605935275701	0.445021377801348	0.0182603898358428	-0.426760987965505
0.16877559817113	0.00001015500369947	0.370699803511284	0.0457830520246702	-0.324916751486614
0.131673008498407	0.00000481092514072469	0.339601313457181	0.0200692097072915	-0.31953210374989
0.135460344707399	0.00000621178329627358	0.412083100925598	0.0310715203472574	-0.38101158057834
0.132149073526607	0.00000643455858814664	0.38087269821506	0.0317709081666082	-0.349101790048452
0.121375750059948	0.00000800353480391131	0.347885769836382	0.0412336291674915	-0.306652140668891
0.122330426886167	0.0000115827335329539	0.463307192456798	0.0889276313359282	-0.37437956112087
0.130064054004673	0.00000787064472909451	0.376337778374672	0.0395480828433897	-0.336789695531283
0.09308818862467	0.00000616796621945137	0.237200277279606	0.0415579838963429	-0.195642293383263
0.153007680066116	0.00000671306294468206	0.445278754607008	0.0313571963366141	-0.413921558270394
0.137255168769387	0.00000851000823983342	0.451957800165176	0.067493831140741	-0.384463969024435
0.142107573305221	0.00000344114612708064	0.330098858733147	0.00736311377211042	-0.322735744961037
0.0885026493210563	0.00000587349718510472	0.248689705308718	0.0363110889277981	-0.21237861638092
0.123036771798049	0.00000809208373016845	0.358596889626511	0.0529775641753114	-0.305619325451199
0.115355544743026	0.00000949839337659387	0.408643860461073	0.0698602032939865	-0.338783657167087
0.164462831673758	0.0000125341144287514	0.478858295513728	0.0787382958562673	-0.40011999965746
0.131006808855112	0.00000534913476557804	0.30696036153858	0.0174272120639323	-0.289533149474647
0.164311306989961	0.0000097242343889567	0.389823065970057	0.0540779729021462	-0.33574509306791
0.127834190818011	0.00000494634469583641	0.304547092367896	0.0205466872891141	-0.284000405078782
