Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gflsu_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_gflsu_C	Univariate_LR_delta_R2_gflsu_C
0.151037596253434	0.151075847014398	0.388325426211782	0.388361959749843	3.65335380617671e-05
0.142351138918963	0.142378085209199	0.436539917974483	0.436523037191299	-1.6880783183848e-05
0.15061894103494	0.150643026673111	0.331484844169957	0.331448993996601	-3.58501733560557e-05
0.149109501396845	0.149143642569839	0.391100929521009	0.391116803564027	1.58740430176718e-05
0.138266030192787	0.138302109427144	0.356658123281561	0.356681184286481	2.30610049193336e-05
0.134413272461843	0.134447380419858	0.330923808029505	0.330949053130074	2.52451005688936e-05
0.155307271787103	0.155342982033464	0.310004758301913	0.310012785663	8.02736108701518e-06
0.119355114818103	0.119387815354484	0.400810233416745	0.400817217142513	6.98372576823925e-06
0.174478796573689	0.174514016882438	0.381230953168027	0.381245071014441	1.41178464145852e-05
0.141288382665203	0.14131898892767	0.460137053713518	0.460150288032802	1.32343192837947e-05
0.124977933278092	0.125005267389189	0.312145938476485	0.312147073343018	1.13486653297024e-06
0.185951839082199	0.185981245920715	0.451731478046589	0.451717676305044	-1.38017415453606e-05
0.168564799701209	0.168597406379251	0.377600859698911	0.377608121978533	7.26227962255521e-06
0.14135447652732	0.141379691674512	0.413702606823832	0.413685291787177	-1.73150366549191e-05
0.134935570076318	0.134966122279733	0.419738184440104	0.419760059020653	2.18745805483644e-05
0.130515677604834	0.130544894856946	0.397665040346926	0.397699220116196	3.41797692705037e-05
0.118385804491202	0.118410459347944	0.339165400049451	0.339153181085494	-1.2218963956423e-05
0.127284746478565	0.127307690077959	0.476114711898614	0.476087048328643	-2.76635699711925e-05
0.131660802094227	0.131690337669422	0.384057067358761	0.384035434479683	-2.16328790779707e-05
0.111963322227191	0.111979648667107	0.3062869797441	0.306284647909675	-2.33183442527318e-06
0.149408681848003	0.149437774648551	0.447118584520673	0.447143989410564	2.54048898906678e-05
0.13640914292868	0.136443570604415	0.456014578378146	0.456037047549982	2.24691718357928e-05
0.143259365536412	0.143286817531751	0.33308702249657	0.333097631399908	1.06089033377055e-05
0.0889051014579	0.0889284476226313	0.266434951177938	0.266450007342533	1.50561645954062e-05
0.131796710628302	0.131825529070865	0.412682574149289	0.412700411199706	1.7837050417191e-05
0.115786231625102	0.115813384871593	0.410285761144215	0.410276727074057	-9.03407015817592e-06
0.163143613161208	0.163184100175574	0.473531814679412	0.47355395579408	2.21411146679173e-05
0.13198902519245	0.132010552393212	0.313350476519462	0.313340345643852	-1.01308756096374e-05
0.164516550807871	0.164552936902696	0.398229545449678	0.39823892708064	9.38163096203537e-06
0.128529485068277	0.128551057444582	0.308367486609988	0.30837756481806	1.00782080716955e-05
0.116678355444994	0.116709190846121	0.24522814058283	0.245246648613424	1.85080305938612e-05
0.138825719796921	0.138852152458527	0.389492704390551	0.38948641350407	-6.29088648035347e-06
0.147276902921486	0.147304794778809	0.431945154610262	0.431947872791959	2.71818169716997e-06
0.130123660943006	0.130147249996496	0.377802715056061	0.377804144689644	1.42963358273906e-06
0.128381053985146	0.128412318699172	0.418256084433854	0.418280215364183	2.41309303289361e-05
0.129341129764886	0.129372668833998	0.443109278248909	0.443114474744616	5.19649570740466e-06
0.140733327238492	0.140764939348268	0.556004129907417	0.555993978791508	-1.0151115909296e-05
0.129607834256173	0.12963417848688	0.409368574888041	0.409364893037086	-3.68185095434015e-06
