Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Shrubs_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_Shrubs_C	Univariate_LR_delta_R2_Shrubs_C
0.2267030072019	0.288423031324884	0.152422384347048	0.116345699884788	-0.0360766844622597
0.272262424192691	0.248932240769203	0.179146411499781	0.110830914375881	-0.0683154971239001
0.169519492866542	0.145995209412739	0.0629110608516909	0.0196645466122887	-0.0432465142394022
0.205512425829247	0.135959456396964	0.0271402170780602	0.00749425382578524	-0.0196459632522749
0.411730807170089	0.420022283632348	0.573260957959234	0.250253563311913	-0.323007394647322
0.742662107165122	0.903100364713077	0.632117567918354	0.635658010386312	0.00354044246795793
0.253939159458204	0.17745153909273	0.0630191665679134	0.0169971413829175	-0.0460220251849959
0.205016294734511	0.174710734176331	0.112754797957632	0.0402280622871342	-0.0725267356704976
0.288165709335759	0.224985326908425	0.179372333072955	0.0770306967676584	-0.102341636305296
0.318677493092491	0.59385417499877	0.345777667103719	0.39761971441758	0.0518420473138609
0.337823212762906	0.279805944453054	0.194656666488565	0.0578776328893195	-0.136779033599245
0.512546259455603	0.408757961106662	0.236034445797476	0.090991858208431	-0.145042587589045
0.465287785152358	0.35084085478573	0.474044921078902	0.138013472458284	-0.336031448620618
0.179382993457596	0.0999745586005205	0.0586173811693954	0.0144272485001868	-0.0441901326692086
0.527047809155911	0.498271044465353	0.366630750289874	0.169160711379921	-0.197470038909953
0.257420569318673	0.25334714141801	0.297651367200353	0.232910128545561	-0.0647412386547913
0.288293723783326	0.227133741034695	0.0828206745148953	0.0378443196545957	-0.0449763548602995
0.28465415537388	0.296183138207559	0.11248343066316	0.0542983220351939	-0.0581851086279656
0.125700427714017	0.0332946477029906	0.065873302570368	0.00239742429439723	-0.0634758782759707
0.292531297135728	0.136879763817973	0.389610179216604	0.0418903197205903	-0.347719859496014
0.459422156617499	0.224824764237093	0.43399152296117	0.0604045579415604	-0.373586965019609
0.250925461615483	0.121058036140666	0.274639844389712	0.0230248443788906	-0.251615000010822
0.218539362889769	0.25960120866668	0.11329977928515	0.122235768364617	0.00893598907946658
0.379183007871704	0.356210989172256	0.45503270320628	0.191887653712331	-0.26314504949395
0.312295425742977	0.455088483449084	0.278578059648626	0.249847168472888	-0.0287308911757375
0.187279851952955	0.0855152997355395	0.248456006330683	0.0393927866606276	-0.209063219670056
0.386742593527444	0.309832738626691	0.559847042504585	0.203382393848773	-0.356464648655812
0.0816354334142884	0.0506127224420654	0.0372522299117817	0.0124305235537881	-0.0248217063579936
0.205162809255206	0.276656132344327	0.127003939374187	0.119993569709725	-0.00701036966446188
0.534877697540481	0.499724173674396	0.475234948018741	0.141934833002353	-0.333300115016387
0.524443344329959	0.579736144804004	0.315890628503158	0.237697035150143	-0.0781935933530155
0.182624165442694	0.197303069905712	0.293236689272095	0.133841241463985	-0.15939544780811
0.46536389790376	0.458230785621277	0.704730259953136	0.222865639679841	-0.481864620273295
0.21080898835795	0.212675713237718	0.117591289382853	0.0666766133660643	-0.0509146760167884
0.351155648161095	0.196845228373309	0.286401072327671	0.0626879133261543	-0.223713159001516
0.327571675694138	0.276912046420597	0.533307636713373	0.162151746617571	-0.371155890095802
0.233200568765292	0.211672979081733	0.133963699615823	0.0716956403584641	-0.0622680592573588
0.482422767048615	0.444411102095127	0.534947914747182	0.256966918256166	-0.277980996491016
0.116453351562414	0.0935505115725281	0.0207045032528459	0.0106152368727224	-0.0100892663801235
0.315935447005173	0.235943707881145	0.169484117342249	0.0557155051818845	-0.113768612160364
0.512148254079097	0.245345548068291	0.117654359147752	0.0133398585720699	-0.104314500575682
0.38496430993838	0.30822711757665	0.158953400262828	0.0728831458609277	-0.0860702544019007
0.0745262257121674	0.0283277824995251	0.0336399952140643	0.00241896000102195	-0.0312210352130423
0.208847155635344	0.198816233476671	0.450123714677371	0.272787764734906	-0.177335949942464
0.091711883034598	0.0696592756631053	0.0182531492605099	0.00676082774705435	-0.0114923215134556
0.266412811878833	0.325926666928229	0.148019450137879	0.123356005229087	-0.0246634449087917
0.150080250375363	0.0868257243439468	0.0932652839737941	0.0253873645332014	-0.0678779194405927
0.797757940743428	0.788430259682739	0.585990322100777	0.335712707081576	-0.250277615019201
0.179726118098721	0.119721770311316	0.162659229382207	0.0343502035058575	-0.128309025876349
0.139250232655665	0.155963874225409	0.129568073407926	0.124906416921878	-0.00466165648604712
0.349366857097869	0.285808052717942	0.43853509312949	0.182936526731862	-0.255598566397629
0.548151276506386	0.575407906656662	0.308077163963569	0.17022760309459	-0.13784956086898
0.205476477101373	0.105531895833205	0.0815720134127531	0.0128402918517916	-0.0687317215609616
0.284496549234635	0.179415155592251	0.144164848573463	0.0401564319091922	-0.104008416664271
0.444600130039371	0.51292464602544	0.105055517649688	0.086567554673513	-0.0184879629761748
0.297562065011571	0.34366770676304	0.270657402677992	0.301878472540888	0.0312210698628962
0.185649911898132	0.180336351396969	0.227488978116421	0.142632703073558	-0.0848562750428625
0.0695383293671997	0.0340139777020004	0.0108048581581946	0.00206144202208693	-0.00874341613610765
0.272103874215064	0.236033776586484	0.245951519491312	0.0905259784555042	-0.155425541035807
0.179020812311324	0.189904377695129	0.0687441199386095	0.0573206117359943	-0.0114235082026152
0.292483304093323	0.235124987101246	0.310364118465681	0.12346876434688	-0.186895354118801
0.0723397597188497	0.0459710586236066	0.023930926219807	0.00606069909698859	-0.0178702271228184
0.452441005660505	0.472767891803638	0.11312837263029	0.0626169127990616	-0.0505114598312286
0.200560304435114	0.306348263222212	0.208301946091325	0.166647911089389	-0.041654035001936
0.256869819384707	0.312228351172877	0.11461938815483	0.0544182785380274	-0.0602011096168022
0.207897321498185	0.0844680546021472	0.13102481403694	0.0141303492648438	-0.116894464772096
0.33624397018646	0.18153485986069	0.401306824480411	0.0678741678076145	-0.333432656672796
0.589060614184412	0.388895004524914	0.448338841216864	0.0843095097023496	-0.364029331514514
0.146729605269791	0.154804814320253	0.0438009509916143	0.0344512496373704	-0.00934970135424393
0.291677921082665	0.233519969919399	0.217103056643822	0.0997944690453588	-0.117308587598463
0.257026795131185	0.106897118202015	0.155204793592837	0.020138959773573	-0.135065833819264
