Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_tmp_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_tmp_R	Univariate_LR_delta_R2_tmp_R
0.500384782454601	0.0357016314600672	0.529724608852601	0.314475880920336	-0.215248727932266
0.598734101977677	0.0422150034280819	0.310465847319546	0.158540801761427	-0.151925045558119
0.397733803848193	0.0301458004652664	0.362807603232674	0.258584233836065	-0.104223369396608
0.379702274638744	0.0307041567493587	0.39258871916929	0.315234345722465	-0.0773543734468248
0.475676014185618	0.0360453703754972	0.475778044516905	0.319992106429494	-0.155785938087411
0.481567273429568	0.0352208236160287	0.362777139823593	0.216808304814417	-0.145968835009175
0.426731519872568	0.0341053684254567	0.456431413562904	0.365879326999993	-0.0905520865629107
0.402994589428909	0.0325873740351756	0.375760211549618	0.317956222457641	-0.0578039890919764
0.556105674539595	0.0446740251905498	0.543590561639994	0.369251294218227	-0.174339267421767
0.485652799017552	0.0380431261953121	0.532394677901439	0.389643895328383	-0.142750782573056
0.389239481185579	0.0282297969380088	0.420633095893462	0.250987803619987	-0.169645292273475
0.406869850896763	0.0317951935916778	0.523663905674913	0.330038421502574	-0.19362548417234
0.724099687231873	0.0510440513769461	0.439337421967761	0.222346711637054	-0.216990710330706
0.69184430446921	0.0513410432251706	0.441242287796801	0.265740907942772	-0.17550137985403
0.406754153301763	0.0327073316007775	0.338779133681712	0.26502596956343	-0.0737531641182823
0.622013404250828	0.0465596378465435	0.386967759624676	0.271802278801554	-0.115165480823121
0.4644906836007	0.0386097732472712	0.616330709938815	0.436759445234239	-0.179571264704576
0.474161031452312	0.0362479176025365	0.365748978641581	0.281691624647005	-0.0840573539945758
0.484134689476405	0.0395333834122845	0.404365580607366	0.31525364908565	-0.0891119315217156
0.406192443450864	0.0298759077543744	0.410402333426672	0.307113741353637	-0.103288592073036
0.431673433897665	0.0372647196390929	0.481153094265713	0.441616416475495	-0.0395366777902176
0.435906408808703	0.031556025081897	0.578256834263428	0.355705031281372	-0.222551802982055
0.482186160281811	0.0370367665735143	0.463957806884237	0.305133418272784	-0.158824388611453
0.35047244626973	0.0264944504514536	0.450195550687902	0.291164518450475	-0.159031032237427
0.456026497921207	0.0361367338155666	0.411078775608758	0.326135313146031	-0.0849434624627274
0.498496156873473	0.0403483886355212	0.368703749461164	0.297807720987654	-0.0708960284735097
0.429520856533532	0.034035370191171	0.469670388365547	0.359252415809144	-0.110417972556403
0.549097979092012	0.0413207675711833	0.458935834449754	0.329713206094768	-0.129222628354986
0.393824641263865	0.0311842873886287	0.336190937411826	0.262657122682791	-0.0735338147290354
0.363273053838869	0.0284568422139651	0.432840580789488	0.340315520303928	-0.0925250604855598
0.40823964259397	0.0324262921154633	0.421260825303892	0.293920236016043	-0.127340589287849
0.362557138031507	0.0287479218879891	0.39535641686789	0.293768507350439	-0.101587909517451
0.350429342803703	0.0275345784889535	0.408250401668753	0.296467275735687	-0.111783125933066
0.38654895135973	0.0300362647439169	0.468821021312595	0.346197454066161	-0.122623567246434
0.350262757682986	0.0276611414753415	0.426564492835173	0.331358258927692	-0.0952062339074814
0.384003525015585	0.0302327131624584	0.460603493204345	0.343464751396924	-0.117138741807421
0.782976204893794	0.0655960480780663	0.517983684916841	0.394890602101447	-0.123093082815394
0.429921587824571	0.0307575238075095	0.42763785839022	0.282437522115464	-0.145200336274756
0.601550419709332	0.0465576721764836	0.271673010477295	0.200541217805066	-0.0711317926722297
0.437938487407643	0.0373680006207547	0.350973545675491	0.307106228390213	-0.0438673172852779
0.463057526076243	0.0348700532406483	0.49810171486629	0.339769200205635	-0.158332514660655
