Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Flyway_Pas_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_Flyway_Pas_C	Univariate_LR_delta_R2_Flyway_Pas_C
0.500384782454601	0.670571727353131	0.529724608852601	0.497726168593967	-0.0319984402586339
0.598734101977677	0.811653311159991	0.310465847319546	0.299948981849128	-0.0105168654704172
0.397733803848193	0.524483681604612	0.362807603232674	0.348181507880842	-0.0146260953518323
0.379702274638744	0.539544818127795	0.39258871916929	0.388959847258039	-0.00362887191125078
0.475676014185618	0.675073109746861	0.475778044516905	0.49041434679754	0.0146363022806351
0.481567273429568	0.688423599058087	0.362777139823593	0.398196985625154	0.0354198458015614
0.426731519872568	0.604342523321542	0.456431413562904	0.467047604933751	0.0106161913708466
0.402994589428909	0.562371865513056	0.375760211549618	0.377096600952333	0.00133638940271469
0.556105674539595	0.759666270003137	0.543590561639994	0.522795070880916	-0.0207954907590781
0.485652799017552	0.65340277264031	0.532394677901439	0.51651283016017	-0.0158818477412693
0.389239481185579	0.571184665262247	0.420633095893462	0.442160856068856	0.0215277601753943
0.406869850896763	0.589522648528437	0.523663905674913	0.534491258166055	0.0108273524911412
0.724099687231873	1.01342747709561	0.439337421967761	0.436492870205019	-0.00284455176274145
0.69184430446921	0.954228279942877	0.441242287796801	0.440295404384986	-0.000946883411815425
0.406754153301763	0.574535317499211	0.338779133681712	0.338613745512474	-0.000165388169237835
0.622013404250828	0.820977058947208	0.386967759624676	0.318979528136741	-0.0679882314879341
0.4644906836007	0.667835601937341	0.616330709938815	0.598764745890173	-0.0175659640486421
0.474161031452312	0.676094782389005	0.365748978641581	0.408349590557685	0.0426006119161045
0.484134689476405	0.690546582886667	0.404365580607366	0.427595612895756	0.0232300322883902
0.406192443450864	0.563291931582337	0.410402333426672	0.390886793347483	-0.019515540079189
0.431673433897665	0.626572241415697	0.481153094265713	0.500134529209069	0.0189814349433562
0.435906408808703	0.599254140268865	0.578256834263428	0.564129387256254	-0.0141274470071739
0.482186160281811	0.676419208866953	0.463957806884237	0.469899228819847	0.00594142193560959
0.35047244626973	0.50252817728353	0.450195550687902	0.467152821827898	0.0169572711399956
0.456026497921207	0.661303996985148	0.411078775608758	0.431227460224104	0.0201486846153461
0.498496156873473	0.716292079140541	0.368703749461164	0.392799025092765	0.0240952756316012
0.429520856533532	0.59568147804679	0.469670388365547	0.460854542270835	-0.00881584609471137
0.549097979092012	0.789768905940184	0.458935834449754	0.454642768130515	-0.00429306631923937
0.393824641263865	0.557190742489019	0.336190937411826	0.327876865416116	-0.00831407199571083
0.363273053838869	0.500416792527309	0.432840580789488	0.414883141824936	-0.017957438964552
0.40823964259397	0.572564456896925	0.421260825303892	0.430649753574488	0.0093889282705954
0.362557138031507	0.515590075990515	0.39535641686789	0.396873985691524	0.00151756882363419
0.350429342803703	0.46782318686132	0.408250401668753	0.392240184761157	-0.0160102169075962
0.38654895135973	0.549363609393957	0.468821021312595	0.476957529542384	0.00813650822978923
0.350262757682986	0.482038830962499	0.426564492835173	0.42559787224268	-0.00096662059249264
0.384003525015585	0.560113996559941	0.460603493204345	0.490188461831731	0.0295849686273852
0.782976204893794	1.06585576056716	0.517983684916841	0.53460409347838	0.0166204085615387
0.429921587824571	0.580950052500126	0.42763785839022	0.432443849719021	0.00480599132880111
0.601550419709332	0.853404257279098	0.271673010477295	0.25699801100645	-0.0146749994708454
0.437938487407643	0.614725165508871	0.350973545675491	0.348845464284164	-0.00212808139132731
