Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_her_veg_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_her_veg_R	Univariate_LR_delta_R2_her_veg_R
0.500384782454601	0.228876499329024	0.529724608852601	0.31884854339149	-0.210876065461111
0.598734101977677	0.294081737157028	0.310465847319546	0.284506772791638	-0.0259590745279081
0.397733803848193	0.169755303441318	0.362807603232674	0.225836506117681	-0.136971097114993
0.379702274638744	0.153426252228112	0.39258871916929	0.224909841090523	-0.167678878078767
0.475676014185618	0.251406519139098	0.475778044516905	0.399708786308722	-0.0760692582081834
0.481567273429568	0.245436425678544	0.362777139823593	0.29011107472453	-0.0726660650990624
0.426731519872568	0.194683350754125	0.456431413562904	0.257580629442228	-0.198850784120676
0.402994589428909	0.20171312783113	0.375760211549618	0.248935213614611	-0.126824997935007
0.556105674539595	0.263025734311323	0.543590561639994	0.303884078075255	-0.239706483564739
0.485652799017552	0.256396981830446	0.532394677901439	0.315177631195528	-0.217217046705911
0.389239481185579	0.120650812837182	0.420633095893462	0.195919323134783	-0.224713772758679
0.406869850896763	0.203988616837823	0.523663905674913	0.308278485206716	-0.215385420468197
0.724099687231873	0.293931318530044	0.439337421967761	0.208565339591067	-0.230772082376693
0.69184430446921	0.269016914043502	0.441242287796801	0.224940877276008	-0.216301410520793
0.406754153301763	0.268322831467869	0.338779133681712	0.250800705940521	-0.0879784277411914
0.622013404250828	0.274423051567163	0.386967759624676	0.236705611442752	-0.150262148181923
0.4644906836007	0.205040264551489	0.616330709938815	0.32992739761816	-0.286403312320654
0.474161031452312	0.202332716229593	0.365748978641581	0.238416419523635	-0.127332559117946
0.484134689476405	0.224665587764385	0.404365580607366	0.2415237507476	-0.162841829859766
0.406192443450864	0.145292896421423	0.410402333426672	0.201019016160742	-0.20938331726593
0.431673433897665	0.123955791524087	0.481153094265713	0.166053183027191	-0.315099911238522
0.435906408808703	0.260413754167062	0.578256834263428	0.418182365525736	-0.160074468737691
0.482186160281811	0.191953716656384	0.463957806884237	0.212815896865844	-0.251141910018393
0.35047244626973	0.0988352376493263	0.450195550687902	0.198291731451926	-0.251903819235976
0.456026497921207	0.222835817605029	0.411078775608758	0.245303868717171	-0.165774906891586
0.498496156873473	0.322252312612046	0.368703749461164	0.293657696936282	-0.0750460525248818
0.429520856533532	0.192086701494314	0.469670388365547	0.26447961923154	-0.205190769134007
0.549097979092012	0.238215935624799	0.458935834449754	0.23128398249541	-0.227651851954344
