Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gpri_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_gpri_C	Univariate_LR_delta_R2_gpri_C
0.222819522244156	0.234834394419412	0.225790609005007	0.234124036738864	0.00833342773385684
0.30323869358435	0.312193802183412	0.251825580364646	0.250237974646827	-0.00158760571781885
0.205667273279815	0.215225905142334	0.348586858615999	0.358830883010358	0.0102440243943587
0.198107318385253	0.205163372105262	0.343317142018877	0.348125045733542	0.00480790371466522
0.266017256220056	0.275387769427623	0.373164257482372	0.381355551270015	0.00819129378764388
0.223004802734047	0.229600220313879	0.452085105192932	0.457902502233548	0.00581739704061651
0.325693178625149	0.337295895252115	0.469895501528423	0.481891570821661	0.0119960692932378
0.312788566151232	0.323720103256234	0.400137607691373	0.408372393175913	0.00823478548454043
0.263360018296483	0.270169587020635	0.388001255005143	0.391179054573236	0.00317779956809283
0.253337589858094	0.263625173860339	0.305782178200249	0.316628671102293	0.0108464929020441
0.276411448712494	0.287100034404623	0.300161468778702	0.308014865192029	0.00785339641332744
0.163793104152798	0.170162718927447	0.340544575615153	0.345021124792265	0.00447654917711188
0.21068708672015	0.218684598687953	0.382997249662793	0.393657231882625	0.0106599822198325
0.205096837255184	0.217621024481928	0.161117493075028	0.167313436083932	0.00619594300890336
0.201199870827006	0.208049809121748	0.394514784874963	0.404103214982786	0.0095884301078224
0.260538936296584	0.269919739750827	0.353927097924863	0.359162074204212	0.00523497627934943
0.190867574689895	0.197981338233349	0.333128451153511	0.335875731905882	0.00274728075237152
0.180410147012328	0.187755916518557	0.219906921992264	0.226491218835218	0.00658429684295456
0.255426355962294	0.265932854585969	0.298627472054518	0.303666175612999	0.00503870355848146
0.197287392065138	0.204202844160125	0.225581198976633	0.228808813714096	0.00322761473746228
0.201639024924044	0.210193834992361	0.338053924833599	0.346582279722928	0.00852835488932885
0.180680129653145	0.188863708697174	0.222518713436317	0.228489068933896	0.00597035549757846
0.246080598351616	0.25486190580406	0.472562044388236	0.479500324931439	0.00693828054320306
0.200178833629194	0.205149221303523	0.235506045078312	0.233561332837884	-0.00194471224042803
0.269880938946026	0.277453943456742	0.383265300094942	0.382810414329999	-0.000454885764943347
0.180139242829934	0.18818388326687	0.171586484100425	0.177115821173871	0.00552933707344616
0.243953345727508	0.253895830429744	0.291358036734729	0.296778398599045	0.00542036186431516
0.247983374684704	0.256285946492755	0.271182892971096	0.272093294707291	0.000910401736194444
0.25902912312164	0.268671013701981	0.385862743673191	0.39084925400425	0.0049865103310599
0.258190676386045	0.268500590083619	0.303776104195299	0.309835541097795	0.00605943690249622
0.209824007476643	0.218664324065178	0.279499323142856	0.283537413760841	0.00403809061798494
0.211241343695487	0.215344286579551	0.383919859059414	0.386306947233288	0.00238708817387379
0.244995465934506	0.253715211171334	0.342221800463975	0.350977503058822	0.00875570259484681
0.212406899088952	0.218648523241458	0.324653368016391	0.327487229971943	0.00283386195555191
0.296152762230786	0.308453039422771	0.412730472893574	0.42246705001311	0.00973657711953674
