Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gpri_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_gpri_R	Univariate_LR_delta_R2_gpri_R
0.500384782454601	0.494370415478112	0.529724608852601	0.52391193498828	-0.0058126738643216
0.598734101977677	0.588068706644477	0.310465847319546	0.304216758457596	-0.00624908886194936
0.397733803848193	0.393007337086711	0.362807603232674	0.362311225108614	-0.000496378124059782
0.379702274638744	0.374579371857128	0.39258871916929	0.388391557491934	-0.00419716167735612
0.475676014185618	0.467071451743796	0.475778044516905	0.468688788383922	-0.00708925613298361
0.481567273429568	0.474877721479012	0.362777139823593	0.357384356124853	-0.00539278369873958
0.426731519872568	0.417916786602701	0.456431413562904	0.445489632826545	-0.0109417807363597
0.402994589428909	0.399035903372411	0.375760211549618	0.370093211493535	-0.00566700005608245
0.556105674539595	0.551460735340276	0.543590561639994	0.540206272550367	-0.00338428908962729
0.485652799017552	0.480476552634172	0.532394677901439	0.525344751786811	-0.00704992611462851
0.389239481185579	0.384273538890991	0.420633095893462	0.416339157445357	-0.00429393844810472
0.406869850896763	0.403546568327817	0.523663905674913	0.518707715905515	-0.00495618976939871
0.724099687231873	0.714427703179152	0.439337421967761	0.433416759547948	-0.00592066241981293
0.69184430446921	0.681366788865789	0.441242287796801	0.433617526892816	-0.00762476090398501
0.406754153301763	0.391917697254783	0.338779133681712	0.329664739665931	-0.0091143940157814
0.622013404250828	0.600511969758411	0.386967759624676	0.374118345370218	-0.0128494142544576
0.4644906836007	0.455929072947455	0.616330709938815	0.607861887708933	-0.00846882222988166
0.474161031452312	0.468587911336673	0.365748978641581	0.361305879376908	-0.00444309926467334
0.484134689476405	0.475835038549454	0.404365580607366	0.396536274178301	-0.00782930642906482
0.406192443450864	0.401877383515234	0.410402333426672	0.407870613580883	-0.00253171984578959
0.431673433897665	0.426589025018118	0.481153094265713	0.476402670532126	-0.00475042373358681
0.435906408808703	0.431517022584356	0.578256834263428	0.572832731511158	-0.00542410275227012
0.482186160281811	0.472255020531832	0.463957806884237	0.454944627619608	-0.00901317926462925
0.35047244626973	0.346834325639345	0.450195550687902	0.444550481607482	-0.00564506908041973
0.456026497921207	0.446119808532593	0.411078775608758	0.403168492895255	-0.00791028271350247
0.498496156873473	0.491815795989544	0.368703749461164	0.363814066559188	-0.00488968290197622
0.429520856533532	0.424228016907979	0.469670388365547	0.464672920100185	-0.00499746826536196
0.549097979092012	0.540993293238632	0.458935834449754	0.452692909590166	-0.00624292485958877
0.393824641263865	0.385130194801694	0.336190937411826	0.328325248444548	-0.00786568896727802
0.363273053838869	0.355737483533752	0.432840580789488	0.42215627020296	-0.0106843105865281
0.40823964259397	0.399576793866882	0.421260825303892	0.410914274333955	-0.0103465509699374
0.362557138031507	0.354447313745264	0.39535641686789	0.385762374612126	-0.00959404225576366
0.350429342803703	0.344010344036225	0.408250401668753	0.400915033830532	-0.00733536783822103
0.38654895135973	0.376572288533001	0.468821021312595	0.457826688546383	-0.010994332766212
0.350262757682986	0.345304647288942	0.426564492835173	0.422781392556087	-0.00378310027908618
0.384003525015585	0.378177547449278	0.460603493204345	0.452508839354414	-0.00809465384993141
0.782976204893794	0.776060654327463	0.517983684916841	0.512184431235759	-0.00579925368108214
0.429921587824571	0.426300087298358	0.42763785839022	0.423349324914954	-0.00428853347526631
0.601550419709332	0.591066739206416	0.271673010477295	0.265781120927185	-0.00589188955011061
0.437938487407643	0.431252874337094	0.350973545675491	0.347162756662559	-0.00381078901293175
0.463057526076243	0.456330554250271	0.49810171486629	0.490053102450249	-0.00804861241604116
0.570633711838618	0.559138512854056	0.367523319253551	0.360400218763678	-0.00712310048987319
0.471344825821115	0.469142330726339	0.504167203690353	0.501022023144161	-0.00314518054619106
0.291484590419602	0.285184933430539	0.278041608887947	0.269893331017332	-0.00814827787061539
0.349076385844539	0.342116714961855	0.328629981761808	0.322354020952994	-0.00627596080881382
0.352169866054658	0.341869419912984	0.423838106044178	0.410556418769176	-0.0132816872750023
0.637857495274072	0.624409486340725	0.306167313362339	0.298975851310192	-0.00719146205214688
0.518247310515415	0.513720043262779	0.408857281480034	0.405368769765288	-0.00348851171474629
0.458480056801202	0.45533746779115	0.344433985112679	0.341916469948346	-0.00251751516433302
0.595715418574304	0.579929356340721	0.466525849208692	0.454518064397076	-0.0120077848116157
0.425908958064217	0.413069590626743	0.492623525085882	0.477319200682772	-0.0153043244031102
0.365895239883394	0.360179592092059	0.436113431006194	0.426698631261222	-0.00941479974497239
0.523599875767326	0.512127922557459	0.371771529138599	0.364558425249158	-0.00721310388944146
0.592195918894034	0.587323866416026	0.48605633152856	0.481338905276479	-0.00471742625208121
0.433339764031122	0.423175048686851	0.295232197681011	0.288223472836308	-0.00700872484470316
0.41790951774112	0.408232666952267	0.528077663948426	0.515517289582097	-0.0125603743663293
