Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_duck_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_duck_C	Univariate_LR_delta_R2_duck_C
0.241330212227999	3.03109879109327	0.28626477225787	0.0380154920093488	-0.248249280248521
0.392275411593017	3.00089253242798	0.315349571643929	0.014407140540928	-0.300942431103001
0.317017135446147	6.55779521761715	0.508513096204344	0.0725704786450794	-0.435942617559265
0.246447346647676	3.03961522474812	0.372145068874721	0.0256298319200907	-0.346515236954631
0.32762703788153	3.42760077231467	0.432488412831521	0.0456997798644677	-0.386788632967054
0.260319066070212	1.03725589598585	0.50053523171089	0.00951883603364287	-0.491016395677248
0.304188688711659	9.70031643923632	0.417799135857502	0.109831273267715	-0.307967862589787
0.427990940828576	9.88371268349155	0.562096200374921	0.139265796810493	-0.422830403564427
0.333814659921271	3.35279097825949	0.418942553998355	0.0290825652485475	-0.389859988749807
0.326445431591441	4.19207855924109	0.364730845264282	0.0245333849978965	-0.340197460266385
0.255273422112727	1.57300999426527	0.366025985097625	0.00658904226785366	-0.359436942829771
0.219860567232042	3.14435192302143	0.413222096575586	0.0462761721397658	-0.366945924435821
0.264395025367223	3.24132993484777	0.461387174968461	0.0340884856641116	-0.427298689304349
0.29796077901288	2.98816473286071	0.209439776586271	0.0292104909014201	-0.180229285684851
0.248182625557463	6.42714997299229	0.44531253785271	0.0984564452712632	-0.346856092581447
0.33273100112253	5.66354674734375	0.433050295728047	0.0701594469061554	-0.362890848821892
0.248350455898396	2.72692661067856	0.405084931883164	0.0329217179654006	-0.372163213917763
0.243561493403858	1.46235042329378	0.262062356084384	0.00692265460039328	-0.255139701483991
0.319116573516755	6.21806434539621	0.353705662051301	0.0700062706017437	-0.283699391449558
0.272228407790277	4.86911565147936	0.421280085658292	0.0642203032957559	-0.357059782362536
0.270544386788434	0.620383968820126	0.419573296050226	0.00179794794979557	-0.417775348100431
0.247303960225036	3.52846330554799	0.288765987735029	0.0258485924514308	-0.262917395283598
0.282925598422292	3.79713073997924	0.559594878389238	0.0372395320184581	-0.52235534637078
0.206467733542681	2.9784916564273	0.208563177496035	0.0221787373142559	-0.186384440181779
0.356215727610473	2.08068271866685	0.47551183931837	0.0147247497111273	-0.460787089607243
0.281821917471742	3.25434149269703	0.244946805334514	0.0189147513121449	-0.226032054022369
0.31954128148161	4.4322756003042	0.334014943353616	0.0384795541009336	-0.295535389252682
0.350470461935343	4.81688430879291	0.356014617901295	0.0249064831226642	-0.331108134778631
0.341579765816753	2.98637455926619	0.482183473769256	0.0373285203196844	-0.444854953449571
0.334175815086477	1.03457880791495	0.344795773878849	0.00209214409801115	-0.342703629780838
0.251653277981516	2.24349957289179	0.306254218296909	0.0120467601870451	-0.294207458109864
0.217621064767193	4.00785181152118	0.388795643956773	0.0561425520126534	-0.33265309194412
0.308037696677005	5.84802521910675	0.402084905003319	0.0544048740617098	-0.347680030941609
0.208184013442574	5.9115195689296	0.341206000478794	0.116313280583115	-0.224892719895679
