time	diffusion_coefficient	number_of_branches
1941.16147146041	45.9933890979512	0
1941.99244999464	NA	0
1942.82342852887	NA	0
1943.6544070631	NA	0
1944.48538559733	NA	0
1945.31636413156	NA	0
1946.14734266579	NA	0
1946.97832120003	NA	0
1947.80929973426	NA	0
1948.64027826849	NA	0
1949.47125680272	NA	0
1950.30223533695	3.95782568651609	0
1951.13321387118	NA	0
1951.96419240542	NA	0
1952.79517093965	NA	0
1953.62614947388	NA	0
1954.45712800811	6.73184575188692	0
1955.28810654234	NA	0
1956.11908507657	NA	0
1956.9500636108	NA	0
1957.78104214504	16.2207792503345	0
1958.61202067927	NA	0
1959.4429992135	NA	0
1960.27397774773	NA	0
1961.10495628196	NA	0
1961.93593481619	NA	0
1962.76691335042	NA	0
1963.59789188466	33.0904289883046	0
1964.42887041889	52.0626341635413	0
1965.25984895312	NA	0
1966.09082748735	NA	0
1966.92180602158	NA	0
1967.75278455581	NA	0
1968.58376309005	377.838616903812	0
1969.41474162428	NA	0
1970.24572015851	40.8199601392721	0
1971.07669869274	NA	0
1971.90767722697	9.79372149390382	0
1972.7386557612	297.401852318529	0
1973.56963429543	53.455033480294	0
1974.40061282967	NA	0
1975.2315913639	NA	0
1976.06256989813	97.5481744771766	0
1976.89354843236	92.2850243251119	0
1977.72452696659	252.230665976113	0
1978.55550550082	39.6751522698358	0
1979.38648403505	78.9629750113152	0
1980.21746256929	24.2550003012391	0
1981.04844110352	5.84851304332894	0
1981.87941963775	61.1146949910048	0
1982.71039817198	50.2244295999793	0
1983.54137670621	NA	0
1984.37235524044	19.1551023688616	0
1985.20333377468	57.6779791697919	0
1986.03431230891	33.6159706850358	0
1986.86529084314	21.2101725909272	0
1987.69626937737	67.1649254571564	0
1988.5272479116	34.8231380074733	0
1989.35822644583	68.1751961931001	0
1990.18920498006	55.2800509748754	0
1991.0201835143	155.460999099767	0
1991.85116204853	210.342048794117	0
1992.68214058276	143.964001994211	0
1993.51311911699	178.699485362385	0
1994.34409765122	204.733289854673	0
1995.17507618545	298.734998255971	0
1996.00605471968	328.034483194565	0
1996.83703325392	221.034193384216	0
1997.66801178815	234.302669758348	0
1998.49899032238	293.340573316979	0
1999.32996885661	441.809933251434	0
2000.16094739084	537.497227023826	0
2000.99192592507	407.971688746133	0
2001.82290445931	460.59506106451	0
2002.65388299354	471.267914454762	0
2003.48486152777	469.134813947963	0
2004.315840062	577.576913781802	0
2005.14681859623	444.700416083081	0
2005.97779713046	448.800185849615	0
2006.80877566469	482.536467914737	1
2007.63975419893	511.863749729955	0
2008.47073273316	706.637758079254	0
2009.30171126739	656.975842309655	0
2010.13268980162	670.732660063474	0
2010.96366833585	416.514391722742	0
2011.79464687008	451.91456773925	0
2012.62562540431	583.797581830253	3
2013.45660393855	847.290469740092	3
2014.28758247278	1257.6458412835	5
2015.11856100701	1070.00025465884	6.5
2015.94953954124	976.336730637509	9
2016.78051807547	833.622110794518	10
2017.6114966097	556.33729269557	3
2018.44247514394	382.984711855513	1
2019.27345367817	427.274142370558	1
2020.1044322124	679.799792626803	1.5
2020.93541074663	839.927244047565	3
2021.76638928086	936.373888003186	3
2022.59736781509	1760.08509495959	3
2023.42834634932	1804.46420423858	9
