Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_open_water_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_open_water_C	Univariate_LR_delta_R2_open_water_C
0.509348634063282	0.597680987879784	0.501592752472326	0.153235926695793	-0.348356825776533
0.161277939848129	0.0844260108492815	0.128795083744666	0.0145580437540926	-0.114237039990574
0.315069315823578	0.657453757652931	0.171460156214606	0.166983564037537	-0.00447659217706955
0.181228010384823	0.252562295153587	0.194462916269028	0.162044430614154	-0.0324184856548748
0.0807262044704342	0.154806011231827	0.0155085973033488	0.0190709122875774	0.00356231498422861
0.264527871520785	0.0756017987247237	0.335467567228521	0.0125617644711876	-0.322905802757334
0.351783052979205	0.429406778382546	0.392980579391446	0.264945707384814	-0.128034872006632
0.266439706225198	0.307148575472373	0.307177978213235	0.0863996519738484	-0.220778326239387
0.200535996575834	0.257971995447356	0.129583487887477	0.0804751101909374	-0.0491083776965394
0.285993986073786	0.341726213920191	0.414382956180605	0.206632706851888	-0.207750249328717
0.389843653990515	0.236810591617931	0.233513714640596	0.0330739709761074	-0.200439743664488
0.28978942822516	0.401325218002519	0.0860889049763043	0.0604521743790554	-0.0256367305972488
0.203299055438912	0.246661133604971	0.160772201373582	0.0818726947932597	-0.078899506580322
0.246282500717424	0.249115298728791	0.213465450274872	0.0877326377299636	-0.125732812544908
0.228643762567207	0.290226867600322	0.156573133785999	0.0607708348646092	-0.0958022989213902
0.0951818943085608	-0.10677249744444	0.0173173966451589	0.00951659155616549	-0.00780080508899345
0.325869211709431	0.476127018737685	0.477480433085215	0.32075208161368	-0.156728351471535
0.329931354673836	0.304532212245228	0.263121542323268	0.0719833250770663	-0.191138217246202
0.357355679266791	0.183912852257092	0.72968425213064	0.0433137968481091	-0.68637045528253
0.0595397877392208	0.136847560286241	0.0182528021468278	0.0283638974166968	0.010111095269869
0.258026002031862	0.349652499380223	0.144083455553165	0.0898532627880867	-0.0542301927650783
0.287675192226792	0.347761978208141	0.570973876532829	0.267624864218899	-0.30334901231393
0.458449070804559	0.617113278257875	0.548233437375058	0.222896947644394	-0.325336489730665
0.216714014042273	0.0707608537935109	0.159776713300561	0.00540397740626414	-0.154372735894296
0.543467409014854	0.729021081408318	0.353862621749971	0.167302823785422	-0.186559797964549
0.532350643706609	0.695058085962933	0.474401068708889	0.285830039951669	-0.188571028757219
0.0956356568589826	0.0656611242910875	0.0352525975724388	0.00613147260053365	-0.0291211249719052
0.410587611235948	0.653653067628946	0.460330754989065	0.332453928609348	-0.127876826379717
0.45643201535401	0.769208765175719	0.347806990861149	0.292299061056798	-0.0555079298043509
0.2267030072019	0.478457144734643	0.152422384347048	0.14854994754546	-0.00387243680158761
0.272262424192691	0.544077723351982	0.179146411499781	0.180518665657182	0.00137225415740075
0.169519492866542	0.28093259017942	0.0629110608516909	0.046952826452559	-0.0159582343991318
0.205512425829247	0.241774383522213	0.0271402170780602	0.016190274514498	-0.0109499425635621
0.411730807170089	0.511762600678008	0.573260957959234	0.251025769238423	-0.322235188720811
0.742662107165122	0.880603836918325	0.632117567918354	0.223559091326045	-0.408558476592309
0.253939159458204	0.236843608406196	0.0630191665679134	0.0237258476798851	-0.0392933188880282
0.205016294734511	0.330399775270707	0.112754797957632	0.0520104792498033	-0.0607443187078285
0.288165709335759	0.00813609928359239	0.179372333072955	4.95260488438245e-05	-0.179322807024111
0.318677493092491	0.577403456387086	0.345777667103719	0.38364495178241	0.0378672846786906
0.337823212762906	0.509644747454063	0.194656666488565	0.08693082852159	-0.107725837966975
0.512546259455603	0.347457563638716	0.236034445797476	0.0419596764744455	-0.19407476932303
0.465287785152358	0.516333350239471	0.474044921078902	0.147272371776319	-0.326772549302584
0.179382993457596	-0.0594034761557614	0.0586173811693954	0.00227259420761431	-0.0563447869617811
0.527047809155911	0.611431790346595	0.366630750289874	0.0984055557797126	-0.268225194510161
0.257420569318673	0.356708899792404	0.297651367200353	0.280078049566067	-0.0175733176342859
0.288293723783326	0.358942782143592	0.0828206745148953	0.0367807733300153	-0.04603990118488
0.28465415537388	0.255050042412913	0.11248343066316	0.0321511031329452	-0.0803323275302144
0.125700427714017	-0.11702411114054	0.065873302570368	0.0126660762949232	-0.0532072262754447
0.292531297135728	0.396117853770216	0.389610179216604	0.169742992542881	-0.219867186673723
0.459422156617499	0.441430267708272	0.43399152296117	0.174547739721268	-0.259443783239901
0.250925461615483	0.108453291545563	0.274639844389712	0.0149180994822837	-0.259721744907429
0.218539362889769	0.0985250072650917	0.11329977928515	0.00741743324686277	-0.105882346038288
0.379183007871704	0.454229868886526	0.45503270320628	0.168297318207676	-0.286735384998605
0.312295425742977	0.645112621493745	0.278578059648626	0.315990711979744	0.0374126523311183
0.187279851952955	0.208683641333215	0.248456006330683	0.102035770516992	-0.146420235813691
0.386742593527444	0.48576492043898	0.559847042504585	0.175719201078695	-0.38412784142589
0.0816354334142884	-0.0843237466364463	0.0372522299117817	0.0168132338794865	-0.0204389960322952
0.205162809255206	0.347686222413101	0.127003939374187	0.0900442309240897	-0.0369597084500969
0.534877697540481	0.167442169670011	0.475234948018741	0.0115880425248482	-0.463646905493892
0.524443344329959	0.594466620691261	0.315890628503158	0.135262035756826	-0.180628592746333
0.182624165442694	0.267316178181553	0.293236689272095	0.1712407749756	-0.121995914296495
0.46536389790376	0.744984391786637	0.704730259953136	0.352498305851164	-0.352231954101972
0.21080898835795	0.407074550490647	0.117591289382853	0.117200063775828	-0.000391225607024953
0.351155648161095	0.477195332674912	0.286401072327671	0.151257216290777	-0.135143856036894
0.327571675694138	0.297371847108053	0.533307636713373	0.168279516913357	-0.365028119800016
0.233200568765292	0.183628242003141	0.133963699615823	0.0282816387709524	-0.10568206084487
0.482422767048615	0.731401397121558	0.534947914747182	0.341275892749381	-0.1936720219978
0.116453351562414	0.131637128083099	0.0207045032528459	0.0125818920406695	-0.00812261121217644
0.315935447005173	0.696362875169609	0.169484117342249	0.178963099354999	0.00947898201275041
0.512148254079097	0.318376470324398	0.117654359147752	0.0126878896171807	-0.104966469530571
0.38496430993838	0.518171071509266	0.158953400262828	0.112982541954803	-0.045970858308025
0.0745262257121674	0.135976501459319	0.0336399952140643	0.0320236980111453	-0.00161629720291902
0.208847155635344	0.153909220453369	0.450123714677371	0.0855659444120218	-0.364557770265349
0.091711883034598	0.124958240617198	0.0182531492605099	0.0146685546375712	-0.00358459462293874
0.266412811878833	0.44047727439051	0.148019450137879	0.113588518521932	-0.0344309316159465
0.150080250375363	0.238162301563887	0.0932652839737941	0.0811962910731979	-0.0120689929005963
0.797757940743428	0.593380909039429	0.585990322100777	0.0947377702561121	-0.491252551844665
0.179726118098721	0.252399808230833	0.162659229382207	0.0614214548939896	-0.101237774488217
0.139250232655665	0.13514727253588	0.129568073407926	0.0503375421159868	-0.0792305312919387
0.349366857097869	0.157624302633429	0.43853509312949	0.0298902755424038	-0.408644817587087
0.548151276506386	1.01354093636276	0.308077163963569	0.254652597375227	-0.0534245665883421
0.205476477101373	0.158776669080029	0.0815720134127531	0.0213578734023659	-0.0602141400103873
0.284496549234635	0.233699960098462	0.144164848573463	0.0181886558270631	-0.1259761927464
0.444600130039371	0.934891566022127	0.105055517649688	0.0966712164293289	-0.00838430122035894
0.297562065011571	0.463268458304775	0.270657402677992	0.333406577627437	0.0627491749494449
0.185649911898132	0.239574211891853	0.227488978116421	0.138002940433695	-0.0894860376827259
0.0695383293671997	0.125287374642607	0.0108048581581946	0.0178818212750344	0.00707696311683979
0.272103874215064	0.118621509930405	0.245951519491312	0.0133069572505528	-0.232644562240759
0.179020812311324	0.43200635652217	0.0687441199386095	0.0882802712619192	0.0195361513233097
0.292483304093323	0.224281546531265	0.310364118465681	0.0591896647179344	-0.251174453747747
0.0723397597188497	0.0659381538519961	0.023930926219807	0.00804178416124255	-0.0158891420585645
0.452441005660505	0.435285670175048	0.11312837263029	0.0465417483672344	-0.0665866242630559
0.200560304435114	0.37829070098029	0.208301946091325	0.188323830254348	-0.0199781158369765
0.256869819384707	0.195610491792601	0.11461938815483	0.0231704608405061	-0.0914489273143235
0.207897321498185	0.132168905725265	0.13102481403694	0.0210882014767592	-0.109936612560181
0.33624397018646	0.260226298253928	0.401306824480411	0.0605976644776933	-0.340709160002717
0.589060614184412	0.439420398951402	0.448338841216864	0.0618722245327529	-0.386466616684111
0.146729605269791	-0.0358632941366588	0.0438009509916143	0.000862940934730289	-0.042938010056884
0.291677921082665	0.0838517313639794	0.217103056643822	0.0041179051358856	-0.212985151507937
