time	distance
1947.56213374452	0
1948.32516994132	0
1949.08820613812	0
1949.85124233492	0
1950.61427853173	0
1951.37731472853	0
1952.14035092533	0
1952.90338712213	0
1953.66642331893	0
1954.42945951573	0
1955.19249571253	0
1955.95553190934	0
1956.71856810614	0
1957.48160430294	0
1958.24464049974	0
1959.00767669654	0
1959.77071289334	0
1960.53374909014	0
1961.29678528695	0
1962.05982148375	0
1962.82285768055	0
1963.58589387735	0
1964.34893007415	0
1965.11196627095	0
1965.87500246775	0
1966.63803866456	0
1967.40107486136	0
1968.16411105816	0
1968.92714725496	0
1969.69018345176	0
1970.45321964856	0
1971.21625584536	0
1971.97929204216	0
1972.74232823897	0
1973.50536443577	0
1974.26840063257	0
1975.03143682937	0
1975.79447302617	0
1976.55750922297	0
1977.32054541977	0
1978.08358161658	0
1978.84661781338	0
1979.60965401018	0
1980.37269020698	0
1981.13572640378	5.00028758342786
1981.89876260058	21.8565940416378
1982.66179879738	39.5606533628714
1983.42483499419	57.8333346284323
1984.18787119099	70.9299605562311
1984.95090738779	87.166847403561
1985.71394358459	112.116882295988
1986.47697978139	135.787529204906
1987.24001597819	167.397153528413
1988.00305217499	188.611066587343
1988.7660883718	202.353676493027
1989.5291245686	213.666842206708
1990.2921607654	225.29812891353
1991.0551969622	237.792778999082
1991.818233159	264.167430229846
1992.5812693558	282.274589001318
1993.3443055526	289.081579608126
1994.10734174941	315.952211027609
1994.87037794621	330.576590731195
1995.63341414301	344.916169968601
1996.39645033981	361.726994119329
1997.15948653661	376.905010357283
1997.92252273341	391.486430541525
1998.68555893021	414.426528094361
1999.44859512702	440.492173836322
2000.21163132382	473.775346418138
2000.97466752062	499.959376030506
2001.73770371742	544.172208835414
2002.50073991422	565.277393402715
2003.26377611102	595.205350502482
2004.02681230782	620.656591504246
2004.78984850462	656.419526418679
2005.55288470143	667.571282357056
2006.31592089823	667.66336367306
2007.07895709503	670.03840705534
2007.84199329183	686.00845165543
2008.60502948863	706.347093702362
2009.36806568543	726.542260857232
2010.13110188223	743.722849964151
2010.89413807904	759.947288981032
2011.65717427584	773.783201348182
2012.42021047264	797.275496195674
2013.18324666944	819.257989428163
2013.94628286624	843.051501599745
2014.70931906304	859.668854414449
2015.47235525984	911.766082110884
2016.23539145665	963.698719477128
2016.99842765345	1036.36313538441
2017.76146385025	1104.61104665328
2018.52450004705	1160.21934445529
2019.28753624385	1204.8977884647
2020.05057244065	1224.79237570826
2020.81360863745	1224.79237570826
2021.57664483426	1224.79237570826
2022.33968103106	1230.01690445015
2023.10271722786	1230.01690445015
2023.86575342466	1230.01690445015
