Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_flood_veg_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_flood_veg_R	Univariate_LR_delta_R2_flood_veg_R
0.151037596253434	0.147629488824988	0.388325426211782	0.377232547678089	-0.0110928785336929
0.142351138918963	0.14325408710314	0.436539917974483	0.444491918176923	0.00795200020243997
0.15061894103494	0.148687149001683	0.331484844169957	0.326617354580079	-0.00486748958987832
0.149109501396845	0.149501824006298	0.391100929521009	0.391818095608116	0.000717166087106869
0.138266030192787	0.135880914383006	0.356658123281561	0.348878252344548	-0.00777987093701338
0.134413272461843	0.129965187581842	0.330923808029505	0.319401119368159	-0.0115226886613459
0.155307271787103	0.154939488354348	0.310004758301913	0.310355849203452	0.000351090901539397
0.119355114818103	0.118053469792598	0.400810233416745	0.397695954316473	-0.00311427910027212
0.174478796573689	0.172753032303331	0.381230953168027	0.378906168490204	-0.00232478467782227
0.141288382665203	0.137872500955538	0.460137053713518	0.448838386262634	-0.0112986674508839
0.124977933278092	0.123259158295649	0.312145938476485	0.306245476364176	-0.00590046211230943
0.185951839082199	0.18374809579435	0.451731478046589	0.447465430859899	-0.00426604718669044
0.168564799701209	0.165950877469371	0.377600859698911	0.367373213268366	-0.0102276464305451
0.14135447652732	0.139627973521435	0.413702606823832	0.407803959145681	-0.00589864767815168
0.134935570076318	0.133905776112196	0.419738184440104	0.420010498988876	0.000272314548771913
0.130515677604834	0.119943779732697	0.397665040346926	0.368713741354922	-0.0289512989920041
0.118385804491202	0.117915476938358	0.339165400049451	0.337749188794996	-0.00141621125445446
0.127284746478565	0.126693742589097	0.476114711898614	0.471063599797964	-0.00505111210064946
0.131660802094227	0.119858564823484	0.384057067358761	0.341742473779001	-0.0423145935797602
0.111963322227191	0.108541358722211	0.3062869797441	0.296187958566391	-0.0100990211777097
0.149408681848003	0.149862481945337	0.447118584520673	0.450616189873917	0.00349760535324434
0.13640914292868	0.136198483106581	0.456014578378146	0.457678621940268	0.00166404356212169
0.143259365536412	0.139993745417102	0.33308702249657	0.324278032413117	-0.00880899008345271
0.0889051014579	0.0922085499661073	0.266434951177938	0.312738612507316	0.0463036613293784
0.131796710628302	0.13153780474842	0.412682574149289	0.41184335108812	-0.00083922306116968
0.115786231625102	0.11410574757244	0.410285761144215	0.401839236624276	-0.00844652451993932
0.163143613161208	0.145535047351387	0.473531814679412	0.409222524045046	-0.0643092906343663
0.13198902519245	0.130836576274339	0.313350476519462	0.311331423241365	-0.00201905327809648
0.164516550807871	0.147167208067796	0.398229545449678	0.349205968471872	-0.049023576977806
0.128529485068277	0.127273948335675	0.308367486609988	0.303104023898489	-0.00526346271149958
0.116678355444994	0.114332688455514	0.24522814058283	0.241582192991963	-0.00364594759086648
0.138825719796921	0.135462804077763	0.389492704390551	0.378370406808572	-0.0111222975819787
0.147276902921486	0.146367769455004	0.431945154610262	0.431070259493617	-0.000874895116644236
0.130123660943006	0.124609768473893	0.377802715056061	0.359564846532607	-0.0182378685234541
0.128381053985146	0.126159703900565	0.418256084433854	0.413886550005326	-0.00436953442852789
0.129341129764886	0.126675967313256	0.443109278248909	0.432086638621344	-0.011022639627565
0.140733327238492	0.138565880445947	0.556004129907417	0.546332875195925	-0.00967125471149255
0.129607834256173	0.129241296933075	0.409368574888041	0.40634926860037	-0.00301930628767078
0.137703504654396	0.136942256419993	0.410167750547781	0.41012674136763	-0.000041009180151097
0.104801394527245	0.103956115554719	0.287285254424253	0.285349957998123	-0.00193529642612988
0.167174317588601	0.165188973239631	0.341025919299594	0.337533341347866	-0.00349257795172775
0.12730027966483	0.126784593108099	0.334713137238643	0.333484504145046	-0.00122863309359766
0.1081132237092	0.107650577703912	0.340713748996775	0.33752738272442	-0.00318636627235469
0.109772319157903	0.109591094145135	0.344956972434441	0.345785618859523	0.000828646425082402
0.10200738123783	0.100726694384018	0.303232283563617	0.298213012241172	-0.00501927132244512
0.115063078355839	0.113488101171965	0.325618866620299	0.321602074122956	-0.00401679249734288
0.16098771583314	0.155123680666215	0.3925870828435	0.377007261330012	-0.0155798215134875
0.168508375632228	0.164368717836309	0.369860938295555	0.358671968140254	-0.0111889701553001
0.115524921683664	0.113543481172892	0.283221313477317	0.277166891295619	-0.0060544221816986
0.113222392683958	0.11241169040975	0.363338257183709	0.361843093751522	-0.00149516343218675
0.160074317167777	0.159563484049362	0.446458916200413	0.444834927355245	-0.0016239888451684
0.134538909177353	0.126066588452998	0.398434881653583	0.37430898102428	-0.0241259006293023
0.154685758255744	0.155021801166533	0.407572357341492	0.414005697380053	0.00643334003856066
0.131499871809474	0.131901371916711	0.350865285964987	0.353319511954651	0.00245422598966433
0.179245833509231	0.177476336363055	0.523698251731677	0.519417514719564	-0.00428073701211318
0.1416152926257	0.127776016349414	0.408746925156795	0.374023399500825	-0.0347235256559693
0.115175501740913	0.109986327987572	0.438280052686114	0.417414240771634	-0.02086581191448
0.117677233389475	0.116339632720742	0.404352475520988	0.400614946052931	-0.00373752946805711
0.0871678636773959	0.0868376971371924	0.256518043789323	0.254195565195209	-0.00232247859411366
0.132578063690766	0.131682111402518	0.393876286843974	0.392082493831082	-0.00179379301289184
0.148361908571459	0.131455301370439	0.442696501892419	0.375248787153201	-0.0674477147392179
0.133059345339793	0.132537146027622	0.381137641209691	0.379808263490623	-0.00132937771906783
0.115280887922619	0.115029457739553	0.351437997110314	0.349923250972446	-0.00151474613786773
0.183696425724865	0.170928091400977	0.499796538519041	0.466097553663959	-0.0336989848550825
0.16586862579374	0.164251539149223	0.430358054294178	0.425957884022625	-0.00440017027155321
0.113283955565216	0.113016790489276	0.410592867716501	0.411648849946141	0.00105598222964021
0.15224562042628	0.15207893013321	0.345274607851177	0.347111021063204	0.00183641321202754
0.137794486054924	0.136816605944493	0.352482759955608	0.351213261922352	-0.00126949803325521
0.123095216636265	0.120739444475959	0.331659504291989	0.325417538272968	-0.00624196601902083
0.133637220100116	0.131340423995457	0.332481498990924	0.324823204890546	-0.00765829410037872
0.122242128033875	0.110544008251619	0.318689215192691	0.296614947744947	-0.0220742674477441
