Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Deciduous_broad_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_Deciduous_broad_R	Univariate_LR_delta_R2_Deciduous_broad_R
0.509348634063282	0.221223554142796	0.501592752472326	0.786918559282628	0.285325806810302
0.161277939848129	0.0701385511862641	0.128795083744666	0.139311809530539	0.0105167257858725
0.315069315823578	0.169744029145023	0.171460156214606	0.191459517470936	0.0199993612563301
0.181228010384823	0.0976129381344691	0.194462916269028	0.168035874763457	-0.026427041505571
0.0807262044704342	0.0434407574826887	0.0155085973033488	0.0335551744273685	0.0180465771240197
0.264527871520785	0.057102760568892	0.335467567228521	0.177964657354052	-0.157502909874469
0.351783052979205	0.0788127318732936	0.392980579391446	0.250013909496859	-0.142966669894586
0.266439706225198	0.127077567269505	0.307177978213235	0.216815850394312	-0.0903621278189238
0.200535996575834	0.0908298837330567	0.129583487887477	0.137587694478554	0.00800420659107742
0.285993986073786	0.0851119321796267	0.414382956180605	0.20337784436494	-0.211005111815665
0.389843653990515	0.143323732764994	0.233513714640596	0.105763988455455	-0.12774972618514
0.28978942822516	0.111017022184737	0.0860889049763043	0.0706615402801275	-0.0154273646961767
0.203299055438912	0.139636421037212	0.160772201373582	0.347722669551447	0.186950468177865
0.246282500717424	0.142469241962986	0.213465450274872	0.378854230287711	0.165388780012839
0.228643762567207	0.0590413996984752	0.156573133785999	0.0867045823991491	-0.0698685513868502
0.0951818943085608	0.0148055097903041	0.0173173966451589	0.00378977186949052	-0.0135276247756684
0.325869211709431	0.134465880549057	0.477480433085215	0.330311278419593	-0.147169154665622
0.329931354673836	0.130143063841317	0.263121542323268	0.163909784744321	-0.0992117575789474
0.357355679266791	0.161555839266688	0.72968425213064	0.424016980676972	-0.305667271453668
0.0595397877392208	0.0330986263118713	0.0182528021468278	0.0161534493510953	-0.00209935279573253
0.258026002031862	0.10944394647605	0.144083455553165	0.109381507457355	-0.0347019480958096
0.287675192226792	0.148721316587266	0.570973876532829	0.365516997574836	-0.205456878957993
0.458449070804559	0.237488265377101	0.548233437375058	0.44466725458933	-0.103566182785728
0.216714014042273	0.0586538779067337	0.159776713300561	0.0699453094381924	-0.0898314038623681
0.543467409014854	0.329256415819955	0.353862621749971	0.355891321077642	0.00202869932767041
0.532350643706609	0.223035260017211	0.474401068708889	0.547179753859497	0.0727786851506089
0.0956356568589826	0.101089145547518	0.0352525975724388	0.178194576174849	0.14294197860241
0.410587611235948	0.24232362522838	0.460330754989065	0.495699701030673	0.0353689460416072
0.45643201535401	0.217851750491292	0.347806990861149	0.332203312888119	-0.0156036779730307
0.2267030072019	0.123644709166832	0.152422384347048	0.243474554560288	0.0910521702132397
0.272262424192691	0.125719450476733	0.179146411499781	0.111046516809785	-0.0680998946899956
0.169519492866542	0.0349272109199866	0.0629110608516909	0.00525258850068931	-0.0576584723510016
0.205512425829247	0.0594722861910844	0.0271402170780602	0.0127955600531908	-0.0143446570248693
0.411730807170089	0.169913214384055	0.573260957959234	0.322201241639587	-0.251059716319648
0.742662107165122	0.336741497548043	0.632117567918354	0.480493791759097	-0.151623776159257
0.253939159458204	0.127236012424921	0.0630191665679134	0.0773756467499149	0.0143564801820015
0.205016294734511	0.148560800957232	0.112754797957632	0.162577331193817	0.0498225332361856
0.288165709335759	0.0904736247072065	0.179372333072955	0.131723964214019	-0.0476483688589355
0.318677493092491	0.202970318923535	0.345777667103719	0.550297051075291	0.204519383971572
0.337823212762906	0.166311874433198	0.194656666488565	0.172987384341698	-0.0216692821468663
