mean_branch_dispersal_velocity	weighted_branch_dispersal_velocity	branch_dispersal_velocity_variation_among_branches	original_diffusion_coefficient	weighted_diffusion_coefficient	diffusion_coefficient_variation_among_branches	isolation_by_distance_signal_rS	isolation_by_distance_signal_rP1	isolation_by_distance_signal_rP2
92.4669157647464	50.3314736505176	0.952084811227845	2532.60871079722	2407.02832398293	1.25210906186053	0.291292198818297	0.325679369453622	0.283662672341715
103.637538378852	41.4493851534219	1.73935871722794	2204.3003006167	2072.03568876492	1.37335323565858	0.298911809916454	0.328012237891138	0.267752339599656
104.163842238175	43.4688062946782	1.76259631278843	2154.85496218712	1955.28667076969	1.28950728882516	0.329177480551061	0.342627093085517	0.301734183451861
105.52218325121	49.4288684769699	1.16483458958577	2720.17383407914	2460.21856563751	1.34556477260853	0.297981831613473	0.323684064505953	0.28821468880196
103.735803087157	43.7037583279481	1.54466227799223	2070.65959606142	2175.7221547169	1.14403375199896	0.294555779068387	0.310559151518704	0.273045833815484
90.8928680629366	44.0463554095339	1.08181177711829	2248.81694788497	2008.94443388663	1.13081743761955	0.294745555517219	0.326565572227429	0.280488045696673
97.6466272068708	45.9825684898557	1.15665247592524	2363.79167346248	2421.89437064749	1.18518000101338	0.262826141598769	0.2526668732336	0.225742633224804
96.1455444116355	39.9173181176488	2.19376733277917	1847.48369511311	1873.21395361512	1.33933481823098	0.310609552010259	0.324447511856437	0.287745963864334
81.361086649787	41.7036297898092	0.986895744734317	1934.88847313119	1993.09509363718	1.15775749817562	0.296405679145457	0.338285951068358	0.290923380682506
89.7338224884932	41.9796487686522	1.21381861207885	1822.00328966246	1980.10980245061	1.17424242693563	0.310293554561454	0.334580365989106	0.300812522690714
88.4157146381769	46.2495744466531	1.18404477794717	2206.01768048658	2160.18204103594	1.23762044243708	0.282129461732414	0.294933154450849	0.266394604572875
114.805930998944	47.7256474072792	2.06412078752546	2342.88431069245	2567.13675915035	1.30929331294311	0.308661751573053	0.337431481660786	0.297964720784401
97.7815233886131	40.9173109932431	1.29095111568155	2142.35967393307	1957.86221474159	1.28504677863287	0.299616166229917	0.336266431309026	0.270373803791622
98.1739583212025	38.1666517401926	1.43844034293522	1848.88523600646	1865.95633528727	1.19999544673601	0.300061715671331	0.332048524834244	0.274483332290051
87.3669213474208	43.2686013079113	1.05586912330026	2068.56182577837	1993.80515604003	1.2456397541386	0.319556498899018	0.342639788389654	0.299646901110898
112.328598577043	46.7008734549235	1.49600012935922	2762.79072665773	2411.33150879144	1.25820846501735	0.304976365691668	0.336878136919975	0.27320380034552
97.080111814327	47.8856574529309	1.13057306961685	2292.48859899035	2691.9668744575	1.25902717278389	0.315071236043881	0.34945347535935	0.30101265853041
115.992318446463	48.5726172322453	1.31888283370132	2867.49287325181	2565.08260088143	1.17460892260919	0.300342863507769	0.328273078853898	0.276654122313258
80.692074303256	41.9139388710024	1.27290853900576	1824.01580112341	1930.58556597352	1.43591379616979	0.301409103941166	0.342741852060719	0.296374750610806
109.096012899995	48.7770254359415	1.09104042312028	2584.97218607873	2210.69619451197	1.26513323417395	0.295675885232206	0.320734081363027	0.284197119372664
90.8676246358919	46.0273987183322	0.948795543730944	2298.99528593064	2409.90176110884	1.23344396938248	0.228805708889261	0.22016104067471	0.207515646408271
111.430550710062	51.5300941462957	1.26289246925055	2726.54134806618	2675.13493676693	1.36239847790846	0.302904255043787	0.323042536677683	0.283943244389876
79.8073985810033	42.0740744844859	1.20673350485318	1904.15113207962	2053.07343582661	1.14810172603475	0.306697510411689	0.320382923315462	0.279362593002706
100.688371812681	50.5790380461812	1.12814349862852	2644.08111473577	2730.79571573504	1.41903151263956	0.285719189907377	0.289227380613573	0.265457981288212
100.342960154512	46.9370133725656	1.33237756183777	2342.10265030701	2372.97420075466	1.22146146333376	0.306279905604902	0.335096751279439	0.291797823112278
109.406594965316	40.7440918597353	1.76066793593246	2143.50860703362	2091.9843475249	1.2385134206364	0.305774751626843	0.332890070254865	0.28027944888552
91.3447607360929	42.1177653049224	1.20990257163425	2117.97920767663	2148.14398719671	1.52324023090946	0.286341304265161	0.292029924632906	0.264725024423267
98.4217749363528	44.8188078217045	1.5944690268248	2253.75376970977	2243.78035170719	1.14051311174718	0.312971143109671	0.350019281711931	0.294065906179818
112.370120962946	43.7919029272422	1.77085318280115	2489.952058967	2238.01949920656	1.25850216191588	0.298811909405974	0.326329890201969	0.286822681180788
103.508803851042	47.106941321257	1.81011902604059	2240.21282496713	2177.40873217753	1.40934236850023	0.305081848478591	0.316168651492904	0.287224348433776
112.242821688835	44.8623397356639	2.14455705647639	2206.42885235693	2126.98112748686	1.27179494791543	0.308036046809361	0.319530747257885	0.285015432049357
111.211866258485	47.1164371050818	1.25929684861824	2420.5140477994	2284.65501958547	1.16477457082352	0.286929055497748	0.291467095672136	0.267691468309846
90.991296962054	46.5071214714557	1.1149863820169	2202.69798559259	2226.18852721727	1.14400166796407	0.296642400983387	0.315567954874863	0.286081306627995
92.2802412568131	46.0388438453465	1.17491640032189	2127.5492703508	2401.14153465148	1.19408272130375	0.293872934516837	0.317244888100831	0.283070290872903
108.534404584141	47.1633508268846	1.85437964247338	2264.25460289772	2280.91341059165	1.18635311387891	0.307079483912108	0.319319552148854	0.2918967741782
107.934148075785	43.01979321649	2.54754669560824	1895.40715161426	2023.97049984222	1.22386221862062	0.277821255467597	0.279565006674974	0.262635041059707
91.7709436849291	42.4073533207944	1.40093060978555	2293.07317652059	2265.55994276791	1.29146170799879	0.298059043716278	0.334197475303143	0.26562081574701
100.936183216403	47.0741439934183	1.27347449158052	2308.15334668707	2255.64933250943	1.34641889241779	0.298226882347746	0.308313516857711	0.274932833505331
113.861888321928	40.869900535846	2.46282827332944	2240.01741768087	1911.0057951903	1.21218587698728	0.292453321981906	0.332335055987017	0.267198025012164
119.566402498101	45.8245052680303	1.37251780367382	2700.96788764639	2588.53811810411	1.24389570004769	0.30923155800175	0.340178614104525	0.285742591426847
85.702669584003	41.6565795858425	1.30438117327194	1932.16446509015	2036.67667324472	1.33289082474748	0.306698989843209	0.328369800305032	0.29466029281474
