Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Needle_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_Needle_C	Univariate_LR_delta_R2_Needle_C
0.500384782454601	0.328561266086611	0.529724608852601	0.094316854339477	-0.435407754513124
0.598734101977677	0.321814125551563	0.310465847319546	0.0274160800692696	-0.283049767250276
0.397733803848193	0.32773763114923	0.362807603232674	0.0901043602398299	-0.272703242992844
0.379702274638744	0.321659814971889	0.39258871916929	0.0874165894668264	-0.305172129702463
0.475676014185618	0.378118389446115	0.475778044516905	0.099203147645985	-0.37657489687092
0.481567273429568	0.317482379731043	0.362777139823593	0.0650484448462393	-0.297728694977353
0.426731519872568	0.472747927127136	0.456431413562904	0.194546758967857	-0.261884654595047
0.402994589428909	0.362576293003955	0.375760211549618	0.107196425414041	-0.268563786135577
0.556105674539595	0.403023262420677	0.543590561639994	0.090532141528577	-0.453058420111417
0.485652799017552	0.38702575441491	0.532394677901439	0.120172639185203	-0.412222038716236
0.389239481185579	0.244138427801606	0.420633095893462	0.0601333336268605	-0.360499762266602
0.406869850896763	0.381746405998073	0.523663905674913	0.11954273376879	-0.404121171906124
0.724099687231873	0.347023319234734	0.439337421967761	0.0320437808028832	-0.407293641164877
0.69184430446921	0.454782275266808	0.441242287796801	0.0632189983885318	-0.37802328940827
0.406754153301763	0.327094003896433	0.338779133681712	0.0824280933530091	-0.256351040328703
0.622013404250828	0.332053210195975	0.386967759624676	0.041033201669074	-0.345934557955602
0.4644906836007	0.448178584946568	0.616330709938815	0.143764225667848	-0.472566484270967
0.474161031452312	0.412922606417124	0.365748978641581	0.0949508828551853	-0.270798095786396
0.484134689476405	0.364563028486151	0.404365580607366	0.0744443048654973	-0.329921275741869
0.406192443450864	0.293219522868441	0.410402333426672	0.0842259858558289	-0.326176347570843
0.431673433897665	0.417285284402551	0.481153094265713	0.132918607049961	-0.348234487215751
0.435906408808703	0.349200784207343	0.578256834263428	0.141741399872728	-0.4365154343907
0.482186160281811	0.340862295531767	0.463957806884237	0.0800853490577622	-0.383872457826475
0.35047244626973	0.266306997114667	0.450195550687902	0.0836911449381676	-0.366504405749734
0.456026497921207	0.372146486093877	0.411078775608758	0.0897987861896877	-0.32127998941907
0.498496156873473	0.464269745782252	0.368703749461164	0.100824843366765	-0.267878906094399
0.429520856533532	0.390596446221162	0.469670388365547	0.137664577767491	-0.332005810598055
0.549097979092012	0.414888154417559	0.458935834449754	0.0898922401924643	-0.36904359425729
0.393824641263865	0.345316961166427	0.336190937411826	0.0934834609900764	-0.24270747642175
0.363273053838869	0.338823730694131	0.432840580789488	0.147506587702587	-0.285333993086901
0.40823964259397	0.281085685979568	0.421260825303892	0.0716372605092617	-0.349623564794631
0.362557138031507	0.337554821647839	0.39535641686789	0.123221335901904	-0.272135080965985
0.350429342803703	0.285646693930762	0.408250401668753	0.0954795157091329	-0.31277088595962
0.38654895135973	0.409809080142107	0.468821021312595	0.180123468384985	-0.28869755292761
0.350262757682986	0.33231172773753	0.426564492835173	0.149466477705291	-0.277098015129882
0.384003525015585	0.374114961573521	0.460603493204345	0.162530327939409	-0.298073165264936
0.782976204893794	0.476345383562866	0.517983684916841	0.0564981591998985	-0.461485525716942
0.429921587824571	0.317679170452181	0.42763785839022	0.0877158101407331	-0.339922048249487
0.601550419709332	0.475289901228244	0.271673010477295	0.057683652427993	-0.213989358049302
0.437938487407643	0.543113561936462	0.350973545675491	0.166854239325577	-0.184119306349914
0.463057526076243	0.3544887782445	0.49810171486629	0.110714210792352	-0.387387504073938
0.570633711838618	0.39560077312554	0.367523319253551	0.0744113249476974	-0.293111994305854
0.471344825821115	0.449465251880307	0.504167203690353	0.144857068117881	-0.359310135572472
0.291484590419602	0.277162445951276	0.278041608887947	0.10433580464363	-0.173705804244317
0.349076385844539	0.378710850260182	0.328629981761808	0.161199044617125	-0.167430937144683
0.352169866054658	0.275365603572202	0.423838106044178	0.116019005502128	-0.307819100542051
0.637857495274072	0.350894378175235	0.306167313362339	0.0376094461628341	-0.268557867199505
0.518247310515415	0.363937960976364	0.408857281480034	0.0536217331191585	-0.355235548360876
0.458480056801202	0.366936059721422	0.344433985112679	0.0741285984571359	-0.270305386655543
0.595715418574304	0.424544493477955	0.466525849208692	0.0648680003991923	-0.4016578488095
0.425908958064217	0.47698841406216	0.492623525085882	0.183842411923126	-0.308781113162757
0.365895239883394	0.326068211358274	0.436113431006194	0.137457424646053	-0.298656006360141
0.523599875767326	0.387146082438082	0.371771529138599	0.0733759330912405	-0.298395596047359
0.592195918894034	0.773808928459156	0.48605633152856	0.321645877132942	-0.164410454395619
0.433339764031122	0.408804986174788	0.295232197681011	0.0860138002221217	-0.209218397458889
0.41790951774112	0.372620567642217	0.528077663948426	0.155140379182771	-0.372937284765655
0.425658940868453	0.355993432542308	0.32385053316737	0.0707927846852651	-0.253057748482105
0.5183700882234	0.361341807159329	0.443814065198077	0.0822866878412319	-0.361527377356845
0.614880193416137	0.405764697121425	0.431971863847771	0.0631979248470703	-0.3687739390007
0.624781515668878	0.447318989078012	0.328097817182146	0.0634222514050791	-0.264675565777067
0.492453529719684	0.386544548907463	0.544958969249247	0.101409727190562	-0.443549242058684
0.638426167714997	0.398841524007351	0.464959786668546	0.0654731387425386	-0.399486647926007
0.513830948050231	0.46533028554299	0.544148933071556	0.126093108621419	-0.418055824450138
0.421179212400409	0.33287828696651	0.234546411804383	0.0616027356777907	-0.172943676126592
0.539746120624576	0.342249090333233	0.503260395367419	0.0583649533806474	-0.444895441986772
0.34639660261548	0.291164389662683	0.387718135533337	0.0961405641114132	-0.291577571421924
0.359748207175915	0.331768144795019	0.422808190547482	0.120245189207383	-0.302563001340099
0.529668199950621	0.337871741564893	0.393083571618718	0.0675472285950444	-0.325536343023673
0.503836443891332	0.299212372243109	0.349344634254206	0.0487051265666237	-0.300639507687582
0.445307776366745	0.34306379650719	0.357470915775356	0.0719047889207619	-0.285566126854595
0.50884391058068	0.327768016331575	0.523446213188807	0.0737555569324421	-0.449690656256365
0.67850646384122	0.426773237088416	0.378321932931629	0.0492095132743629	-0.329112419657266
0.334359137556116	0.383458292121175	0.360191090554627	0.145121620226082	-0.215069470328545
0.472803191465967	0.373185204523428	0.441837458465318	0.0788563863011952	-0.362981072164123
0.50236130566053	0.476761457408595	0.603832337228195	0.15805366354178	-0.445778673686415
0.460086833679272	0.407461353342332	0.551333522374054	0.137021417946315	-0.41431210442774
0.391380053180398	0.292240356827649	0.428815700396346	0.0913283628380772	-0.337487337558269
0.342679472505684	0.396360140168329	0.334598880793557	0.173112647136157	-0.1614862336574
0.5275852124373	0.344214450205801	0.417158343587525	0.0550896176855895	-0.362068725901935
0.455251986664696	0.313172694391468	0.285588959479963	0.0461742550250289	-0.239414704454934
0.584060532421462	0.553924585832679	0.355745791257498	0.0946857239929944	-0.261060067264503
0.389236929323781	0.327649774255807	0.420850774510451	0.119050887907998	-0.301799886602454
0.420039594786873	0.340195226253511	0.47948357380304	0.132481383021045	-0.347002190781995
0.488550608495617	0.446721329261425	0.466594559314174	0.13069669255889	-0.335897866755284
0.453982331995129	0.397594097462309	0.441314082723752	0.112346292481548	-0.328967790242204
0.462943053530376	0.292960425937748	0.328487144577526	0.0488562097879034	-0.279630934789623
0.567516528937125	0.519493901836806	0.406199501875677	0.115107819224259	-0.291091682651418
0.42945382695097	0.406509183971378	0.528035352090369	0.139563528293832	-0.388471823796538
0.714851037671424	0.402981649174648	0.453218623797789	0.056603282473086	-0.396615341324703
0.435837006556497	0.258607565571908	0.364510317224136	0.0549305357033551	-0.309579781520781
0.582217382621851	0.752803723352685	0.495971217759493	0.32240169377275	-0.173569523986744
0.468916651913795	0.375528671048772	0.516147330898754	0.108527373736906	-0.407619957161847
0.52092728559492	0.305268455853413	0.410231074621023	0.0566791982667087	-0.353551876354315
0.583621869673265	0.402553873121354	0.406204166113235	0.0736988434676087	-0.332505322645627
0.426030950138804	0.315134010398608	0.361963134362904	0.0756698988293922	-0.286293235533512
0.54210649647442	0.363638583386218	0.526602714433551	0.0870687710633565	-0.439533943370194
0.541082605889998	0.362576228785418	0.494019073613403	0.0823635758610552	-0.411655497752348
0.596424577729177	0.532113948958943	0.430618977366973	0.136233349256673	-0.2943856281103
0.369138984006783	0.341887019164595	0.462742872421341	0.134833724096926	-0.327909148324415
0.361349041988196	0.284379018793194	0.433871380690419	0.106473850252276	-0.327397530438143
