Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gcrop_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_gcrop_R	Univariate_LR_delta_R2_gcrop_R
0.151037596253434	0.124007917905887	0.388325426211782	0.402803292512129	0.0144778663003476
0.142351138918963	0.11228946661415	0.436539917974483	0.430012984473843	-0.00652693350063932
0.15061894103494	0.122163923315161	0.331484844169957	0.325846844895677	-0.00563799927428038
0.149109501396845	0.12360134213022	0.391100929521009	0.401317649744215	0.0102167202232055
0.138266030192787	0.116159424968698	0.356658123281561	0.366728202300397	0.0100700790188358
0.134413272461843	0.109546587013109	0.330923808029505	0.33884741944843	0.00792361141892495
0.155307271787103	0.122948429533235	0.310004758301913	0.309468456854075	-0.000536301447838061
0.119355114818103	0.0959199785311561	0.400810233416745	0.385048002312564	-0.0157622311041809
0.174478796573689	0.137630197750902	0.381230953168027	0.379611412097218	-0.00161954107080836
0.141288382665203	0.112234755055658	0.460137053713518	0.473568775074968	0.0134317213614506
0.124977933278092	0.101232832328416	0.312145938476485	0.312704247382334	0.000558308905849347
0.185951839082199	0.147867110427483	0.451731478046589	0.4573746350181	0.00564315697151091
0.168564799701209	0.134185387106822	0.377600859698911	0.382983175160482	0.0053823154615712
0.14135447652732	0.112359918345487	0.413702606823832	0.408829785694762	-0.00487282112907012
0.134935570076318	0.110937800923172	0.419738184440104	0.418542107817721	-0.00119607662238302
0.130515677604834	0.105512859822988	0.397665040346926	0.396178605463967	-0.00148643488295874
0.118385804491202	0.0952859498637763	0.339165400049451	0.328828631534367	-0.0103367685150835
0.127284746478565	0.0996819362458808	0.476114711898614	0.451889810949336	-0.0242249009492775
0.131660802094227	0.110250463701117	0.384057067358761	0.397348648657992	0.0132915812992302
0.111963322227191	0.0890746223929703	0.3062869797441	0.29020818838374	-0.0160787913603607
0.149408681848003	0.120353968508851	0.447118584520673	0.451959783045741	0.00484119852506759
0.13640914292868	0.112736496965045	0.456014578378146	0.47340821271912	0.0173936343409736
0.143259365536412	0.112693035322949	0.33308702249657	0.324270579100783	-0.00881644339578741
0.0889051014579	0.0712387213583422	0.266434951177938	0.26716253006817	0.000727578890232672
0.131796710628302	0.104851637463361	0.412682574149289	0.396686174379951	-0.015996399769338
0.115786231625102	0.0939828820660897	0.410285761144215	0.408386633829167	-0.00189912731504832
0.163143613161208	0.131210617496267	0.473531814679412	0.482529837570717	0.00899802289130502
0.13198902519245	0.10205226471487	0.313350476519462	0.30000199320372	-0.0133484833157417
0.164516550807871	0.135458935907722	0.398229545449678	0.405558653961808	0.00732910851213003
0.128529485068277	0.105222403452732	0.308367486609988	0.318029273848443	0.00966178723845451
0.116678355444994	0.0928961240672557	0.24522814058283	0.241850817171367	-0.0033773234114626
0.138825719796921	0.112562532062367	0.389492704390551	0.398385907409358	0.00889320301880714
0.147276902921486	0.118723597746463	0.431945154610262	0.424746286277322	-0.00719886833293942
0.130123660943006	0.10532765321896	0.377802715056061	0.370452760729562	-0.00734995432649899
0.128381053985146	0.10314663931976	0.418256084433854	0.425670064897406	0.00741398046355257
0.129341129764886	0.102576646014929	0.443109278248909	0.455510282040592	0.0124010037916835
0.140733327238492	0.115416363555627	0.556004129907417	0.542720492032738	-0.0132836378746797
0.129607834256173	0.10566811819353	0.409368574888041	0.41946196719003	0.0100933923019896
0.137703504654396	0.109171078101591	0.410167750547781	0.404622699251311	-0.00554505129647004
0.104801394527245	0.0838379172502632	0.287285254424253	0.283854220896355	-0.00343103352789775
0.167174317588601	0.136172662812502	0.341025919299594	0.358572600297661	0.0175466809980669
0.12730027966483	0.104843675022745	0.334713137238643	0.348797966006732	0.0140848287680891
0.1081132237092	0.0873609585282492	0.340713748996775	0.349053935538633	0.00834018654185803
0.109772319157903	0.0889930897441339	0.344956972434441	0.346929483303875	0.00197251086943362
0.10200738123783	0.0822825980311537	0.303232283563617	0.288860046242396	-0.0143722373212209
0.115063078355839	0.0934153153291347	0.325618866620299	0.337209749921391	0.0115908833010927
0.16098771583314	0.125042255371331	0.3925870828435	0.394165544352828	0.00157846150932844
0.168508375632228	0.136726835258263	0.369860938295555	0.395411121914407	0.0255501836188521
0.115524921683664	0.0908155629201479	0.283221313477317	0.283151317123518	-0.0000699963537988957
0.113222392683958	0.0902285602600072	0.363338257183709	0.352291360930911	-0.0110468962527976
0.160074317167777	0.12549027416485	0.446458916200413	0.437992243701336	-0.00846667249907662
0.134538909177353	0.109964285998859	0.398434881653583	0.405476329346762	0.00704144769317933
0.154685758255744	0.126619284675444	0.407572357341492	0.40825395382422	0.000681596482727087
0.131499871809474	0.106133526513415	0.350865285964987	0.352763649647626	0.00189836368263957
0.179245833509231	0.142383171569257	0.523698251731677	0.528633298560759	0.00493504682908197
0.1416152926257	0.111143353730344	0.408746925156795	0.411620898178088	0.00287397302129372
0.115175501740913	0.0952583507305263	0.438280052686114	0.429937373210196	-0.00834267947591749
0.117677233389475	0.0962694973698308	0.404352475520988	0.408742897189577	0.00439042166858911
0.0871678636773959	0.069291423620481	0.256518043789323	0.245200209205244	-0.0113178345840794
0.132578063690766	0.105608835804546	0.393876286843974	0.386740355967944	-0.00713593087602982
0.148361908571459	0.118943152631613	0.442696501892419	0.435476831146196	-0.00721967074622326
0.133059345339793	0.103620289669175	0.381137641209691	0.366928364349481	-0.0142092768602102
0.115280887922619	0.0960422977567344	0.351437997110314	0.360936328490051	0.00949833137973705
0.183696425724865	0.144801276379415	0.499796538519041	0.49593733066935	-0.00385920784969151
0.16586862579374	0.133022507625109	0.430358054294178	0.442826891524142	0.012468837229964
0.113283955565216	0.0940413202207036	0.410592867716501	0.416335463213819	0.00574259549731787
0.15224562042628	0.122539559035365	0.345274607851177	0.329146806481042	-0.0161278013701348
0.137794486054924	0.108926674533927	0.352482759955608	0.347777594798733	-0.00470516515687408
0.123095216636265	0.0976261702598546	0.331659504291989	0.327835076557676	-0.00382442773431346
0.133637220100116	0.107240182512174	0.332481498990924	0.330537491466967	-0.00194400752395762
0.122242128033875	0.0967924507200747	0.318689215192691	0.318305950172225	-0.000383265020466095
0.120496163244956	0.0963518523551705	0.335753214759489	0.318830223069819	-0.0169229916896699
0.13722257444532	0.111383210601857	0.452798218821597	0.436596564326231	-0.016201654495366
0.178711881713771	0.143856414393809	0.475542436232579	0.48363077916976	0.00808834293718058
0.123322246070839	0.103465842225039	0.346661925621143	0.370451837340825	0.023789911719682
0.124279681786005	0.104379157275766	0.406775454353056	0.426649216258549	0.0198737619054928
0.135830654159284	0.111350672720945	0.425985651287653	0.402586131815572	-0.0233995194720807
0.131345193517456	0.107478757400136	0.52595737351059	0.513334741788059	-0.0126226317225308
0.112318909188853	0.0916168546588882	0.330360925357459	0.32806197613476	-0.00229894922269913
0.121992474558882	0.0960525212506483	0.381669225304199	0.377030513445463	-0.00463871185873593
0.138838712084905	0.109456122093856	0.397113191528455	0.394452766424863	-0.0026604251035916
0.13149849526972	0.102829272108918	0.33125081696619	0.319686233297889	-0.0115645836683009
0.110580113107625	0.0883572355657199	0.327437118781315	0.314556496831697	-0.0128806219496181
0.125707223790639	0.0998807975543674	0.410386671888949	0.400031701124891	-0.0103549707640588
0.139297485914638	0.11436457037594	0.442613717073891	0.451109026772162	0.008495309698271
0.128207177271483	0.10348806248557	0.386081536053489	0.381786752148296	-0.00429478390519245
0.138352393681899	0.110831669534128	0.437551084124623	0.4417700404871	0.00421895636247643
0.156306206832949	0.124404301352064	0.496619678050381	0.485904602036579	-0.0107150760138021
0.152830980422082	0.122101913788031	0.493925520665032	0.494983230397443	0.00105770973241176
0.117340594295432	0.0934361673364438	0.413595109744601	0.400621364973419	-0.0129737447711822
0.134922878221597	0.110493435476695	0.408494849188798	0.411129780125262	0.00263493093646389
0.11333203008771	0.0893534325891287	0.42794490438022	0.408176619483907	-0.0197682848963128
0.133849213473766	0.108131592086438	0.372434416577617	0.35640790048068	-0.0160265160969371
0.129178672334723	0.107842042783883	0.4537475173009	0.444506170229023	-0.0092413470718764
0.130917784590757	0.107040465752276	0.338579693797105	0.355932093546108	0.0173523997490031
0.126325944070198	0.101570692183267	0.409724282244662	0.393222237805538	-0.0165020444391246
0.14417257915046	0.117308988419666	0.332801844040762	0.337162146694599	0.00436030265383647
0.139695654442077	0.112672637534482	0.375935626385541	0.375794209351922	-0.000141417033618751
0.136832968951474	0.111409339245591	0.410132866658084	0.417180197310575	0.0070473306524913
0.142736534443259	0.115200052983495	0.438231626330301	0.437186820999188	-0.00104480533111356
