Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_flood_veg_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_flood_veg_C	Univariate_LR_delta_R2_flood_veg_C
0.509348634063282	0.564231255584235	0.501592752472326	0.544341445123337	0.0427486926510108
0.161277939848129	0.152439917194219	0.128795083744666	0.106009141438472	-0.0227859423061948
0.315069315823578	0.367280180866136	0.171460156214606	0.196448537006543	0.0249883807919362
0.181228010384823	0.211527078400242	0.194462916269028	0.21998012335697	0.0255172070879414
0.0807262044704342	0.110530029283749	0.0155085973033488	0.0243635467663303	0.00885494946298149
0.264527871520785	0.281544425573698	0.335467567228521	0.33067822086225	-0.00478934636627165
0.351783052979205	0.362085133925945	0.392980579391446	0.384035042309374	-0.00894553708207124
0.266439706225198	0.319371498250015	0.307177978213235	0.332191571751629	0.0250135935383937
0.200535996575834	0.201199015275005	0.129583487887477	0.124417790955714	-0.0051656969317629
0.285993986073786	0.321093589621821	0.414382956180605	0.418481396850484	0.00409844066987847
0.389843653990515	0.392049323209777	0.233513714640596	0.207340630157935	-0.0261730844826607
0.28978942822516	0.332639287663983	0.0860889049763043	0.0937659968089239	0.00767709183261962
0.203299055438912	0.222159653883326	0.160772201373582	0.176525737612506	0.0157535362389239
0.246282500717424	0.250634758555918	0.213465450274872	0.215032779206816	0.00156732893194442
0.228643762567207	0.245401567565782	0.156573133785999	0.154609626519807	-0.00196350726619252
0.0951818943085608	0.087121221534391	0.0173173966451589	0.0133514371393219	-0.00396595950583706
0.325869211709431	0.350845095774776	0.477480433085215	0.477564030363132	8.35972779164584e-05
0.329931354673836	0.364796212025651	0.263121542323268	0.260030352848213	-0.00309118947505493
0.357355679266791	0.373521363225881	0.72968425213064	0.725175910043133	-0.00450834208750683
0.0595397877392208	0.0637971146420068	0.0182528021468278	0.0176147772741657	-0.000638024872662124
0.258026002031862	0.280724612378537	0.144083455553165	0.129137323683053	-0.0149461318701122
0.287675192226792	0.302736164640896	0.570973876532829	0.549988787614434	-0.0209850889183951
0.458449070804559	0.505101477136129	0.548233437375058	0.582054170071103	0.033820732696045
0.216714014042273	0.244418022228651	0.159776713300561	0.182009766256126	0.0222330529555656
0.543467409014854	0.62775407352925	0.353862621749971	0.379870349213675	0.0260077274637038
0.532350643706609	0.568556260555646	0.474401068708889	0.486498982745666	0.0120979140367778
0.0956356568589826	0.128387601607554	0.0352525975724388	0.0504187847916369	0.015166187219198
0.410587611235948	0.497957168682038	0.460330754989065	0.525826354108495	0.0654955991194295
0.45643201535401	0.474101106470238	0.347806990861149	0.352864859413887	0.00505786855273788
0.2267030072019	0.254967235919134	0.152422384347048	0.160658989126999	0.00823660477995125
0.272262424192691	0.322919694842162	0.179146411499781	0.207689711875085	0.0285433003753043
0.169519492866542	0.204686750975322	0.0629110608516909	0.0712436747734422	0.00833261392175129
0.205512425829247	0.213176505021427	0.0271402170780602	0.0252315403727	-0.00190867670536021
0.411730807170089	0.457130396938545	0.573260957959234	0.602241935353404	0.0289809773941695
0.742662107165122	0.747723521114757	0.632117567918354	0.633292808228081	0.00117524030972638
0.253939159458204	0.27631772171035	0.0630191665679134	0.0675334216301439	0.00451425506223059
0.205016294734511	0.217596713599635	0.112754797957632	0.115371325367208	0.00261652740957627
0.288165709335759	0.310663715840373	0.179372333072955	0.188978278555034	0.00960594548207927
0.318677493092491	0.35951499221375	0.345777667103719	0.355653677608127	0.00987601050440823
0.337823212762906	0.362584875920981	0.194656666488565	0.203111284498453	0.00845461800988814
0.512546259455603	0.50260547316804	0.236034445797476	0.207049064942896	-0.0289853808545802
0.465287785152358	0.489124673856807	0.474044921078902	0.471727557523982	-0.00231736355492002
0.179382993457596	0.16294141039751	0.0586173811693954	0.0426760769048795	-0.0159413042645159
0.527047809155911	0.602274508823986	0.366630750289874	0.390382007950667	0.0237512576607931
0.257420569318673	0.269214058605778	0.297651367200353	0.302590281747916	0.00493891454756351
0.288293723783326	0.329411657689064	0.0828206745148953	0.0921172140935545	0.0092965395786592
0.28465415537388	0.285189409964026	0.11248343066316	0.0961429023435429	-0.0163405283196167
0.125700427714017	0.123167375290621	0.065873302570368	0.0537207309625207	-0.0121525716078473
0.292531297135728	0.348837232874751	0.389610179216604	0.416322703418329	0.0267125242017249
0.459422156617499	0.482716931532595	0.43399152296117	0.468326557164757	0.0343350342035876
0.250925461615483	0.277102962318727	0.274639844389712	0.279914510520109	0.00527466613039629
0.218539362889769	0.217601191815797	0.11329977928515	0.093273756737599	-0.0200260225475514
0.379183007871704	0.448892385543102	0.45503270320628	0.495601576220171	0.0405688730138913
0.312295425742977	0.381212982247495	0.278578059648626	0.305060816814595	0.0264827571659688
0.187279851952955	0.20702780396839	0.248456006330683	0.267315464447883	0.0188594581172001
0.386742593527444	0.420355206105063	0.559847042504585	0.574833088027172	0.0149860455225873
0.0816354334142884	0.0715038347034195	0.0372522299117817	0.0245222775944284	-0.0127299523173533
0.205162809255206	0.221766203345386	0.127003939374187	0.131074935470233	0.00407099609604611
0.534877697540481	0.567458180499417	0.475234948018741	0.464673584506765	-0.0105613635119754
0.524443344329959	0.563371737221598	0.315890628503158	0.327954595281919	0.0120639667787607
0.182624165442694	0.217431010467188	0.293236689272095	0.306621064757316	0.0133843754852205
0.46536389790376	0.509071007562832	0.704730259953136	0.727056903391046	0.0223266434379105
0.21080898835795	0.218788268440752	0.117591289382853	0.118150032463691	0.000558743080838406
0.351155648161095	0.402613764565367	0.286401072327671	0.320803499072469	0.0344024267447983
0.327571675694138	0.334850010259193	0.533307636713373	0.525365882183656	-0.00794175452971702
0.233200568765292	0.226216267467282	0.133963699615823	0.122474790005166	-0.0114889096106567
0.482422767048615	0.507915907370798	0.534947914747182	0.555506478146826	0.0205585633996441
0.116453351562414	0.133677835173618	0.0207045032528459	0.0252001616745903	0.00449565842174434
0.315935447005173	0.346858903107421	0.169484117342249	0.17813746719386	0.00865334985161104
0.512148254079097	0.521701624556963	0.117654359147752	0.102917002624113	-0.0147373565236387
0.38496430993838	0.458370631690318	0.158953400262828	0.197147772757628	0.0381943724947996
0.0745262257121674	0.10058892212758	0.0336399952140643	0.0498888987870364	0.0162489035729721
0.208847155635344	0.230848931781958	0.450123714677371	0.477272931509497	0.0271492168321261
0.091711883034598	0.105353373597937	0.0182531492605099	0.0213324035600357	0.0030792542995258
0.266412811878833	0.280146941285659	0.148019450137879	0.157902798880023	0.00988334874214367
0.150080250375363	0.166963543984853	0.0932652839737941	0.10488426023148	0.0116189762576855
0.797757940743428	0.796291249056109	0.585990322100777	0.557762039676496	-0.0282282824242808
0.179726118098721	0.194499538720181	0.162659229382207	0.161635817206591	-0.0010234121756158
0.139250232655665	0.149363712203257	0.129568073407926	0.124296500607825	-0.00527157280010014
0.349366857097869	0.378221580595235	0.43853509312949	0.441054212690642	0.00251911956115164
0.548151276506386	0.602589786510268	0.308077163963569	0.324249044724899	0.0161718807613295
0.205476477101373	0.22120777245273	0.0815720134127531	0.0829381188353096	0.00136610542255643
0.284496549234635	0.349616094609143	0.144164848573463	0.175412930494419	0.0312480819209556
0.444600130039371	0.508714907670735	0.105055517649688	0.120505899963618	0.0154503823139306
0.297562065011571	0.305188627773901	0.270657402677992	0.281229054850627	0.0105716521726351
0.185649911898132	0.194318062186724	0.227488978116421	0.224321388075071	-0.00316759004134975
0.0695383293671997	0.077076229627001	0.0108048581581946	0.0123011294631602	0.00149627130496558
0.272103874215064	0.31608977298397	0.245951519491312	0.274211201803881	0.0282596823125699
0.179020812311324	0.212857334543167	0.0687441199386095	0.0832520562931219	0.0145079363545124
0.292483304093323	0.326118825279855	0.310364118465681	0.339048527024285	0.0286844085586045
0.0723397597188497	0.0794066393434186	0.023930926219807	0.0265666101427648	0.00263568392295777
0.452441005660505	0.502530688633208	0.11312837263029	0.125618642600794	0.0124902699705036
