time	diffusion_coefficient	number_of_branches
1981.1359709183	74.1028599215461	0
1981.54369090494	47.2564281423848	0
1981.95141089158	79.0447780952827	0
1982.35913087822	140.498144334343	0
1982.76685086486	129.232092758521	0
1983.1745708515	5.91188510265981	0
1983.58229083814	219.53171027045	0
1983.99001082478	453.706829890136	0
1984.39773081142	83.3885434490554	0
1984.80545079807	137.044827811526	0
1985.21317078471	234.337345391257	0
1985.62089077135	195.758322336464	0
1986.02861075799	485.215252661076	0
1986.43633074463	1.50445469171444	0
1986.84405073127	12.8495569514093	0
1987.25177071791	24.1998384727623	0
1987.65949070455	645.729859153219	0
1988.06721069119	1027.23294479577	0
1988.47493067783	515.07088344499	0
1988.88265066447	354.021002358078	0
1989.29037065111	231.377809986661	0
1989.69809063775	92.0085453100271	0
1990.10581062439	151.365321967753	0
1990.51353061103	249.605794128083	0
1990.92125059767	326.067439953454	0
1991.32897058432	482.729102343427	0
1991.73669057096	706.317595199493	0
1992.1444105576	340.553517499248	0
1992.55213054424	344.509017894704	0
1992.95985053088	432.155185880971	0
1993.36757051752	283.772585022434	0
1993.77529050416	716.551240377906	0
1994.1830104908	843.989506169715	0
1994.59073047744	1045.77695064338	0
1994.99845046408	1155.89159213879	0
1995.40617045072	1104.28299172123	0
1995.81389043736	908.514868839394	0
1996.221610424	1201.88649512539	0
1996.62933041064	1369.09019730099	0
1997.03705039728	1775.30738597512	0
1997.44477038392	1537.87971334367	2.5
1997.85249037056	1411.19286389963	0
1998.26021035721	1954.00545908699	0
1998.66793034385	1459.81463773581	3
1999.07565033049	1417.62734939291	1.5
1999.48337031713	1639.57829086608	3
1999.89109030377	1550.36370962817	3
2000.29881029041	1503.0130895302	3
2000.70653027705	1286.18825483599	3
2001.11425026369	1316.25663220402	3
2001.52197025033	1967.82723856962	0
2001.92969023697	1699.17165116679	0
2002.33741022361	1746.82145008414	3
2002.74513021025	1629.59245134458	3
2003.15285019689	1754.95917700755	3
2003.56057018353	1827.40073028624	3
2003.96829017017	1394.9035757528	2
2004.37601015681	1476.52185648563	2
2004.78373014345	866.102865861051	2
2005.1914501301	1000.92640131189	1.5
2005.59917011674	2121.03772417909	3
2006.00689010338	2850.08915669443	3
2006.41461009002	2942.53651844074	6
2006.82233007666	3240.70721419455	6
2007.2300500633	3510.14086598143	6
2007.63777004994	3289.07653857209	5
2008.04549003658	3667.38133110568	6
2008.45321002322	6006.29750598475	6
2008.86093000986	8367.45171433782	9
2009.2686499965	10699.5078687314	11
2009.67636998314	14769.7506132585	17
2010.08408996978	18936.353918114	21
2010.49180995642	22027.9808640087	22
2010.89952994306	18103.0657828893	23
2011.3072499297	17068.19229751	23.5
2011.71496991635	16009.8130807797	21
2012.12268990299	13177.0722054813	18
2012.53040988963	16813.4533189358	19
2012.93812987627	14077.417513144	19
2013.34584986291	12549.8280482676	17
2013.75356984955	13749.1504172489	18
2014.16128983619	14351.7430629077	20
2014.56900982283	18638.9829458576	23
2014.97672980947	26401.3086884208	31
2015.38444979611	35284.0512365079	40
2015.79216978275	39355.0434410037	44
2016.19988976939	41562.5863402178	42
2016.60760975603	43837.8182278318	42
2017.01532974267	33181.7030897504	41
2017.42304972931	25263.3574418971	30
2017.83076971595	22238.2004788181	27.5
2018.23848970259	22224.2311727254	20
2018.64620968924	14651.3039586576	19
2019.05392967588	3736.48409634027	13
2019.46164966252	6722.53963539888	2
2019.86936964916	2351.19049821651	2
2020.2770896358	433.132153882151	0
2020.68480962244	NA	0
2021.09252960908	NA	0
2021.50024959572	240.220299681195	1
