Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_lake_river_reservoir_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_lake_river_reservoir_C	Univariate_LR_delta_R2_lake_river_reservoir_C
0.222819522244156	0.231328154955134	0.225790609005007	0.230655444770269	0.00486483576526153
0.30323869358435	0.31235010733201	0.251825580364646	0.256120107419626	0.00429452705498079
0.205667273279815	0.211069470319763	0.348586858615999	0.349950317457328	0.00136345884132871
0.198107318385253	0.201538726288962	0.343317142018877	0.342237714433455	-0.00107942758542212
0.266017256220056	0.274059088637092	0.373164257482372	0.380854233531005	0.00768997604863314
0.223004802734047	0.227215920026458	0.452085105192932	0.446005895904733	-0.00607920928819822
0.325693178625149	0.332786771100717	0.469895501528423	0.473983617792493	0.00408811626406963
0.312788566151232	0.320245325812202	0.400137607691373	0.407671208328513	0.00753360063713976
0.263360018296483	0.269959465147561	0.388001255005143	0.388389801123812	0.000388546118669453
0.253337589858094	0.259908977504832	0.305782178200249	0.307352038857705	0.0015698606574559
0.276411448712494	0.28410602824023	0.300161468778702	0.305722921708296	0.00556145292959404
0.163793104152798	0.168764514146515	0.340544575615153	0.345655445567367	0.00511086995221416
0.21068708672015	0.217560229894576	0.382997249662793	0.384119157691672	0.00112190802887935
0.205096837255184	0.211934458520889	0.161117493075028	0.16237632760644	0.0012588345314114
0.201199870827006	0.204021433815134	0.394514784874963	0.393702703963655	-0.000812080911308577
0.260538936296584	0.267828667872064	0.353927097924863	0.363060923973831	0.00913382604896862
0.190867574689895	0.195852443310998	0.333128451153511	0.3360148897282	0.0028864385746889
0.180410147012328	0.186617226138282	0.219906921992264	0.226223027077733	0.0063161050854689
0.255426355962294	0.260717874468834	0.298627472054518	0.298482954142289	-0.000144517912228637
0.197287392065138	0.2053899390567	0.225581198976633	0.232659490139137	0.00707829116250377
0.201639024924044	0.204572518668556	0.338053924833599	0.335128553777784	-0.00292537105581436
0.180680129653145	0.182489472438086	0.222518713436317	0.220816614138203	-0.00170209929811463
0.246080598351616	0.250729028847293	0.472562044388236	0.471098975949604	-0.00146306843863253
0.200178833629194	0.20747697065385	0.235506045078312	0.241016579542046	0.00551053446373317
0.269880938946026	0.280629006173994	0.383265300094942	0.394878649077705	0.0116133489827625
0.180139242829934	0.184719142584061	0.171586484100425	0.171105935022212	-0.000480549078212933
0.243953345727508	0.249653446002881	0.291358036734729	0.294398715779017	0.0030406790442879
0.247983374684704	0.256231951102621	0.271182892971096	0.278100056628053	0.00691716365695633
0.25902912312164	0.265162665794849	0.385862743673191	0.386251361229256	0.000388617556065118
0.258190676386045	0.263995244063568	0.303776104195299	0.306404596460659	0.00262849226536044
0.209824007476643	0.214868704884967	0.279499323142856	0.276338291517707	-0.00316103162514908
0.211241343695487	0.217382550201226	0.383919859059414	0.39113890934659	0.00721905028717612
0.244995465934506	0.249286430456503	0.342221800463975	0.33513918403898	-0.00708261642499519
0.212406899088952	0.218911081216426	0.324653368016391	0.330779745200251	0.00612637718386055
0.296152762230786	0.30600365899442	0.412730472893574	0.421882241665228	0.00915176877165486
0.206031280547657	0.209092681105985	0.286827253460397	0.284324271426578	-0.00250298203381955
0.192919142990522	0.196754320115619	0.340349651115775	0.345070667469439	0.00472101635366345
0.217268529894743	0.223881201117409	0.368799706554374	0.375060049444372	0.00626034288999777
0.268961936374793	0.276083512201553	0.364476340200711	0.361631014899466	-0.00284532530124509
0.202543594000953	0.209900718201417	0.236151733613559	0.241995635862062	0.0058439022485032
0.232028090770477	0.23772512059339	0.24092683226158	0.24434014473521	0.00341331247362978
0.256829553013413	0.26611119414715	0.279460861486918	0.288539809798147	0.00907894831122874
0.211465873314549	0.214201441649107	0.307188606072213	0.302367305438736	-0.00482130063347708
0.193986060572579	0.200622275880627	0.233934824560764	0.238038170857498	0.0041033462967339
0.217372388602555	0.220733416185349	0.315237320301329	0.309644088645846	-0.00559323165548281
0.179934712193924	0.181872677433423	0.224288964474718	0.218929904957419	-0.00535905951729884
0.166129126384747	0.167479468246343	0.177367080306322	0.175096800124333	-0.0022702801819893
0.183414410032738	0.191148786958744	0.357109990525493	0.36848439449598	0.0113744039704867
0.214642925419474	0.226060719050655	0.284415416435326	0.29850605397936	0.0140906375440335
0.235765476889799	0.243241254753137	0.538974373576413	0.541466220024148	0.00249184644773459
0.209944538291596	0.213745880439761	0.406956290819143	0.40808549791034	0.00112920709119685
0.233337623005543	0.238824837211609	0.333720817413073	0.335680717906537	0.00195990049346401
0.281084677191373	0.288024117196352	0.46488923643515	0.463260387110824	-0.00162884932432583
0.37487579716325	0.384729583013939	0.429879352186057	0.433463065490085	0.00358371330402762
0.263748099475411	0.270305888504117	0.339247272064378	0.339051048086862	-0.000196223977516674
0.220981228671124	0.225160778623821	0.216842294720352	0.219074931117579	0.0022326363972266
0.22024732656777	0.227753949352574	0.331950054504101	0.33752483816152	0.00557478365741859
0.239251232648356	0.245251323678976	0.373276718942098	0.374890934043987	0.00161421510188908
0.229548574240751	0.239071634519726	0.379035292163742	0.389323057759679	0.010287765595937
0.268206167264813	0.273389929847548	0.381251202024942	0.377917619072665	-0.0033335829522777
0.2848875578817	0.293608064264958	0.291753496388956	0.294098992536181	0.00234549614722468
0.167877490337337	0.17299939531256	0.285655277571106	0.287665389413907	0.0020101118428012
0.320386189329167	0.326083310698295	0.31513640709585	0.308125630335862	-0.00701077675998829
0.187798072898109	0.194217092021815	0.35037866682321	0.355790396406921	0.00541172958371089
0.240182755564461	0.247972236982388	0.405881069958382	0.416540488232224	0.0106594182738423
0.237115674083162	0.241600074731999	0.374696809338991	0.370590539910113	-0.00410626942887804
0.146454929562371	0.151459613280602	0.197883217055999	0.202533623141889	0.00465040608588999
0.204459721141792	0.208620728405823	0.264640227175977	0.265795974950458	0.00115574777448169
0.176855149231057	0.182226819902772	0.176388633541358	0.179056588137542	0.00266795459618374
0.177930168023543	0.182700904283787	0.217822114114552	0.217914922900424	9.28087858717008e-05
0.184740446488914	0.192837052835324	0.290424205338617	0.296783586652281	0.00635938131366448
0.218383892309887	0.221568116308799	0.36905611801325	0.372005669955918	0.00294955194266844
0.331058115474386	0.33873968097116	0.305403533804577	0.303494227694326	-0.00190930611025131
0.226509123719329	0.231988453321692	0.296148230478894	0.295429731195064	-0.000718499283829721
0.256569911503551	0.262387889077975	0.400870862865342	0.400401469987164	-0.000469392878177877
0.215572864145086	0.218355025914521	0.375663066856621	0.369558169306552	-0.00610489755006943
0.265001766795531	0.272281145282788	0.416688327579464	0.421128697820179	0.00444037024071503
0.212695326546727	0.216540070717195	0.30772664342743	0.303365094950517	-0.00436154847691284
0.223156575126236	0.22901969478163	0.510665076616354	0.50998471726833	-0.000680359348024129
0.217057209772791	0.22494211326452	0.335122734599639	0.338452625105247	0.00332989050560711
0.218660779852592	0.22406789554871	0.322847896914338	0.329657810550764	0.00680991363642586
0.275818064093814	0.284206701606487	0.240004119704913	0.242226514347123	0.00222239464221
0.244070408196603	0.245183020255484	0.279615339155121	0.272350595318775	-0.00726474383634645
