Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gflvu_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_gflvu_C	Univariate_LR_delta_R2_gflvu_C
0.500384782454601	0.500384782454601	0.529724608852601	0.529724608852601	0
0.598734101977677	0.598734101977677	0.310465847319546	0.310465847319546	0
0.397733803848193	0.397733803848193	0.362807603232674	0.362807603232674	0
0.379702274638744	0.379702274638744	0.39258871916929	0.39258871916929	0
0.475676014185618	0.475676014185618	0.475778044516905	0.475778044516905	0
0.481567273429568	0.481567273429568	0.362777139823593	0.362777139823593	0
0.426731519872568	0.426731519872568	0.456431413562904	0.456431413562904	0
0.402994589428909	0.402994589428909	0.375760211549618	0.375760211549618	0
0.556105674539595	0.556105674539595	0.543590561639994	0.543590561639994	0
0.485652799017552	0.485652799017552	0.532394677901439	0.532394677901439	0
0.389239481185579	0.389239481185579	0.420633095893462	0.420633095893462	0
0.406869850896763	0.406869850896763	0.523663905674913	0.523663905674913	0
0.724099687231873	0.724099687231873	0.439337421967761	0.439337421967761	0
0.69184430446921	0.69184430446921	0.441242287796801	0.441242287796801	0
0.406754153301763	0.406754153301763	0.338779133681712	0.338779133681712	0
0.622013404250828	0.622013404250828	0.386967759624676	0.386967759624676	0
0.4644906836007	0.4644906836007	0.616330709938815	0.616330709938815	0
0.474161031452312	0.474161031452312	0.365748978641581	0.365748978641581	0
0.484134689476405	0.484134689476405	0.404365580607366	0.404365580607366	0
0.406192443450864	0.406192443450864	0.410402333426672	0.410402333426672	0
0.431673433897665	0.431673433897665	0.481153094265713	0.481153094265713	0
0.435906408808703	0.435906408808703	0.578256834263428	0.578256834263428	0
0.482186160281811	0.482186160281811	0.463957806884237	0.463957806884237	0
0.35047244626973	0.35047244626973	0.450195550687902	0.450195550687902	0
0.456026497921207	0.456026497921207	0.411078775608758	0.411078775608758	0
0.498496156873473	0.498496156873473	0.368703749461164	0.368703749461164	0
0.429520856533532	0.429520856533532	0.469670388365547	0.469670388365547	0
0.549097979092012	0.549097979092012	0.458935834449754	0.458935834449754	0
