Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Flyway_Apod_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_Flyway_Apod_C	Univariate_LR_delta_R2_Flyway_Apod_C
0.284496549234635	0.229569561919375	0.144164848573463	0.0828030845350972	-0.0613617640383657
0.444600130039371	0.371415947233682	0.105055517649688	0.0613286486097991	-0.0437268690398887
0.297562065011571	0.263656398368602	0.270657402677992	0.197181573701406	-0.0734758289765862
0.185649911898132	0.179295803479979	0.227488978116421	0.156800954972501	-0.0706880231439199
0.0695383293671997	0.0163300675031442	0.0108048581581946	0.000497828386024603	-0.01030702977217
0.272103874215064	0.243436948520455	0.245951519491312	0.152142995176666	-0.0938085243146455
0.179020812311324	0.129081620260892	0.0687441199386095	0.0322220198826454	-0.0365221000559641
0.292483304093323	0.297744220018323	0.310364118465681	0.229178097159961	-0.0811860213057201
0.0723397597188497	0.0550848438974963	0.023930926219807	0.0105689870236224	-0.0133619391961846
0.452441005660505	0.420109977983897	0.11312837263029	0.0758637553108972	-0.037264617319393
0.200560304435114	0.199288619557869	0.208301946091325	0.166287453019814	-0.0420144930715103
0.256869819384707	0.21951758225328	0.11461938815483	0.0723771663151286	-0.042242221839701
0.207897321498185	0.163240431769481	0.13102481403694	0.0677442617932835	-0.0632805522436564
0.33624397018646	0.344309268339776	0.401306824480411	0.328211613363992	-0.0730952111164186
0.589060614184412	0.621447249028244	0.448338841216864	0.342963385371916	-0.105375455844948
0.146729605269791	0.109597768396651	0.0438009509916143	0.0207151628021637	-0.0230857881894507
0.291677921082665	0.233182689429025	0.217103056643822	0.122552768837568	-0.0945502878062547
0.257026795131185	0.216604659864326	0.155204793592837	0.0983965267010853	-0.0568082668917514
