Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Flyway_Apod_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_Flyway_Apod_C	Univariate_LR_delta_R2_Flyway_Apod_C
0.509348634063282	0.56012347983427	0.501592752472326	0.444853423147399	-0.0567393293249274
0.161277939848129	0.144382863707283	0.128795083744666	0.0914536906275141	-0.0373413931171522
0.315069315823578	0.298044447545916	0.171460156214606	0.114682821061867	-0.0567773351527396
0.181228010384823	0.175426428253114	0.194462916269028	0.159013454189887	-0.0354494620791417
0.0807262044704342	0.0541193195614362	0.0155085973033488	0.00561129226491857	-0.00989730503843023
0.264527871520785	0.265845756039765	0.335467567228521	0.253192742303968	-0.0822748249245536
0.351783052979205	0.383311463666354	0.392980579391446	0.288714259460467	-0.104266319930979
0.266439706225198	0.248287741608553	0.307177978213235	0.212765427491037	-0.0944125507221981
0.200535996575834	0.149274094062215	0.129583487887477	0.0569461949900786	-0.0726372928973981
0.285993986073786	0.268226912686192	0.414382956180605	0.30396843691407	-0.110414519266535
0.389843653990515	0.375520397257048	0.233513714640596	0.158376981379915	-0.0751367332606812
0.28978942822516	0.282487197219093	0.0860889049763043	0.064643183750284	-0.0214457212260202
0.203299055438912	0.182386033882397	0.160772201373582	0.112755017693921	-0.0480171836796607
0.246282500717424	0.20362465052885	0.213465450274872	0.126281376812695	-0.087184073462177
0.228643762567207	0.177808336806563	0.156573133785999	0.0827197623444153	-0.0738533714415841
0.0951818943085608	0.0576169864383155	0.0173173966451589	0.00543061936715842	-0.0118867772780005
0.325869211709431	0.31422883600322	0.477480433085215	0.280203194038235	-0.19727723904698
0.329931354673836	0.329440430090419	0.263121542323268	0.227995845345294	-0.0351256969779746
0.357355679266791	0.430125794614404	0.72968425213064	0.595053984922849	-0.134630267207791
0.0595397877392208	0.0457316420954153	0.0182528021468278	0.00995055574104401	-0.00830224640578381
0.258026002031862	0.230552671755819	0.144083455553165	0.102826418278315	-0.0412570372748503
0.287675192226792	0.309399284930354	0.570973876532829	0.400089788557911	-0.170884087974918
0.458449070804559	0.483128544390719	0.548233437375058	0.489901218449279	-0.0583322189257799
0.216714014042273	0.23279712872955	0.159776713300561	0.12739751728247	-0.032379196018091
0.543467409014854	0.527973591555111	0.353862621749971	0.263308863863649	-0.0905537578863221
0.532350643706609	0.545134729001597	0.474401068708889	0.339667541031407	-0.134733527677482
0.0956356568589826	0.0621322723410072	0.0352525975724388	0.0133117365347901	-0.0219408610376488
0.410587611235948	0.367673919740341	0.460330754989065	0.307916490111819	-0.152414264877246
0.45643201535401	0.54056316928975	0.347806990861149	0.30807824919793	-0.0397287416632189
0.2267030072019	0.210328199920211	0.152422384347048	0.09894207707078	-0.0534803072762679
0.272262424192691	0.253533874772212	0.179146411499781	0.134993399866173	-0.0441530116336081
0.169519492866542	0.137115956520638	0.0629110608516909	0.0382368922238416	-0.0246741686278493
0.205512425829247	0.146580855995975	0.0271402170780602	0.010643984992309	-0.0164962320857512
0.411730807170089	0.44869515128453	0.573260957959234	0.469121172342148	-0.104139785617087
0.742662107165122	0.827097241244743	0.632117567918354	0.616248024320557	-0.0158695435977972
0.253939159458204	0.230282631599551	0.0630191665679134	0.0382628568890211	-0.0247563096788922
0.205016294734511	0.18787705926547	0.112754797957632	0.079333110018551	-0.0334216879390808
0.288165709335759	0.278559994649284	0.179372333072955	0.130363651624069	-0.0490086814488855
0.318677493092491	0.31336995885125	0.345777667103719	0.268796290172743	-0.0769813769309761
0.337823212762906	0.346580345922689	0.194656666488565	0.160822133173868	-0.0338345333146961
0.512546259455603	0.425452823186242	0.236034445797476	0.121708623924114	-0.114325821873362
0.465287785152358	0.464981204039614	0.474044921078902	0.343279512443478	-0.130765408635425
0.179382993457596	0.0980337929731656	0.0586173811693954	0.014922132912414	-0.0436952482569814
0.527047809155911	0.518693856126852	0.366630750289874	0.26292234382991	-0.103708406459964
0.257420569318673	0.251993778432468	0.297651367200353	0.218036653682495	-0.0796147135178574
0.288293723783326	0.225215283402246	0.0828206745148953	0.0400352792978752	-0.04278539521702
0.28465415537388	0.242043595149618	0.11248343066316	0.062949989044952	-0.0495334416182075
0.125700427714017	0.0966896091929972	0.065873302570368	0.0269725854809108	-0.0389007170894572
0.292531297135728	0.251417981726513	0.389610179216604	0.227587823434218	-0.162022355782386
0.459422156617499	0.450570669781411	0.43399152296117	0.335146006236221	-0.0988455167249485
0.250925461615483	0.200242051282876	0.274639844389712	0.131883177886272	-0.14275666650344
0.218539362889769	0.17886394738535	0.11329977928515	0.0678755650632316	-0.0454242142219188
0.379183007871704	0.35175957935258	0.45503270320628	0.303634631394422	-0.151398071811858
0.312295425742977	0.297086360471348	0.278578059648626	0.222871487345996	-0.0557065723026299
0.187279851952955	0.161694591972898	0.248456006330683	0.151669849752828	-0.0967861565778557
0.386742593527444	0.397709279189356	0.559847042504585	0.429885972427749	-0.129961070076836
0.0816354334142884	0.0477150142634955	0.0372522299117817	0.0118118452651895	-0.0254403846465922
0.205162809255206	0.208487661992038	0.127003939374187	0.108904048666293	-0.0180998907078933
0.534877697540481	0.576608595899625	0.475234948018741	0.343316159920113	-0.131918788098628
0.524443344329959	0.52513639278542	0.315890628503158	0.222100761533992	-0.0937898669691658
0.182624165442694	0.16455794513649	0.293236689272095	0.199472459695079	-0.0937642295770164
0.46536389790376	0.502900066443862	0.704730259953136	0.626672536334316	-0.0780577236188204
0.21080898835795	0.184412453032718	0.117591289382853	0.0650744646693122	-0.0525168247135404
0.351155648161095	0.310610464748573	0.286401072327671	0.192800468598251	-0.0936006037294199
0.327571675694138	0.346878160870028	0.533307636713373	0.345896451232668	-0.187411185480704
0.233200568765292	0.188134607054471	0.133963699615823	0.0672137990723701	-0.0667499005434528
0.482422767048615	0.505169695376142	0.534947914747182	0.465463336708221	-0.0694845780389607
0.116453351562414	0.0720546979459265	0.0207045032528459	0.00661958053674875	-0.0140849227160972
0.315935447005173	0.254215529596942	0.169484117342249	0.0898525490180963	-0.0796315683241527
0.512148254079097	0.430073046661213	0.117654359147752	0.0675248986649106	-0.0501294604828411
0.38496430993838	0.286265143762792	0.158953400262828	0.0715369668758105	-0.087416433387018
0.0745262257121674	0.069947835316204	0.0336399952140643	0.0224606240475812	-0.0111793711664831
0.208847155635344	0.209304441051653	0.450123714677371	0.383467246955243	-0.0666564677221274
0.091711883034598	0.0745585732982137	0.0182531492605099	0.00935659031547433	-0.00889655894503561
0.266412811878833	0.250354999088296	0.148019450137879	0.0949648803318082	-0.0530545698060707
0.150080250375363	0.121958097201258	0.0932652839737941	0.0564897015207838	-0.0367755824530103
0.797757940743428	0.900451826645014	0.585990322100777	0.476267962167979	-0.109722359932798
0.179726118098721	0.162874390433746	0.162659229382207	0.105289195354976	-0.057370034027231
0.139250232655665	0.123963174511252	0.129568073407926	0.0908397520055798	-0.0387283214023458
0.349366857097869	0.326402250406115	0.43853509312949	0.278711068165587	-0.159824024963903
0.548151276506386	0.542542801948476	0.308077163963569	0.22179581742555	-0.0862813465380191
0.205476477101373	0.139887440958387	0.0815720134127531	0.0282867481821047	-0.0532852652306484
