Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_unifre_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_unifre_C	Univariate_LR_delta_R2_unifre_C
0.153114843726799	6.36471498343758	0.389870346337842	0.0736210481085878	-0.316249298229254
0.143617631065956	21.3828842318666	0.438960182216279	0.303838638846076	-0.135121543370203
0.154621222637788	6.07553017115847	0.341180688708295	0.0549322870435777	-0.286248401664717
0.146258504965598	18.1378173500999	0.392737477714014	0.243282658181901	-0.149454819532113
0.139146153668756	15.2042563122939	0.377380522178182	0.163046399299883	-0.214334122878299
0.150242014794558	19.6940909451179	0.364161256954555	0.204285503100794	-0.159875753853761
0.157517074881378	6.40430792811646	0.30402065550171	0.0643211496779163	-0.239699505823794
0.124798813622991	19.5205232620733	0.445205508554429	0.292944285837981	-0.152261222716448
0.183206581412024	23.3693630178949	0.394931875432379	0.225637464151222	-0.169294411281158
0.148517381795697	12.7377401645293	0.492809081555335	0.323957687972546	-0.168851393582789
0.123797900315112	12.9394324292186	0.304514126587208	0.124385585682624	-0.180128540904584
0.183045697807776	27.672318175083	0.438715780024095	0.308536274342444	-0.130179505681651
0.166465655364739	22.678982055618	0.371290168229881	0.209174206334191	-0.16211596189569
0.140691122793107	20.6398169171131	0.419195385172789	0.246529478219477	-0.172665906953312
0.14030225698028	16.3821829357182	0.453104213682738	0.244249423113811	-0.208854790568927
0.133550501559089	4.74556721118354	0.377969799239495	0.0539294925464918	-0.324040306693003
0.134079562404932	22.563102107297	0.395575686997673	0.272247523097469	-0.123328163900204
0.128727305330519	22.3691664217993	0.489278473522471	0.388109171934621	-0.101169301587849
0.128859772582984	18.149487183074	0.369999165177513	0.224756192214739	-0.145242972962773
0.115159848536009	4.81727517647559	0.323346707272736	0.0606086827288571	-0.262738024543879
0.148285529172676	20.712677280465	0.449606384973535	0.252792914632258	-0.196813470341277
0.134766141033983	25.4442297018803	0.473565885114142	0.406540642062489	-0.0670252430516527
0.145744833273887	20.8386627590923	0.345248705064538	0.205215095005688	-0.14003361005885
0.0872667177628544	16.800865895001	0.271224234475484	0.236864513721338	-0.0343597207541462
0.12394739352845	3.24036213528697	0.385789753483974	0.0284688669030934	-0.357320886580881
0.117397164591274	18.8718706733086	0.416260270322267	0.267285927074014	-0.148974343248252
0.166400156086377	23.2081432794779	0.488561950137841	0.273199647873787	-0.215362302264055
0.1324215504836	8.76935105448378	0.322404461524109	0.089726861822254	-0.232677599701855
0.171834103867216	19.2500731887823	0.431235790112697	0.191687912670521	-0.239547877442176
0.128500579494092	18.9565570420622	0.303652234949019	0.225569557580983	-0.0780826773680368
0.112341571274214	4.339294080758	0.269988438538859	0.0454083483522945	-0.224580090186564
0.144520990183674	22.4232105002916	0.412587261290023	0.278584664718554	-0.134002596571469
0.150719803806962	24.4678016981444	0.455186468221545	0.32452345822945	-0.130663009992094
0.131017971997163	16.2152231204961	0.408908836063364	0.192832733183935	-0.216076102879429
0.128385059816604	17.5762081469921	0.439066098424956	0.224347920676855	-0.214718177748101
0.136218939985819	4.03598837200215	0.476182447913721	0.040278405917887	-0.435904041995834
0.145869756021448	20.1571375937487	0.593049533939823	0.345124737735292	-0.247924796204531
0.128393293317148	14.2072913829987	0.400172957250761	0.188663514626305	-0.211509442624457
0.136005363349228	7.05489815155364	0.427464003137494	0.121926239423481	-0.305537763714014
0.102940438784764	2.61559271992887	0.278084330428965	0.0203738441185468	-0.257710486310418
0.192838201752211	26.1243702837376	0.354646417851115	0.192847341466897	-0.161799076384218
0.124130632022141	6.71639562684785	0.330791932681614	0.0841173795267265	-0.246674553154887
0.108745291688001	4.46047799305613	0.347489380740546	0.0848842379038788	-0.262605142836667
0.119676863031598	21.2417609142989	0.350727907959231	0.271055814736125	-0.079672093223106
0.101490921030255	13.4112100059998	0.302656355462663	0.150637318889068	-0.152019036573595
0.107781912530562	6.00903158423352	0.346254424295972	0.121956121570424	-0.224298302725548
0.159405422188934	26.4057083834653	0.393791646411556	0.311102508322549	-0.082689138089007
0.170935613512118	23.9787575276624	0.374700463804888	0.205561334836829	-0.16913912896806
