Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Mixed_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_Mixed_C	Univariate_LR_delta_R2_Mixed_C
0.222819522244156	0.955459468751776	0.225790609005007	0.120415557907739	-0.105375051097268
0.30323869358435	0.85489393203144	0.251825580364646	0.0524040351665197	-0.199421545198126
0.205667273279815	0.49897620898068	0.348586858615999	0.0481270057294857	-0.300459852886514
0.198107318385253	0.716171268746094	0.343317142018877	0.0987520329164806	-0.244565109102397
0.266017256220056	0.638307836159685	0.373164257482372	0.0749801741364944	-0.298184083345877
0.223004802734047	0.729427654994794	0.452085105192932	0.144566335282062	-0.30751876991087
0.325693178625149	1.05111095704768	0.469895501528423	0.174673679825502	-0.295221821702921
0.312788566151232	0.835850448282349	0.400137607691373	0.0763988939464039	-0.323738713744969
0.263360018296483	0.542639581032228	0.388001255005143	0.0433265758476066	-0.344674679157536
0.253337589858094	0.60189913433172	0.305782178200249	0.0502568395785541	-0.255525338621695
0.276411448712494	0.866141633704089	0.300161468778702	0.0657482421589291	-0.234413226619773
0.163793104152798	0.797997804702999	0.340544575615153	0.168593361123813	-0.171951214491339
0.21068708672015	0.457213541357969	0.382997249662793	0.0549016241918326	-0.32809562547096
0.205096837255184	0.69228732592061	0.161117493075028	0.0470289435949612	-0.114088549480067
0.201199870827006	0.532117357798086	0.394514784874963	0.0558894409410879	-0.338625343933876
0.260538936296584	0.794129949952977	0.353927097924863	0.083689085022993	-0.27023801290187
0.190867574689895	0.510012770916872	0.333128451153511	0.0612247193311538	-0.271903731822357
0.180410147012328	0.691299367722129	0.219906921992264	0.0834387531696591	-0.136468168822605
0.255426355962294	0.48675592265583	0.298627472054518	0.0360648381238347	-0.262562633930683
0.197287392065138	0.806422758192451	0.225581198976633	0.128625477893277	-0.0969557210833561
0.201639024924044	0.75326727806867	0.338053924833599	0.101826757045304	-0.236227167788295
0.180680129653145	0.601039629462867	0.222518713436317	0.0765425892013251	-0.145976124234992
0.246080598351616	0.883228840024558	0.472562044388236	0.144791655173833	-0.327770389214404
0.200178833629194	0.625813974996741	0.235506045078312	0.0750675265637245	-0.160438518514588
0.269880938946026	0.84498223500908	0.383265300094942	0.0985963005731615	-0.284668999521781
0.180139242829934	0.46960495575025	0.171586484100425	0.0254010698133444	-0.14618541428708
0.243953345727508	0.639251093310798	0.291358036734729	0.0699470149755518	-0.221411021759178
0.247983374684704	1.12153314793493	0.271182892971096	0.150144679489704	-0.121038213481392
0.25902912312164	0.779505156284207	0.385862743673191	0.0914572525421971	-0.294405491130994
0.258190676386045	1.01677033433171	0.303776104195299	0.109689422194852	-0.194086682000447
0.209824007476643	0.468736962865283	0.279499323142856	0.0348373572006408	-0.244661965942215
0.211241343695487	0.606824748741908	0.383919859059414	0.0934748121769223	-0.290445046882491
0.244995465934506	0.588202460439356	0.342221800463975	0.0477049802566356	-0.294516820207339
0.212406899088952	0.784547913298509	0.324653368016391	0.164280167566276	-0.160373200450115
0.296152762230786	0.91915956963073	0.412730472893574	0.0869611366707163	-0.325769336222857
0.206031280547657	0.604566528797488	0.286827253460397	0.0807444329058135	-0.206082820554584
0.192919142990522	0.507131200871708	0.340349651115775	0.0781370475809777	-0.262212603534798
0.217268529894743	0.639116463298969	0.368799706554374	0.0715531584818801	-0.297246548072494
0.268961936374793	0.858728943163353	0.364476340200711	0.0828936486316838	-0.281582691569027
0.202543594000953	0.675745477378522	0.236151733613559	0.0890946664635603	-0.147057067149999
0.232028090770477	0.684215986612075	0.24092683226158	0.0526457253212694	-0.188281106940311
0.256829553013413	0.840248335564231	0.279460861486918	0.0751454469014864	-0.204315414585432
0.211465873314549	0.498702645549632	0.307188606072213	0.0636665377909504	-0.243522068281263
0.193986060572579	0.598120000329898	0.233934824560764	0.0590734954301319	-0.174861329130632
0.217372388602555	0.666217404848116	0.315237320301329	0.0760974021271931	-0.239139918174136
0.179934712193924	0.63856454516527	0.224288964474718	0.0786823831874086	-0.145606581287309
0.166129126384747	0.509156629519466	0.177367080306322	0.0384787552805243	-0.138888325025798
0.183414410032738	0.56803768582203	0.357109990525493	0.0823995287872292	-0.274710461738264
0.214642925419474	0.472882091332715	0.284415416435326	0.0479086367301544	-0.236506779705172
0.235765476889799	0.500282330186715	0.538974373576413	0.0598336687836907	-0.479140704792722
0.209944538291596	0.65866884833262	0.406956290819143	0.109250872316235	-0.297705418502908
0.233337623005543	0.559928821352404	0.333720817413073	0.0406830680402006	-0.293037749372872
0.281084677191373	0.784312721495229	0.46488923643515	0.0717763303722412	-0.393112906062909
