Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gpast_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_gpast_R	Univariate_LR_delta_R2_gpast_R
0.151037596253434	0.1345854326932	0.388325426211782	0.39469911683348	0.00637369062169801
0.142351138918963	0.125241222852748	0.436539917974483	0.437351289705185	0.000811371730702393
0.15061894103494	0.132177736689826	0.331484844169957	0.32096628558046	-0.010518558589497
0.149109501396845	0.133664033268622	0.391100929521009	0.395694329191912	0.00459339967090233
0.138266030192787	0.123925897014172	0.356658123281561	0.362186200430727	0.00552807714916526
0.134413272461843	0.119654192451993	0.330923808029505	0.335028200227048	0.00410439219754299
0.155307271787103	0.138367718428538	0.310004758301913	0.315437494812544	0.00543273651063042
0.119355114818103	0.106381612214997	0.400810233416745	0.398402535654434	-0.0024076977623102
0.174478796573689	0.154787749318446	0.381230953168027	0.383166336078334	0.00193538291030737
0.141288382665203	0.123974164027322	0.460137053713518	0.4610580479577	0.000920994244182016
0.124977933278092	0.10999654548356	0.312145938476485	0.309642512666355	-0.00250342581012974
0.185951839082199	0.164895708062852	0.451731478046589	0.456532008290988	0.00480053024439886
0.168564799701209	0.149484476664691	0.377600859698911	0.382951922355546	0.00535106265663543
0.14135447652732	0.126572110547197	0.413702606823832	0.412807503628332	-0.000895103195499847
0.134935570076318	0.120061961760264	0.419738184440104	0.422799872362511	0.00306168792240685
0.130515677604834	0.116563101220179	0.397665040346926	0.401194835622546	0.0035297952756202
0.118385804491202	0.106586207747587	0.339165400049451	0.339798518058905	0.000633118009454592
0.127284746478565	0.112512391768844	0.476114711898614	0.4724572136562	-0.00365749824241396
0.131660802094227	0.117426091915211	0.384057067358761	0.381705272774001	-0.00235179458476015
0.111963322227191	0.0988237342191498	0.3062869797441	0.299451717754529	-0.00683526198957141
0.149408681848003	0.131316430498259	0.447118584520673	0.447726026654921	0.000607442134248237
0.13640914292868	0.122769236273126	0.456014578378146	0.467176963421154	0.011162385043008
0.143259365536412	0.126025348396068	0.33308702249657	0.332610322728576	-0.000476699767994304
0.0889051014579	0.0805565412108489	0.266434951177938	0.272195718153525	0.00576076697558731
0.131796710628302	0.117742457725005	0.412682574149289	0.410276108701182	-0.00240646544810741
0.115786231625102	0.1032848195801	0.410285761144215	0.410594602866292	0.000308841722076847
