time	diffusion_coefficient	number_of_branches
2003.01127346104	545.316384451032	0.08
2003.22072854982	689.92787835259	0.14
2003.4301836386	1202.50925906538	0.12
2003.63963872738	1599.54340455436	0.2
2003.84909381615	1927.87671138617	0.3
2004.05854890493	3163.32139780067	0.41
2004.26800399371	2969.05637081391	0.57
2004.47745908249	2653.00846088749	0.84
2004.68691417127	2238.93543755255	1.11
2004.89636926005	2646.86845094386	1.3
2005.10582434883	3049.10529541411	1.45
2005.31527943761	3736.18500731621	1.44
2005.52473452638	4648.96189054778	1.54
2005.73418961516	4585.15519018131	1.44
2005.94364470394	4471.0088626346	1.45
2006.15309979272	4495.03461332	1.44
2006.3625548815	4738.29458635813	1.3
2006.57200997028	4810.14451839265	1.24
2006.78146505906	4807.81258215446	1.24
2006.99092014783	4347.08125025473	1.47
2007.20037523661	4489.84941686704	1.62
2007.40983032539	4486.81550072533	1.61
2007.61928541417	4543.41802189695	1.53
2007.82874050295	4840.51913189067	1.51
2008.03819559173	5115.13443473965	1.55
2008.24765068051	5819.65737136178	1.52
2008.45710576929	6222.12509783283	1.66
2008.66656085806	6466.52834071083	1.75
2008.87601594684	5663.60771181409	2
2009.08547103562	5550.41787629003	2.21
2009.2949261244	5545.93539730486	2.63
2009.50438121318	5801.37540704184	3.07
2009.71383630196	6365.56375661806	3.39
2009.92329139074	7314.26000503417	3.71
2010.13274647952	8117.47298792838	3.88
2010.34220156829	8075.66159049426	4.04
2010.55165665707	8337.61735735288	4.54
2010.76111174585	9092.04658463501	4.93
2010.97056683463	9629.63999794538	5.56
2011.18002192341	11011.0858089044	5.99
2011.38947701219	11687.3809013148	6.65
2011.59893210097	13034.9068713922	7.25
2011.80838718974	13832.0006038584	7.83
2012.01784227852	15373.8875297876	8.11
2012.2272973673	16644.9322701013	8.18
2012.43675245608	17194.2186627189	8.83
2012.64620754486	17640.2289264267	9.81
2012.85566263364	18768.2969896584	10.87
2013.06511772242	20919.0653552516	12.48
2013.2745728112	24669.6343629154	15
2013.48402789997	29656.29060211	17.82
2013.69348298875	35232.3679208245	20.19
2013.90293807753	40476.737514417	21.45
2014.11239316631	46357.9006024155	23.61
2014.32184825509	49373.8688956859	24.12
2014.53130334387	50815.2552521959	25.4
2014.74075843265	51849.1123509265	26.42
2014.95021352143	53455.1437964097	28.95
2015.1596686102	53284.449022879	30.86
2015.36912369898	59469.2336567129	36.07
2015.57857878776	65094.5733547854	39.98
2015.78803387654	73699.0760633267	44.9
2015.99748896532	81677.6567047988	48.56
2016.2069440541	92444.8771330505	54.83
2016.41639914288	99523.1120600696	60.38
2016.62585423165	96038.0532913037	60.62
2016.83530932043	92106.2264832247	60.6
2017.04476440921	91849.7127469333	59.96
2017.25421949799	86954.8233866672	56
2017.46367458677	90594.3578019553	51.71
2017.67312967555	101750.953757701	53.38
2017.88258476433	110776.776089154	55.99
2018.09203985311	126117.700118812	57.26
2018.30149494188	152397.336678849	66.4
2018.51095003066	128331.767042784	63.72
2018.72040511944	97390.5584288726	58.21
2018.92986020822	60655.6082093882	52.4
2019.139315297	17468.6147524579	27.84
2019.34877038578	5657.67602844239	5.1
2019.55822547456	6417.70669671477	4.85
2019.76768056334	7233.54539315321	5.92
2019.97713565211	8804.18793490493	6.7
2020.18659074089	14046.1800430785	9.61
2020.39604582967	14232.6449458827	13.17
2020.60550091845	12730.441914791	12.75
2020.81495600723	10209.4694361761	12.33
2021.02441109601	7393.6845841145	10.77
2021.23386618479	7069.4616234655	6.93
2021.44332127356	6475.03519065994	5.91
2021.65277636234	6349.86989658422	5.47
2021.86223145112	5792.7819562356	5.35
2022.0716865399	5020.01627728621	5.07
2022.28114162868	4698.63485270418	3.94
2022.49059671746	5011.73695592454	3.88
2022.70005180624	5897.51106555579	4.27
2022.90950689502	6954.63389078708	4.67
2023.11896198379	9619.1912150218	6.24
2023.32841707257	13319.0003297764	8.03
2023.53787216135	13755.3530932212	8.73
2023.74732725013	11405.5067922079	8.38
