Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_wetland_combine_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_wetland_combine_C	Univariate_LR_delta_R2_wetland_combine_C
0.509348634063282	0.549075284085183	0.501592752472326	0.510286288288368	0.00869353581604193
0.161277939848129	0.159105592381215	0.128795083744666	0.115430883959559	-0.0133641997851071
0.315069315823578	0.331041887568997	0.171460156214606	0.175011797002756	0.00355164078815015
0.181228010384823	0.190490294174409	0.194462916269028	0.19244431485819	-0.00201860141083826
0.0807262044704342	0.0890101245152553	0.0155085973033488	0.0175018810883133	0.00199328378496453
0.264527871520785	0.26498175470287	0.335467567228521	0.307339987498274	-0.0281275797302469
0.351783052979205	0.353958741775439	0.392980579391446	0.355672252497306	-0.03730832689414
0.266439706225198	0.285397290122533	0.307177978213235	0.304958814893768	-0.00221916331946781
0.200535996575834	0.207731238068494	0.129583487887477	0.129515578820701	-6.79090667758397e-05
0.285993986073786	0.30805238195797	0.414382956180605	0.425426478715949	0.0110435225353437
0.389843653990515	0.386216083066712	0.233513714640596	0.201671534345728	-0.0318421802948682
0.28978942822516	0.319808538793307	0.0860889049763043	0.0912610413114195	0.00517213633511522
0.203299055438912	0.190916097551633	0.160772201373582	0.130679074961376	-0.0300931264122054
0.246282500717424	0.242285412282333	0.213465450274872	0.188369039681481	-0.0250964105933915
0.228643762567207	0.217939332757183	0.156573133785999	0.134579246147078	-0.0219938876389215
0.0951818943085608	0.0908604303836188	0.0173173966451589	0.0152068716949851	-0.00211052495017384
0.325869211709431	0.342222575805293	0.477480433085215	0.477791110124014	0.000310677038799223
0.329931354673836	0.343264672706481	0.263121542323268	0.2586243921491	-0.00449715017416852
0.357355679266791	0.372870968592591	0.72968425213064	0.708504646747979	-0.0211796053826607
0.0595397877392208	0.0684950963863415	0.0182528021468278	0.0215276135428851	0.0032748113960573
0.258026002031862	0.267745649717236	0.144083455553165	0.141361655379456	-0.00272180017370868
0.287675192226792	0.294380549577076	0.570973876532829	0.547274586435503	-0.0236992900973264
0.458449070804559	0.487549584874717	0.548233437375058	0.526211692581878	-0.0220217447931809
0.216714014042273	0.234679745199403	0.159776713300561	0.158814849732011	-0.000961863568549576
0.543467409014854	0.578627628011436	0.353862621749971	0.350790608203813	-0.00307201354615788
0.532350643706609	0.543219469798502	0.474401068708889	0.449184122114441	-0.0252169465944476
0.0956356568589826	0.0984600026503151	0.0352525975724388	0.0330001389378141	-0.00225245863462468
0.410587611235948	0.416495084676989	0.460330754989065	0.451985362914001	-0.00834539207506491
0.45643201535401	0.481355079092927	0.347806990861149	0.351248125404234	0.00344113454308498
0.2267030072019	0.243426406420785	0.152422384347048	0.157478043947026	0.00505565959997806
0.272262424192691	0.271353514251472	0.179146411499781	0.165933189073075	-0.0132132224267061
0.169519492866542	0.186838532858294	0.0629110608516909	0.0656639368024032	0.00275287595071232
0.205512425829247	0.206027786678967	0.0271402170780602	0.0253860326418772	-0.00175418443618295
