Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Flyway_Apod_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_Flyway_Apod_R	Univariate_LR_delta_R2_Flyway_Apod_R
0.222819522244156	0.226023284850235	0.225790609005007	0.234162967154641	0.00837235814963358
0.30323869358435	0.302862027056323	0.251825580364646	0.251869142320807	0.0000435619561615641
0.205667273279815	0.205778810994598	0.348586858615999	0.348469819656844	-0.000117038959155547
0.198107318385253	0.197629265175064	0.343317142018877	0.342778027003921	-0.000539115014956126
0.266017256220056	0.265847249656336	0.373164257482372	0.374545379316609	0.00138112183423722
0.223004802734047	0.222678142202171	0.452085105192932	0.452919881521193	0.000834776328261511
0.325693178625149	0.325600223597325	0.469895501528423	0.46999146695461	0.0000959654261873943
0.312788566151232	0.312907610136621	0.400137607691373	0.400296970887718	0.00015936319634513
0.263360018296483	0.263360018296483	0.388001255005143	0.388001255005143	0.0000000000000000555111512312578
0.253337589858094	0.252942903133388	0.305782178200249	0.305887652819802	0.000105474619553514
0.276411448712494	0.275218637491188	0.300161468778702	0.300429322849394	0.000267854070692353
0.163793104152798	0.163370166077409	0.340544575615153	0.340728301963596	0.000183726348443547
0.21068708672015	0.210584396886301	0.382997249662793	0.383105208988567	0.00010795932577462
0.205096837255184	0.205768674980142	0.161117493075028	0.16259598669363	0.00147849361860183
0.201199870827006	0.201176874485652	0.394514784874963	0.394298576824358	-0.000216208050605848
0.260538936296584	0.260514423500948	0.353927097924863	0.357356057459954	0.00342895953509087
0.190867574689895	0.190816958435071	0.333128451153511	0.333492185458297	0.000363734304786367
0.180410147012328	0.180135931617776	0.219906921992264	0.219528072167324	-0.00037884982493977
0.255426355962294	0.256115123340224	0.298627472054518	0.299875761856137	0.00124828980161906
0.197287392065138	0.199391731408877	0.225581198976633	0.230436547108217	0.00485534813158317
0.201639024924044	0.201579829423333	0.338053924833599	0.338023120830652	-0.0000308040029470824
0.180680129653145	0.180824690896096	0.222518713436317	0.22245393055811	-0.0000647828782076032
0.246080598351616	0.246729393977629	0.472562044388236	0.475704996302884	0.0031429519146482
0.200178833629194	0.20039447136757	0.235506045078312	0.236566807411965	0.00106076233365285
0.269880938946026	0.269282195787794	0.383265300094942	0.384183802974551	0.000918502879608651
0.180139242829934	0.179301527462325	0.171586484100425	0.170956602619633	-0.000629881480791794
0.243953345727508	0.244461474518425	0.291358036734729	0.29312870636931	0.00177066963458067
0.247983374684704	0.248243865104506	0.271182892971096	0.271966756060778	0.000783863089681203
0.25902912312164	0.25902912312164	0.385862743673191	0.385862743673191	0
0.258190676386045	0.260091990723604	0.303776104195299	0.308913736701064	0.0051376325057656
0.209824007476643	0.209269333662864	0.279499323142856	0.280667156685143	0.00116783354228633
0.211241343695487	0.211497748356676	0.383919859059414	0.384895929600883	0.000976070541469143
0.244995465934506	0.244675921029553	0.342221800463975	0.341771126024461	-0.000450674439513354
0.212406899088952	0.212460658700376	0.324653368016391	0.32681169236573	0.0021583243493391
0.296152762230786	0.295637240698201	0.412730472893574	0.414370889746283	0.00164041685270894
0.206031280547657	0.205792820690717	0.286827253460397	0.287561415449672	0.000734161989274951
0.192919142990522	0.192919142990522	0.340349651115775	0.340349651115775	0
0.217268529894743	0.216744918567225	0.368799706554374	0.370021680987711	0.0012219744333371
0.268961936374793	0.268851303859158	0.364476340200711	0.364280418760456	-0.000195921440254376
0.202543594000953	0.202009472091652	0.236151733613559	0.235163088100398	-0.00098864551316058
0.232028090770477	0.231661818013816	0.24092683226158	0.240885239808009	-0.0000415924535712986
0.256829553013413	0.256934368106383	0.279460861486918	0.280068194527479	0.000607333040561264
0.211465873314549	0.212624098970127	0.307188606072213	0.310985435285475	0.00379682921326185
0.193986060572579	0.194487848613051	0.233934824560764	0.235286506438669	0.00135168187790549
0.217372388602555	0.217315290833783	0.315237320301329	0.314921274820237	-0.000316045481091876
0.179934712193924	0.179934712193924	0.224288964474718	0.224288964474718	0
0.166129126384747	0.166868116703841	0.177367080306322	0.179568823790539	0.00220174348421712
0.183414410032738	0.183860219622023	0.357109990525493	0.361365146474237	0.00425515594874393
0.214642925419474	0.214803446355739	0.284415416435326	0.284526078242547	0.000110661807221302
0.235765476889799	0.235153645104512	0.538974373576413	0.539250335408701	0.000275961832288285
0.209944538291596	0.210959810487878	0.406956290819143	0.41198339147208	0.00502710065293732
0.233337623005543	0.232845665749554	0.333720817413073	0.332890863641183	-0.000829953771889713
0.281084677191373	0.281431918849883	0.46488923643515	0.466203396078881	0.00131415964373122
0.37487579716325	0.375085727561441	0.429879352186057	0.431320078425084	0.00144072623902614
0.263748099475411	0.263632408383423	0.339247272064378	0.342014283002308	0.00276701093792986
0.220981228671124	0.220345160414102	0.216842294720352	0.216030915714194	-0.000811379006158908
0.22024732656777	0.220585665862865	0.331950054504101	0.333427822024628	0.00147776752052681
0.239251232648356	0.239193186366698	0.373276718942098	0.373771591990954	0.000494873048855704
0.229548574240751	0.22922821245231	0.379035292163742	0.378422677132487	-0.000612615031255759
0.268206167264813	0.268206167264813	0.381251202024942	0.381251202024942	0
0.2848875578817	0.283992022895986	0.291753496388956	0.290596487952525	-0.00115700843643102
0.167877490337337	0.167621123213495	0.285655277571106	0.285266872719914	-0.000388404851191848
0.320386189329167	0.320386189329167	0.31513640709585	0.31513640709585	0
0.187798072898109	0.187223932580741	0.35037866682321	0.348599618981449	-0.00177904784176092
0.240182755564461	0.240530438980519	0.405881069958382	0.408099586040091	0.00221851608170931
0.237115674083162	0.238067583079166	0.374696809338991	0.378137428999866	0.00344061966087522
0.146454929562371	0.147264410409003	0.197883217055999	0.200199697906321	0.00231648085032196
0.204459721141792	0.204459721141792	0.264640227175977	0.264640227175977	0
0.176855149231057	0.177512115071109	0.176388633541358	0.178721665102268	0.00233303156090922
0.177930168023543	0.17907616321394	0.217822114114552	0.221373589768486	0.0035514756539336
0.184740446488914	0.184955949562396	0.290424205338617	0.290987429635981	0.000563224297364606
0.218383892309887	0.218282422277918	0.36905611801325	0.370449971117646	0.00139385310439649
0.331058115474386	0.330403020159534	0.305403533804577	0.304606339033581	-0.000797194770996323
0.226509123719329	0.229107638097936	0.296148230478894	0.30360843111733	0.00746020063843639
0.256569911503551	0.255539054395227	0.400870862865342	0.400001942914492	-0.000868919950849589
0.215572864145086	0.215580350696565	0.375663066856621	0.375676832358088	0.0000137655014664229
0.265001766795531	0.265451877451964	0.416688327579464	0.418173835587086	0.00148550800762159
0.212695326546727	0.212313272145269	0.30772664342743	0.306383991247935	-0.00134265217949509
0.223156575126236	0.222823845940488	0.510665076616354	0.510182332977336	-0.000482743639018235
0.217057209772791	0.216783087305044	0.335122734599639	0.334989554373797	-0.000133180225842744
