time	95%HPD_lower_value	95%HPD_higher_value
1941.16147146041	70.0584675924541	70.0584675924541
1941.99244999464	NA	NA
1942.82342852887	NA	NA
1943.6544070631	NA	NA
1944.48538559733	NA	NA
1945.31636413156	NA	NA
1946.14734266579	NA	NA
1946.97832120003	NA	NA
1947.80929973426	NA	NA
1948.64027826849	NA	NA
1949.47125680272	NA	NA
1950.30223533695	6.76141213255792	6.76141213255792
1951.13321387118	NA	NA
1951.96419240542	NA	NA
1952.79517093965	NA	NA
1953.62614947388	NA	NA
1954.45712800811	11.7089302872076	11.7089302872076
1955.28810654234	NA	NA
1956.11908507657	NA	NA
1956.9500636108	NA	NA
1957.78104214504	24.0447163143517	24.0447163143517
1958.61202067927	NA	NA
1959.4429992135	NA	NA
1960.27397774773	NA	NA
1961.10495628196	NA	NA
1961.93593481619	NA	NA
1962.76691335042	NA	NA
1963.59789188466	53.8289252497502	99.2864420666998
1964.42887041889	37.4096138957574	144.481756353604
1965.25984895312	NA	NA
1966.09082748735	NA	NA
1966.92180602158	NA	NA
1967.75278455581	NA	NA
1968.58376309005	467.00723150118	467.00723150118
1969.41474162428	NA	NA
1970.24572015851	81.2311515281619	81.2311515281619
1971.07669869274	NA	NA
1971.90767722697	19.3661552399291	19.3661552399291
1972.7386557612	384.122866762777	384.122866762777
1973.56963429543	42.1817087781308	156.61389320346
1974.40061282967	NA	NA
1975.2315913639	NA	NA
1976.06256989813	19.6525923516297	1693.47299966495
1976.89354843236	102.372870393385	260.053551760552
1977.72452696659	1.46971492425348	1873.62353072419
1978.55550550082	2.81158662329128	316.961669689257
1979.38648403505	214.520132818236	214.520132818236
1980.21746256929	1.68650311063539	268.673185840126
1981.04844110352	4.63582563355055	108.595563462926
1981.87941963775	52.884250717094	387.895956744847
1982.71039817198	44.1968416536237	254.53963782595
1983.54137670621	NA	NA
1984.37235524044	8.57375859842103	299.684701206958
1985.20333377468	1.68449972235904	453.324606989324
1986.03431230891	7.09480236967276	916.217431403272
1986.86529084314	0.89639432550718	331.328137537224
1987.69626937737	7.5287803792816	1106.96754082111
1988.5272479116	13.0902488095959	631.293105453234
1989.35822644583	59.2300175769884	589.751098080134
1990.18920498006	9.19729917915423	857.142576282444
1991.0201835143	67.3477171263968	4034.86891924587
1991.85116204853	26.6860005716484	2167.83660088348
1992.68214058276	14.2653610024383	2949.5026348628
1993.51311911699	0.700106028878382	3906.86426835596
1994.34409765122	19.5634001328002	4793.50189335468
1995.17507618545	15.5604150515356	2122.56191553892
1996.00605471968	185.603853238344	3695.41508125149
1996.83703325392	68.7947753071859	1864.30508593001
1997.66801178815	48.5576265687959	2399.23424901744
1998.49899032238	22.0866839795256	5378.95106968319
1999.32996885661	50.999328788908	6596.81875503308
2000.16094739084	9.48289410054521	3586.80397575134
2000.99192592507	118.764028729439	6473.19145533436
2001.82290445931	26.832337903512	3292.79776457221
2002.65388299354	148.75709501221	3452.50605528515
2003.48486152777	40.8702897953541	5704.60531139417
2004.315840062	341.690167786494	6671.89928598351
2005.14681859623	48.0801844193097	4484.22748628699
2005.97779713046	44.3551596391672	5608.16428773039
2006.80877566469	1.23072019106923	3879.57049999037
2007.63975419893	44.3663921571024	5754.26666422071
2008.47073273316	57.2619398686181	16228.8966012916
2009.30171126739	13.6147184511723	8529.59101678534
2010.13268980162	75.6565823022211	10185.9566571387
2010.96366833585	48.2719042964381	6351.51428680545
2011.79464687008	113.651274802735	7220.45127001847
2012.62562540431	115.270684306329	13361.5371634887
2013.45660393855	140.024085813852	9236.36187653099
2014.28758247278	359.625809739812	18996.2332657051
2015.11856100701	0.384113309624169	21149.3095504046
2015.94953954124	468.376049939998	16044.8392211234
2016.78051807547	210.848990308604	14146.3668247128
2017.6114966097	1.93961250965546	9809.83806987951
2018.44247514394	1.99760265790964	6218.54508961815
2019.27345367817	1.29932427335661	9533.55391997167
2020.1044322124	181.129015151694	12089.2031737612
2020.93541074663	197.948172656993	11686.3396206712
2021.76638928086	676.101682331025	12853.8591545987
2022.59736781509	166.531679076168	16882.2810611076
2023.42834634932	1917.31766827458	31095.577090224
