Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_cul_veg_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_cul_veg_C	Univariate_LR_delta_R2_cul_veg_C
0.151037596253434	9.63781116957044	0.388325426211782	0.381852684956963	-0.00647274125481828
0.142351138918963	1.81790927750137	0.436539917974483	0.0847008305172578	-0.351839087457225
0.15061894103494	9.52867965924455	0.331484844169957	0.319821955793941	-0.0116628883760163
0.149109501396845	9.10983829371734	0.391100929521009	0.369231825753587	-0.0218691037674221
0.138266030192787	0.616246787830733	0.356658123281561	0.0336616692202847	-0.322996454061277
0.134413272461843	8.20762175503474	0.330923808029505	0.298643569157939	-0.0322802388715657
0.155307271787103	1.72339530219645	0.310004758301913	0.0589361389589568	-0.251068619342956
0.119355114818103	7.82385915371023	0.400810233416745	0.422948430816113	0.0221381973993685
0.174478796573689	11.0463223216017	0.381230953168027	0.370473859217312	-0.0107570939507143
0.141288382665203	4.34412044634082	0.460137053713518	0.194974125879716	-0.265162927833802
0.124977933278092	0.903370207942591	0.312145938476485	0.0479090851276934	-0.264236853348792
0.185951839082199	11.821809700813	0.451731478046589	0.419275558381902	-0.0324559196646871
0.168564799701209	10.7718474430483	0.377600859698911	0.357525619772122	-0.0200752399267882
0.14135447652732	9.04575202490844	0.413702606823832	0.388774270366089	-0.0249283364577438
0.134935570076318	8.43326009065064	0.419738184440104	0.452324406695707	0.032586222255603
0.130515677604834	3.70352384521444	0.397665040346926	0.183582323854606	-0.21408271649232
0.118385804491202	0.141998318180461	0.339165400049451	0.00567471926544195	-0.333490680784009
0.127284746478565	8.61720706893926	0.476114711898614	0.480191919958965	0.00407720806035161
0.131660802094227	1.35324808164877	0.384057067358761	0.0628765649309824	-0.321180502427779
0.111963322227191	0.648215736925569	0.3062869797441	0.035565223245539	-0.270721756498561
0.149408681848003	9.61173564259916	0.447118584520673	0.424085668768937	-0.0230329157517357
0.13640914292868	4.71530254162008	0.456014578378146	0.260044343584076	-0.19597023479407
0.143259365536412	4.0496669027078	0.33308702249657	0.150033243549163	-0.183053778947407
0.0889051014579	6.32898779634995	0.266434951177938	0.280647464743568	0.0142125135656304
0.131796710628302	1.09310923032108	0.412682574149289	0.156660517190007	-0.256022056959282
0.115786231625102	1.14626136254652	0.410285761144215	0.0646152775327572	-0.345670483611458
0.163143613161208	0.428724228728474	0.473531814679412	0.0152465659389455	-0.458285248740467
0.13198902519245	8.27917798374521	0.313350476519462	0.292017820042583	-0.0213326564768786
0.164516550807871	10.4896457418653	0.398229545449678	0.38500660324737	-0.013222942202308
0.128529485068277	8.35826971103337	0.308367486609988	0.304757918018055	-0.00360956859193334
0.116678355444994	0.545149790779131	0.24522814058283	0.0666005591522685	-0.178627581430561
0.138825719796921	8.81500043452058	0.389492704390551	0.349356720751159	-0.0401359836393916
0.147276902921486	9.34922058161992	0.431945154610262	0.439945346733593	0.00800019212333092
0.130123660943006	7.82981980741467	0.377802715056061	0.350152963339524	-0.0276497517165368
0.128381053985146	1.6234981195802	0.418256084433854	0.0911463072885136	-0.32710977714534
0.129341129764886	2.96539900278843	0.443109278248909	0.143674846655777	-0.299434431593132
0.140733327238492	9.17198062833568	0.556004129907417	0.547281108392787	-0.00872302151463011
0.129607834256173	7.91575139929559	0.409368574888041	0.365747503856321	-0.0436210710317197
0.137703504654396	8.6896188496728	0.410167750547781	0.391617913014666	-0.0185498375331158
0.104801394527245	7.23833248449856	0.287285254424253	0.302938326049612	0.0156530716253585
0.167174317588601	0.39643262389953	0.341025919299594	0.0300985882152446	-0.31092733108435
0.12730027966483	2.16996494508528	0.334713137238643	0.124084543800376	-0.210628593438267
0.1081132237092	6.66293860222147	0.340713748996775	0.300359357021707	-0.0403543919750671
0.109772319157903	7.82876523359475	0.344956972434441	0.362447496925188	0.0174905244907467
0.10200738123783	6.78505692244101	0.303232283563617	0.313753909153895	0.0105216255902775
0.115063078355839	1.06348501888927	0.325618866620299	0.200655117878445	-0.124963748741853
0.16098771583314	10.1016705993334	0.3925870828435	0.376586691415527	-0.0160003914279728
0.168508375632228	10.1070204240688	0.369860938295555	0.308675463188937	-0.0611854751066175
0.115524921683664	3.28192174753928	0.283221313477317	0.120613637860137	-0.16260767561718
0.113222392683958	7.43697753075086	0.363338257183709	0.359417075458649	-0.00392118172506001
0.160074317167777	2.94351839976814	0.446458916200413	0.139196356880791	-0.307262559319622
0.134538909177353	8.58120394648366	0.398434881653583	0.369738813913462	-0.0286960677401203
0.154685758255744	0.892244063479739	0.407572357341492	0.0647463549778611	-0.342826002363631
0.131499871809474	8.95799861439887	0.350865285964987	0.368168810968052	0.0173035250030658
0.179245833509231	2.55108927931113	0.523698251731677	0.154127691125448	-0.369570560606229
0.1416152926257	9.63759290449579	0.408746925156795	0.386816647259824	-0.0219302778969709
0.115175501740913	7.55588990864591	0.438280052686114	0.441294361142406	0.00301430845629258
0.117677233389475	7.59737884252695	0.404352475520988	0.374340016467329	-0.0300124590536593
0.0871678636773959	1.14894059849517	0.256518043789323	0.0559687289998765	-0.200549314789447
0.132578063690766	0.753661214225214	0.393876286843974	0.095562832963576	-0.298313453880398
0.148361908571459	9.63141917407271	0.442696501892419	0.4463620674313	0.00366556553888109
0.133059345339793	8.76775667164837	0.381137641209691	0.374204547079645	-0.00693309413004628
0.115280887922619	1.38328921576886	0.351437997110314	0.0826446523763465	-0.268793344733968
0.183696425724865	11.5524132647519	0.499796538519041	0.471756775934676	-0.0280397625843651
0.16586862579374	10.1604685036286	0.430358054294178	0.411534838281699	-0.0188232160124788
0.113283955565216	7.02815032479131	0.410592867716501	0.392780229287968	-0.017812638428533
0.15224562042628	9.51906120125366	0.345274607851177	0.37330773097655	0.0280331231253729
0.137794486054924	2.95289707387178	0.352482759955608	0.109024590188792	-0.243458169766816
0.123095216636265	0.100522166246041	0.331659504291989	0.00271715203569763	-0.328942352256291
0.133637220100116	1.46457157008428	0.332481498990924	0.0641184266577845	-0.26836307233314
0.122242128033875	7.99619553382601	0.318689215192691	0.326256998574588	0.0075677833818969
0.120496163244956	8.27083295742377	0.335753214759489	0.367793348828976	0.0320401340694874
0.13722257444532	4.77581112408905	0.452798218821597	0.354627381776377	-0.0981708370452209
0.178711881713771	4.38433885934784	0.475542436232579	0.178172316695026	-0.297370119537553
0.123322246070839	2.39853756562289	0.346661925621143	0.117409869551984	-0.229252056069159
0.124279681786005	7.86786559620677	0.406775454353056	0.365603382760871	-0.0411720715921856
0.135830654159284	3.01596920848958	0.425985651287653	0.229452348177706	-0.196533303109947
0.131345193517456	8.36333526369661	0.52595737351059	0.523915920484706	-0.00204145302588399
0.112318909188853	7.25614705393443	0.330360925357459	0.311932095388387	-0.0184288299690721
0.121992474558882	7.97403010846299	0.381669225304199	0.376794431363343	-0.00487479394085538
0.138838712084905	9.24496950396698	0.397113191528455	0.380844393971606	-0.0162687975568496
0.13149849526972	8.45791185582853	0.33125081696619	0.34818672143973	0.0169359044735408
0.110580113107625	1.76599968320867	0.327437118781315	0.084201267974474	-0.243235850806841
0.125707223790639	8.77067698798105	0.410386671888949	0.426381118615782	0.015994446726833
0.139297485914638	8.95195856490949	0.442613717073891	0.428562739313656	-0.0140509777602345
0.128207177271483	8.3261802799759	0.386081536053489	0.371161419612356	-0.0149201164411328
0.138352393681899	1.37589004349997	0.437551084124623	0.0980727642209989	-0.339478319903624
0.156306206832949	10.3385565839684	0.496619678050381	0.497927774224195	0.00130809617381367
0.152830980422082	1.90277088450787	0.493925520665032	0.0919414703267973	-0.401984050338234
0.117340594295432	0.380090940198083	0.413595109744601	0.0273171088168219	-0.386278000927779
0.134922878221597	3.14916831497831	0.408494849188798	0.227923813063161	-0.180571036125637
0.11333203008771	1.38324839781328	0.42794490438022	0.0766652813260975	-0.351279623054123
0.133849213473766	0.565803154901159	0.372434416577617	0.0315906917527631	-0.340843724824854
0.129178672334723	8.30545520125099	0.4537475173009	0.449893863539653	-0.00385365376124669
0.130917784590757	8.35692387075719	0.338579693797105	0.301970911334499	-0.0366087824626057
0.126325944070198	1.16358577520604	0.409724282244662	0.0862893365707177	-0.323434945673944
0.14417257915046	9.58004588457985	0.332801844040762	0.333857382934013	0.00105553889325072
0.139695654442077	3.14825937858692	0.375935626385541	0.166996518806953	-0.208939107578588
0.136832968951474	8.8336564005709	0.410132866658084	0.374690800559346	-0.0354420660987377
0.142736534443259	3.58498228087767	0.438231626330301	0.187003491491048	-0.251228134839254
