Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Flyway_Ans_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_Flyway_Ans_R	Univariate_LR_delta_R2_Flyway_Ans_R
0.222819522244156	0.205018380853633	0.225790609005007	0.209470006977102	-0.0163206020279047
0.30323869358435	0.278006781403797	0.251825580364646	0.232010930828054	-0.0198146495365916
0.205667273279815	0.194278228192302	0.348586858615999	0.330726359214871	-0.017860499401128
0.198107318385253	0.188564778791586	0.343317142018877	0.328687904158682	-0.0146292378601947
0.266017256220056	0.24825248476438	0.373164257482372	0.346932542453868	-0.0262317150285034
0.223004802734047	0.215223567974306	0.452085105192932	0.441263569415331	-0.0108215357776006
0.325693178625149	0.315081250173035	0.469895501528423	0.455146306128737	-0.0147491953996865
0.312788566151232	0.296251422341053	0.400137607691373	0.379486093832867	-0.0206515138585062
0.263360018296483	0.24833330412624	0.388001255005143	0.366048976719529	-0.0219522782856144
0.253337589858094	0.234755417276732	0.305782178200249	0.281966557332457	-0.023815620867792
0.276411448712494	0.26240668511958	0.300161468778702	0.28475672444122	-0.0154047443374815
0.163793104152798	0.154435799742433	0.340544575615153	0.320128119907983	-0.0204164557071702
0.21068708672015	0.199965986750016	0.382997249662793	0.370901550563403	-0.0120956990993896
0.205096837255184	0.194548474060831	0.161117493075028	0.15317606476138	-0.00794142831364872
0.201199870827006	0.192234676824224	0.394514784874963	0.377049777022391	-0.0174650078525723
0.260538936296584	0.241333435508175	0.353927097924863	0.327527723877965	-0.0263993740468974
0.190867574689895	0.180461072195392	0.333128451153511	0.314883322071805	-0.0182451290817062
0.180410147012328	0.169441334594289	0.219906921992264	0.207753538518372	-0.0121533834738914
0.255426355962294	0.242205081232807	0.298627472054518	0.282108032251276	-0.0165194398032414
0.197287392065138	0.18606327486296	0.225581198976633	0.213102928489153	-0.0124782704874807
0.201639024924044	0.190873600734989	0.338053924833599	0.324700411874915	-0.0133535129586839
0.180680129653145	0.171271163670149	0.222518713436317	0.212633000358025	-0.00988571307829278
0.246080598351616	0.236047248231521	0.472562044388236	0.454813441027122	-0.0177486033611142
0.200178833629194	0.190623743451644	0.235506045078312	0.22537546814911	-0.0101305769292022
0.269880938946026	0.250069473713466	0.383265300094942	0.356199381401604	-0.027065918693338
0.180139242829934	0.167865723980146	0.171586484100425	0.159460881822018	-0.0121256022784063
0.243953345727508	0.228696920152854	0.291358036734729	0.271323100910866	-0.0200349358238634
0.247983374684704	0.232595711285997	0.271182892971096	0.253814127883087	-0.0173687650880098
0.25902912312164	0.243435484395755	0.385862743673191	0.36182744386096	-0.0240352998122301
0.258190676386045	0.243991260460076	0.303776104195299	0.290899419848056	-0.0128766843472425
0.209824007476643	0.199815698451572	0.279499323142856	0.270240535550718	-0.00925878759213777
0.211241343695487	0.203295560241777	0.383919859059414	0.371008340224148	-0.0129115188352661
0.244995465934506	0.229347056801368	0.342221800463975	0.319002576122651	-0.0232192243413237
0.212406899088952	0.201722568978032	0.324653368016391	0.310307004621973	-0.0143463633944182
0.296152762230786	0.280245481042458	0.412730472893574	0.392630825147784	-0.0200996477457899
0.206031280547657	0.195466684294985	0.286827253460397	0.277371783960709	-0.00945546949968828
0.192919142990522	0.17796807027398	0.340349651115775	0.3201801162002	-0.0201695349155752
0.217268529894743	0.205264491407673	0.368799706554374	0.349751401242578	-0.019048305311796
0.268961936374793	0.255247425469154	0.364476340200711	0.348989748977814	-0.015486591222897
0.202543594000953	0.187896634400246	0.236151733613559	0.217555033484959	-0.0185967001285995
0.232028090770477	0.218454671945067	0.24092683226158	0.227454714659981	-0.0134721176015992
0.256829553013413	0.244664376166228	0.279460861486918	0.267294481416877	-0.0121663800700413
0.211465873314549	0.198970520838861	0.307188606072213	0.290006202991897	-0.0171824030803168
0.193986060572579	0.181308820921829	0.233934824560764	0.21989039606271	-0.0140444284980536
0.217372388602555	0.206129733372375	0.315237320301329	0.299802194404965	-0.0154351258963634
0.179934712193924	0.170879524985149	0.224288964474718	0.213525715583575	-0.0107632488911431
0.166129126384747	0.156982432696792	0.177367080306322	0.168155402313205	-0.00921167799311651
0.183414410032738	0.168292826873903	0.357109990525493	0.324762880806583	-0.0323471097189103
0.214642925419474	0.202072785083467	0.284415416435326	0.27181772827631	-0.0125976881590159
0.235765476889799	0.225838209564456	0.538974373576413	0.518363157793571	-0.0206112157828416
0.209944538291596	0.197957886762556	0.406956290819143	0.388075357316683	-0.0188809335024598
0.233337623005543	0.221508587662934	0.333720817413073	0.317693465577043	-0.0160273518360298
0.281084677191373	0.269612613847768	0.46488923643515	0.44593393986967	-0.0189552965654806
0.37487579716325	0.354130248422822	0.429879352186057	0.408203690510369	-0.0216756616756889
0.263748099475411	0.249611358501197	0.339247272064378	0.324742248405032	-0.0145050236593464
0.220981228671124	0.208846929657401	0.216842294720352	0.203919124292135	-0.0129231704282173
0.22024732656777	0.208249087917653	0.331950054504101	0.313410383007963	-0.0185396714961378
0.239251232648356	0.226872008286605	0.373276718942098	0.353883072512873	-0.019393646429225
0.229548574240751	0.217234626532777	0.379035292163742	0.359997074899001	-0.019038217264741
0.268206167264813	0.252060881710884	0.381251202024942	0.359303613832585	-0.0219475881923569
0.2848875578817	0.269063144473986	0.291753496388956	0.275531649244826	-0.0162218471441298
0.167877490337337	0.160030994128548	0.285655277571106	0.273634765209407	-0.0120205123616996
0.320386189329167	0.306049311408872	0.31513640709585	0.301307836148407	-0.0138285709474426
