Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_bird_richness_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_bird_richness_R	Univariate_LR_delta_R2_bird_richness_R
0.716707088189705	0.00467483008983356	0.792183392582605	0.72758717179924	-0.0645962207833651
-0.00711945973803902	0.00209711642669778	0.0000081467647573147	0.0194664851838126	0.0194583384190553
0.361675092198726	0.00219210541406529	0.981125113320023	0.980548181219426	-0.000576932100597283
0.486606493874876	0.00314144511100296	0.844070896356408	0.821630698866143	-0.0224401974902654
0.209478897063818	0.00223285418722889	0.00754804857670629	0.0245168972139227	0.0169688486372164
0.262752583189484	0.00203857099412834	0.0468001491678528	0.0875866458114286	0.0407864966435758
0.195191682531678	0.00121944934967401	0.0859873531735501	0.0972514492982894	0.0112640961247393
0.723773080217001	0.00432257420968318	0.577334334954903	0.560603597655014	-0.0167307372998896
0.46237554297409	0.00273674249309376	0.951200129665044	0.950173142922988	-0.00102698674205615
0.17876262493533	0.00102396517086014	0.0538479310803016	0.0570987360539318	0.00325080497363017
-0.473379603884293	-0.00313460343146929	0.176095327609057	0.159114962972483	-0.016980364636574
0.904024089099185	0.00524509266186442	0.193769511544492	0.194963279871032	0.00119376832654053
0.960001600682454	0.00583340747940658	0.785503709182093	0.776153346411939	-0.00935036277015422
0.00514503603851526	-0.000010938186742625	0.0000296972866350522	0.00000370510844919669	-0.0000259921781858555
1.02977163533404	0.00634997558697839	0.783840040855067	0.823588940763786	0.0397488999087194
-0.645516897609776	-0.00285938424946302	0.0313017860694828	0.0180161593068339	-0.0132856267626489
0.993997259818042	0.00600010230987579	0.272995162433529	0.284975698251489	0.0119805358179598
0.070726592183555	0.000523334200096681	0.00974664301790347	0.0137888121553702	0.00404216913746674
0.28441980126601	0.00123015080065338	0.136980668916602	0.0789341605969021	-0.0580465083196996
0.507759250713022	0.00286525170366497	0.0856700725139438	0.081360013472331	-0.00431005904161287
0.034849480439899	0.000203076458860698	0.0154398088634542	0.0142895616524268	-0.0011502472110274
0.568304264291183	0.00325912424791882	0.137709000579132	0.130000998921403	-0.00770800165772847
0.242644568013431	0.00112502651681343	0.0210556660016035	0.0138055363918379	-0.00725012960976553
1.70861466260285	0.00983054890837413	0.581396430726075	0.567692211457692	-0.0137042192683827
0.616329504286677	0.00363306120642974	0.222189939572378	0.223327209821771	0.00113727024939295
-0.289320721739239	-0.00201893567023274	0.0259662171914112	0.0290109349487373	0.0030447177573261
