Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_open_water_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_open_water_R	Univariate_LR_delta_R2_open_water_R
0.222819522244156	0.0119780795002731	0.225790609005007	0.0813211524867625	-0.144469456518245
0.30323869358435	0.00732295754276686	0.251825580364646	0.0201643858971893	-0.231661194467456
0.205667273279815	0.00485947761671801	0.348586858615999	0.0218517427838136	-0.326735115832186
0.198107318385253	0.00751068882624159	0.343317142018877	0.0571228159249463	-0.286194326093931
0.266017256220056	0.007991861766645	0.373164257482372	0.0525405451415392	-0.320623712340832
0.223004802734047	0.00758540773095151	0.452085105192932	0.0950794062751222	-0.357005698917809
0.325693178625149	0.0113707110303076	0.469895501528423	0.0836892195342097	-0.386206281994213
0.312788566151232	0.0072419101124811	0.400137607691373	0.0382746219963542	-0.361862985695019
0.263360018296483	0.00530265752585778	0.388001255005143	0.0316461509902446	-0.356355104014898
0.253337589858094	0.00588710335978533	0.305782178200249	0.0175813089098262	-0.288200869290422
0.276411448712494	0.00847596798576131	0.300161468778702	0.0356521111331699	-0.264509357645532
0.163793104152798	0.00522247537519432	0.340544575615153	0.0310607005271592	-0.309483875087994
0.21068708672015	0.00597079016255423	0.382997249662793	0.0356915976829742	-0.347305651979819
0.205096837255184	0.00966315478497401	0.161117493075028	0.0381426358357964	-0.122974857239232
0.201199870827006	0.00761054148678561	0.394514784874963	0.0538258798241719	-0.340688905050792
0.260538936296584	0.00646437798105249	0.353927097924863	0.0271617750555557	-0.326765322869307
0.190867574689895	0.00598789777440619	0.333128451153511	0.0395743284526294	-0.293554122700881
0.180410147012328	0.00709044138338464	0.219906921992264	0.0404876948253423	-0.179419227166922
0.255426355962294	0.00615915663839056	0.298627472054518	0.0228377185825697	-0.275789753471948
0.197287392065138	0.0126706183607908	0.225581198976633	0.159897777538393	-0.06568342143824
0.201639024924044	0.005584040247787	0.338053924833599	0.0256619269796531	-0.312391997853946
0.180680129653145	0.00753811462232693	0.222518713436317	0.0588711775283613	-0.163647535907956
0.246080598351616	0.00785504385272474	0.472562044388236	0.0449190533626869	-0.427642991025549
0.200178833629194	0.00750152244389265	0.235506045078312	0.0537669401368731	-0.181739104941439
0.269880938946026	0.00774215369517268	0.383265300094942	0.0489632052350838	-0.334302094859858
0.180139242829934	0.00438877238805279	0.171586484100425	0.010842252432483	-0.160744231667942
0.243953345727508	0.00622862976987305	0.291358036734729	0.0331340692969859	-0.258223967437744
0.247983374684704	0.0063349808157209	0.271182892971096	0.0188185453941078	-0.252364347576989
0.25902912312164	0.00867346094908755	0.385862743673191	0.0662115574654547	-0.319651186207736
0.258190676386045	0.0099929504445322	0.303776104195299	0.0545922840702779	-0.249183820125021
0.209824007476643	0.00531945921791851	0.279499323142856	0.0231478038783551	-0.256351519264501
0.211241343695487	0.00761079909694155	0.383919859059414	0.057542204963026	-0.326377654096388
0.244995465934506	0.00599139840218712	0.342221800463975	0.0221963499557376	-0.320025450508237
0.212406899088952	0.00743990274400443	0.324653368016391	0.0764352270866587	-0.248218140929732
0.296152762230786	0.00905113521653863	0.412730472893574	0.0431674258512909	-0.369563047042283
0.206031280547657	0.00651354359644318	0.286827253460397	0.0383336803164235	-0.248493573143974
0.192919142990522	0.00473284601556281	0.340349651115775	0.0306451253197908	-0.309704525795985
0.217268529894743	0.00580670106348166	0.368799706554374	0.0255027238172961	-0.343296982737078
