Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gurbn_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_gurbn_C	Univariate_LR_delta_R2_gurbn_C
0.150110631409529	0.156634556605674	0.38939719285353	0.395726954308354	0.00632976145482417
0.143593909798947	0.147795685621836	0.423430126884949	0.41668202265562	-0.00674810422932887
0.150132237850019	0.156243094407011	0.330987636129849	0.3339778156012	0.00299017947135177
0.148278130952505	0.153934702548841	0.390775510220833	0.390496231514525	-0.000279278706307895
0.136401569212955	0.141331406398836	0.357528677260502	0.358094076957818	0.000565399697315394
0.142400007698675	0.146786230927727	0.344323554655852	0.344470806505272	0.000147251849419994
0.155246281623498	0.160270772648161	0.307810920976839	0.3092411914663	0.00143027048946098
0.118124156484011	0.122367539024497	0.395519150074584	0.392346725272192	-0.0031724248023916
0.17362623255589	0.179076749103754	0.380245477768298	0.380437735656275	0.00019225788797661
0.141166928127341	0.146677839880615	0.458673843649753	0.460935511792838	0.00226166814308465
0.1248543618432	0.129236500640835	0.3023738236271	0.299862842491623	-0.00251098113547771
0.185858489271754	0.191136956551728	0.452081650182312	0.449611538669949	-0.00247011151236265
0.167546750254902	0.174339284494039	0.375943147526609	0.378377574937693	0.00243442741108407
0.140868118859595	0.144459032889597	0.414632345042468	0.410078714654997	-0.00455363038747103
0.133967017789341	0.138090346692102	0.420976909546387	0.419407695327514	-0.0015692142188734
0.134100123371274	0.139147844289068	0.388420795493179	0.392229840827844	0.00380904533466464
0.121846303952743	0.12747125574701	0.351421649490719	0.355606669991786	0.00418502050106734
0.122420030009725	0.125991538537612	0.471212615187751	0.464447682694053	-0.00676493249369775
0.130064054004673	0.134788494426862	0.376337778374672	0.378030515976884	0.00169273760221128
0.110504590470904	0.113507437541563	0.306668137521716	0.304062420081297	-0.00260571744041871
0.14813790410505	0.154239965140208	0.444939079400201	0.451794734186272	0.00685565478607159
0.133802533498321	0.140064755612398	0.455815724520116	0.456646341733037	0.000830617212920437
0.142305594922317	0.146911199641259	0.330458400866036	0.331741648381083	0.00128324751504694
0.0887228017934336	0.0925998828269759	0.266479568252722	0.267480015657972	0.00100044740525018
0.124405795685512	0.128934631542079	0.379636468661319	0.377940592650387	-0.00169587601093207
0.115314910707885	0.120403587418175	0.408539944472711	0.409765530232333	0.00122558575962156
0.164462831673758	0.171190383089122	0.478858295513728	0.480926210354262	0.00206791484053398
0.13198902519245	0.135707208714169	0.313350476519462	0.310835399640073	-0.00251507687938918
0.163364605779724	0.169923081193565	0.397965093440934	0.399457354056314	0.00149226061538016
0.128488066173242	0.132995678868081	0.308694803993136	0.310413079629429	0.0017182756362924
0.109880667904805	0.113990189085075	0.25922513572072	0.259713343501764	0.000488207781043692
0.140220586495874	0.144945372625943	0.403083292408821	0.398940911944806	-0.00414238046401544
0.146435949496081	0.150460508133449	0.423246077822098	0.421338800256203	-0.00190727756589587
0.128998941374104	0.132668765926725	0.371466268343809	0.369840590891496	-0.00162567745231273
0.126561782370573	0.132477514577637	0.41546608551048	0.418248491259383	0.00278240574890309
0.136107859034758	0.141021698663503	0.476383637080262	0.47447609770829	-0.00190753937197224
0.140733327238492	0.145939205616406	0.556004129907417	0.555141249089101	-0.000862880818316092
0.129607834256173	0.13468645309743	0.409368574888041	0.40843480666049	-0.000933768227550258
0.13551251153612	0.139591583018016	0.410410336679251	0.408690399669966	-0.0017199370092858
0.104609805229639	0.108229656227835	0.28731324429355	0.287203261485672	-0.00010998280787744
0.195413209456916	0.203246780666936	0.348059156899401	0.34989804147842	0.00183888457901865
0.125582901738989	0.1301936055406	0.325810898955677	0.326407819305377	0.000596920349699881
0.108165347333613	0.111434440981234	0.343486995801337	0.338889251496489	-0.00459774430484844
0.109619648931537	0.116003158617399	0.345019088759316	0.352018773413097	0.00699968465378109
0.101280563914629	0.10513273242992	0.304026961380889	0.301615956428112	-0.00241100495277663
0.101271374835581	0.106686127994731	0.342399613724819	0.34436000992888	0.00196039620406119
0.16167411389264	0.167588041803344	0.3885753279518	0.395221828695442	0.00664650074364165
0.165683645034129	0.171348627291665	0.367353503040451	0.368002821560494	0.00064931852004263
0.11082735887724	0.114595150661567	0.275202527851895	0.27452659291894	-0.00067593493295498
0.11413279946993	0.119157207422379	0.354463279699986	0.357721036359971	0.00325775665998485
0.167150258214366	0.172276523033664	0.448748873696486	0.44851122126604	-0.000237652430445989
0.134538909177353	0.13980177646026	0.398434881653583	0.399499854589157	0.00106497293557417
0.16680676673	0.175805240809099	0.413728691165001	0.420368964443471	0.00664027327846972
0.130142501566864	0.136120524484982	0.346182613443141	0.34932278454106	0.00314017109791953
0.177545972454056	0.183630565207269	0.517491157582908	0.517974831945745	0.000483674362836806
0.141200400094332	0.148173617962899	0.408471915917682	0.411213726547277	0.00274181062959472
0.115092081599442	0.118911184231073	0.438469724867065	0.433805040912452	-0.00466468395461223
0.117659472344966	0.122313892421948	0.406909360804721	0.405850608224464	-0.00105875258025673
0.0867008690427266	0.0913717063478718	0.255909997458965	0.25893899945425	0.00302900199528489
0.135108104602073	0.139629808140961	0.378987912988676	0.381208383387482	0.00222047039880607
0.148353431941047	0.153847793606632	0.443471319751828	0.44765196023714	0.00418064048531153
0.133060636348565	0.135859335172017	0.382061752010204	0.376154865649376	-0.00590688636082831
0.116685066227607	0.120163979588623	0.343897309403295	0.344274361271291	0.000377051867995748
0.181792085784408	0.187108976540292	0.497363249114305	0.497467710401644	0.000104461287338375
0.164597097147314	0.169709463373764	0.42321175825163	0.426057274845749	0.00284551659411891
0.11240307604504	0.11698650418047	0.407611234908818	0.410190409500037	0.00257917459121948
0.150993107448069	0.154869374270015	0.337686203019005	0.335475343217078	-0.00221085980192726
0.136403500858624	0.142379811418387	0.348641642649928	0.352356220031154	0.00371457738122533
0.124280591984046	0.127854833063752	0.336235478912367	0.32808164153216	-0.00815383738020703
0.133658570275105	0.137095232980922	0.338975152182006	0.325721538004383	-0.0132536141776229
0.122242128033875	0.124489341179072	0.318689215192691	0.310630067276657	-0.00805914791603413
0.120251383016601	0.125285238738745	0.335673538010134	0.33376543115416	-0.00190810685597415
0.10988246395864	0.114137726725855	0.326260303655521	0.321970185225204	-0.00429011843031685
0.181431125387418	0.186701041584215	0.474818025108958	0.472371417530139	-0.00244660757881943
