Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_elevation_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_elevation_R	Univariate_LR_delta_R2_elevation_R
0.509348634063282	0.000628522815747228	0.501592752472326	0.0569880087496893	-0.444604743722637
0.161277939848129	0.000557606722658255	0.128795083744666	0.0841257017158179	-0.0446693820288484
0.315069315823578	0.00274749964645964	0.171460156214606	0.192826779716899	0.0213666235022923
0.181228010384823	0.000816949100773559	0.194462916269028	0.264028962795196	0.0695660465261677
0.0807262044704342	0.000575912394724784	0.0155085973033488	0.0327254448064831	0.0172168475031343
0.264527871520785	0.000521826747115154	0.335467567228521	0.074965491805613	-0.260502075422908
0.351783052979205	0.00100838738535475	0.392980579391446	0.337838319703542	-0.0551422596879034
0.266439706225198	0.000611722655166452	0.307177978213235	0.0795892401105398	-0.227588738102696
0.200535996575834	0.00141480133051555	0.129583487887477	0.31093110347029	0.181347615582814
0.285993986073786	0.00153039921331719	0.414382956180605	0.543968742620711	0.129585786440106
0.389843653990515	0.00089021784539181	0.233513714640596	0.0945833492793283	-0.138930365361267
0.28978942822516	0.000710936323255177	0.0860889049763043	0.0702151970269894	-0.0158737079493149
0.203299055438912	0.00142708202990778	0.160772201373582	0.431648268193629	0.270876066820048
0.246282500717424	0.00174841641290917	0.213465450274872	0.654163334964257	0.440697884689385
0.228643762567207	0.00147896301442474	0.156573133785999	0.363299532770786	0.206726398984787
0.0951818943085608	-0.000176228475874991	0.0173173966451589	0.00338835723914517	-0.0139290394060138
0.325869211709431	0.00126046699208111	0.477480433085215	0.671732265618523	0.194251832533308
0.329931354673836	0.000771981837443939	0.263121542323268	0.0556194461581668	-0.207502096165102
0.357355679266791	0.000568285220310986	0.72968425213064	0.146171519026189	-0.583512733104451
0.0595397877392208	0.000326610196248617	0.0182528021468278	0.0459171015468096	0.0276642993999818
0.258026002031862	0.000728153248740402	0.144083455553165	0.102848825641172	-0.0412346299119929
0.287675192226792	0.00112241302236713	0.570973876532829	0.592583247147775	0.0216093706149458
0.458449070804559	0.00240755253035078	0.548233437375058	0.670013793319469	0.12178035594441
0.216714014042273	0.000341614684556808	0.159776713300561	0.0383585533769019	-0.121418159923659
0.543467409014854	0.00182667566564105	0.353862621749971	0.181888856840839	-0.171973764909132
0.532350643706609	0.00159679687206603	0.474401068708889	0.434402346357411	-0.0399987223514776
0.0956356568589826	0.000996330659736542	0.0352525975724388	0.224993863615775	0.189741266043337
0.410587611235948	0.00156162751915796	0.460330754989065	0.244259002422302	-0.216071752566763
0.45643201535401	0.00148809972998043	0.347806990861149	0.260893433266043	-0.0869135575951061
0.2267030072019	0.00131980387231506	0.152422384347048	0.29188891449734	0.139466530150292
0.272262424192691	0.00168767780195307	0.179146411499781	0.342386036556274	0.163239625056493
0.169519492866542	0.000894486169556917	0.0629110608516909	0.13231994132396	0.069408880472269
0.205512425829247	0.000319646872898857	0.0271402170780602	0.017558147863486	-0.00958206921457421
0.411730807170089	0.00125399703656772	0.573260957959234	0.432309870679965	-0.140951087279269
0.742662107165122	0.00256893925381994	0.632117567918354	0.158614745370292	-0.473502822548062
0.253939159458204	0.000802419769501732	0.0630191665679134	0.123790275347733	0.06077110877982
0.205016294734511	0.000628630339943461	0.112754797957632	0.118699499475662	0.00594470151802977
0.288165709335759	0.000455490803241159	0.179372333072955	0.0289802987960475	-0.150392034276907
0.318677493092491	0.00154633543079671	0.345777667103719	0.458265487914934	0.112487820811215
0.337823212762906	0.00138082527349022	0.194656666488565	0.397231497067655	0.202574830579091
0.512546259455603	0.000621231567068325	0.236034445797476	0.0427532724381925	-0.193281173359283
0.465287785152358	0.0019060531549508	0.474044921078902	0.623926552153502	0.1498816310746
0.179382993457596	0.000284186845817259	0.0586173811693954	0.00501417745020611	-0.0536032037191893
0.527047809155911	0.00125038465870828	0.366630750289874	0.206934725560452	-0.159696024729421
0.257420569318673	0.00108033803010032	0.297651367200353	0.339893854180992	0.0422424869806394
0.288293723783326	0.00172826965500662	0.0828206745148953	0.142621466339454	0.0598007918245585
0.28465415537388	0.000592923571159282	0.11248343066316	0.0505986452937714	-0.0618847853693881
0.125700427714017	0.000180341862829259	0.065873302570368	0.0176915831726519	-0.0481817193977161
0.292531297135728	0.0015196128881162	0.389610179216604	0.455852779920287	0.0662426007036829
0.459422156617499	0.00142830118601219	0.43399152296117	0.61207283428914	0.17808131132797
0.250925461615483	0.000445028755198124	0.274639844389712	0.0376823630513874	-0.236957481338325
0.218539362889769	0.00080187072398817	0.11329977928515	0.036149761412985	-0.0771500178721654
0.379183007871704	0.00111071256273904	0.45503270320628	0.432119101316284	-0.0229136018899961
