Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gflsu_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_gflsu_C	Univariate_LR_delta_R2_gflsu_C
0.500384782454601	0.500484213228039	0.529724608852601	0.529677324703004	-4.72841495972043e-05
0.598734101977677	0.598786664886864	0.310465847319546	0.310389155979136	-7.66913404091629e-05
0.397733803848193	0.397798679370032	0.362807603232674	0.362777196257945	-3.0406974728503e-05
0.379702274638744	0.379755731412774	0.39258871916929	0.39253665098434	-5.20681849496274e-05
0.475676014185618	0.475741787535111	0.475778044516905	0.475717108569776	-6.09359471293591e-05
0.481567273429568	0.481703260676523	0.362777139823593	0.36275003341963	-2.71064039628066e-05
0.426731519872568	0.426811309540047	0.456431413562904	0.456203578570223	-0.000227834992681142
0.402994589428909	0.403072694259992	0.375760211549618	0.375735278822128	-2.49327274899902e-05
0.556105674539595	0.556211711944633	0.543590561639994	0.543579914957329	-1.06466826652607e-05
0.485652799017552	0.485740011355761	0.532394677901439	0.532364569442424	-3.01084590152989e-05
0.389239481185579	0.389302440009281	0.420633095893462	0.420598603729952	-3.44921635100359e-05
0.406869850896763	0.406961292178738	0.523663905674913	0.523658925803079	-4.97987183489812e-06
0.724099687231873	0.724213748343183	0.439337421967761	0.439243371443143	-9.40505246180834e-05
0.69184430446921	0.691986115433806	0.441242287796801	0.441174784168079	-6.75036287222097e-05
0.406754153301763	0.406797483552548	0.338779133681712	0.33871524746686	-6.38862148517605e-05
0.622013404250828	0.622049601784973	0.386967759624676	0.386856788812696	-0.000110970811979749
0.4644906836007	0.464597025971245	0.616330709938815	0.616268130217707	-6.25797211076806e-05
0.474161031452312	0.474296705751257	0.365748978641581	0.365738337116635	-1.06415249457315e-05
0.484134689476405	0.484190606681751	0.404365580607366	0.404281402168579	-8.41784387863864e-05
0.406192443450864	0.406270325261675	0.410402333426672	0.410384062720959	-1.82707057128084e-05
0.431673433897665	0.431763142081945	0.481153094265713	0.481160052744679	6.95847896614588e-06
0.435906408808703	0.435998822957713	0.578256834263428	0.578222032926677	-3.48013367508226e-05
0.482186160281811	0.48227052991073	0.463957806884237	0.463911532469003	-4.62744152339711e-05
0.35047244626973	0.350580206907233	0.450195550687902	0.450152562892536	-4.29877953659896e-05
0.456026497921207	0.456112121551859	0.411078775608758	0.411058614920981	-2.01606877769378e-05
0.498496156873473	0.498535041973154	0.368703749461164	0.36858002431655	-0.000123725144614339
0.429520856533532	0.429611750763931	0.469670388365547	0.469623915453129	-4.6472912417661e-05
0.549097979092012	0.549199949332452	0.458935834449754	0.458913851512783	-2.19829369716984e-05
0.393824641263865	0.393893897317905	0.336190937411826	0.336173040513043	-1.78968987833428e-05
0.363273053838869	0.363343226155403	0.432840580789488	0.432823163326122	-1.74174633658097e-05
0.40823964259397	0.408325452213284	0.421260825303892	0.421280240256784	1.94149528914278e-05
0.362557138031507	0.36260560826876	0.39535641686789	0.395332964215693	-2.34526521964984e-05
0.350429342803703	0.350480613718441	0.408250401668753	0.408250502800518	1.01131764851381e-07
0.38654895135973	0.386614109869738	0.468821021312595	0.468833929019665	1.29077070699646e-05
0.350262757682986	0.350328655673552	0.426564492835173	0.426517566004319	-4.69268308539994e-05
0.384003525015585	0.384088191529989	0.460603493204345	0.46062820495431	2.47117499649341e-05
0.782976204893794	0.78309749392725	0.517983684916841	0.517898939526957	-8.47453898837891e-05
0.429921587824571	0.429983683616235	0.42763785839022	0.427541026151757	-9.68322384630738e-05
0.601550419709332	0.601593717961153	0.271673010477295	0.271616099644849	-5.69108324458001e-05
0.437938487407643	0.438009124977193	0.350973545675491	0.350924628888233	-4.8916787257991e-05
