Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_elevation_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_elevation_R	Univariate_LR_delta_R2_elevation_R
0.151037596253434	0.000484761076265334	0.388325426211782	0.340120276656346	-0.0482051495554358
0.142351138918963	0.000494974387505539	0.436539917974483	0.362965812439311	-0.0735741055351716
0.15061894103494	0.000502257314343303	0.331484844169957	0.294555919672246	-0.0369289244977116
0.149109501396845	0.000439665344921993	0.391100929521009	0.300029377255957	-0.0910715522650528
0.138266030192787	0.000400713057268831	0.356658123281561	0.24283961620042	-0.113818507081141
0.134413272461843	0.000503713608874217	0.330923808029505	0.323004165131916	-0.00791964289758956
0.155307271787103	0.000446637172086482	0.310004758301913	0.203977367262422	-0.106027391039491
0.119355114818103	0.000294460273541542	0.400810233416745	0.204679680959941	-0.196130552456804
0.174478796573689	0.000539711604519871	0.381230953168027	0.306065358738171	-0.0751655944298551
0.141288382665203	0.000519648243476792	0.460137053713518	0.314892405404732	-0.145244648308786
0.124977933278092	0.000335737123541017	0.312145938476485	0.170099527261607	-0.142046411214878
0.185951839082199	0.000555003330969537	0.451731478046589	0.294498233686154	-0.157233244360435
0.168564799701209	0.00048967379477944	0.377600859698911	0.26867812787675	-0.108922731822161
0.14135447652732	0.000427199996694631	0.413702606823832	0.250067939961149	-0.163634666862683
0.134935570076318	0.000352131512347317	0.419738184440104	0.316606768324753	-0.103131416115351
0.130515677604834	0.000442096685812164	0.397665040346926	0.326802582037933	-0.0708624583089932
0.118385804491202	0.000548015196356216	0.339165400049451	0.352726941731018	0.013561541681567
0.127284746478565	0.000387072207564793	0.476114711898614	0.282707605016258	-0.193407106882355
0.131660802094227	0.000288169277215665	0.384057067358761	0.13726578615274	-0.246791281206021
0.111963322227191	0.000282430706476743	0.3062869797441	0.172001823806645	-0.134285155937455
0.149408681848003	0.000457108752659068	0.447118584520673	0.329653256060474	-0.117465328460199
0.13640914292868	0.000464225918051978	0.456014578378146	0.301272071444321	-0.154742506933825
0.143259365536412	0.000526190065460984	0.33308702249657	0.301465569780714	-0.0316214527158556
0.0889051014579	0.000282798252206175	0.266434951177938	0.161030569789663	-0.105404381388275
0.131796710628302	0.000340326061126115	0.412682574149289	0.226087864662726	-0.186594709486563
0.115786231625102	0.000410424830960231	0.410285761144215	0.303161699329186	-0.107124061815029
0.163143613161208	0.000552216268190195	0.473531814679412	0.34953359371801	-0.123998220961402
0.13198902519245	0.000288608435965131	0.313350476519462	0.124321873356423	-0.189028603163038
0.164516550807871	0.000398344947825779	0.398229545449678	0.185244111522326	-0.212985433927352
0.128529485068277	0.000486698888717932	0.308367486609988	0.357973678167606	0.0496061915576174
0.116678355444994	0.000311835968901118	0.24522814058283	0.107670587447945	-0.137557553134885
0.138825719796921	0.000527606126516857	0.389492704390551	0.33382502096784	-0.0556676834227111
0.147276902921486	0.000527470548414061	0.431945154610262	0.367347869478324	-0.0645972851319376
0.130123660943006	0.000330713639346555	0.377802715056061	0.253323795488291	-0.12447891956777
0.128381053985146	0.000265892644788862	0.418256084433854	0.118813423667523	-0.299442660766331
0.129341129764886	0.000383010862994394	0.443109278248909	0.263390305270298	-0.179718972978611
0.140733327238492	0.000437985561974235	0.556004129907417	0.384140876826596	-0.171863253080821
0.129607834256173	0.000306668087917898	0.409368574888041	0.185340645168385	-0.224027929719655
0.137703504654396	0.000436572366059712	0.410167750547781	0.242860188211327	-0.167307562336454
0.104801394527245	0.000336710121423242	0.287285254424253	0.182277066812317	-0.105008187611936
0.167174317588601	0.000406775280350679	0.341025919299594	0.176637472977449	-0.164388446322145
0.12730027966483	0.000507257738128173	0.334713137238643	0.267973305647398	-0.0667398315912448
0.1081132237092	0.000253595976629495	0.340713748996775	0.15747259953461	-0.183241149462165
0.109772319157903	0.000482677998841784	0.344956972434441	0.308535244112242	-0.0364217283221987
0.10200738123783	0.000321356167445835	0.303232283563617	0.203737987680429	-0.0994942958831883
0.115063078355839	0.000416142114925548	0.325618866620299	0.230232425925291	-0.0953864406950075
0.16098771583314	0.000619531510123693	0.3925870828435	0.41425098128813	0.0216638984446305
0.168508375632228	0.000473785281258224	0.369860938295555	0.23093166213417	-0.138929276161385
0.115524921683664	0.000321690270505481	0.283221313477317	0.147000222594767	-0.13622109088255
0.113222392683958	0.000377272524410512	0.363338257183709	0.279148752751262	-0.0841895044324467
0.160074317167777	0.000653224058245256	0.446458916200413	0.450210119671041	0.00375120347062768
0.134538909177353	0.000483648493856547	0.398434881653583	0.303110571573671	-0.0953243100799117
0.154685758255744	0.0004160959754995	0.407572357341492	0.285878968845054	-0.121693388496438
0.131499871809474	0.000468044572207256	0.350865285964987	0.271431174466533	-0.079434111498454
0.179245833509231	0.000586589233166476	0.523698251731677	0.381468999930907	-0.14222925180077
