Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_wetland_combine_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_wetland_combine_R	Univariate_LR_delta_R2_wetland_combine_R
0.500384782454601	0.499047463242435	0.529724608852601	0.530480327446201	0.000755718593600241
0.598734101977677	0.59628748689877	0.310465847319546	0.309059948405052	-0.0014058989144935
0.397733803848193	0.39812606522374	0.362807603232674	0.365016963328977	0.00220936009630313
0.379702274638744	0.37997329366835	0.39258871916929	0.39287126137244	0.00028254220314966
0.475676014185618	0.474217862236083	0.475778044516905	0.475381852642815	-0.000396191874090623
0.481567273429568	0.47964510017562	0.362777139823593	0.361108441402833	-0.00166869842075912
0.426731519872568	0.425194881354896	0.456431413562904	0.453927341801458	-0.00250407176144601
0.402994589428909	0.400986427899552	0.375760211549618	0.373198490508395	-0.0025617210412231
0.556105674539595	0.556573649771177	0.543590561639994	0.542835591633745	-0.000754970006249245
0.485652799017552	0.48702539531439	0.532394677901439	0.535321390652977	0.00292671275153811
0.389239481185579	0.389645188906064	0.420633095893462	0.421752015702152	0.00111891980869017
0.406869850896763	0.405267435746071	0.523663905674913	0.522147094557056	-0.00151681111785706
0.724099687231873	0.720589331231661	0.439337421967761	0.436723117981003	-0.00261430398675772
0.69184430446921	0.692041372292945	0.441242287796801	0.441349582017698	0.000107294220896836
0.406754153301763	0.405536367205472	0.338779133681712	0.336678095763332	-0.00210103791838023
0.622013404250828	0.622483822328604	0.386967759624676	0.386392973344691	-0.000574786279984918
0.4644906836007	0.462988232474131	0.616330709938815	0.615606306255776	-0.00072440368303861
0.474161031452312	0.474388969013383	0.365748978641581	0.366383612983031	0.000634634341450169
0.484134689476405	0.48201392530581	0.404365580607366	0.404027696552006	-0.000337884055359727
0.406192443450864	0.405514018598065	0.410402333426672	0.409544610760858	-0.000857722665814631
0.431673433897665	0.430851189662629	0.481153094265713	0.481444353861169	0.000291259595456783
0.435906408808703	0.438720877231604	0.578256834263428	0.584443512459462	0.00618667819603447
0.482186160281811	0.480419492923642	0.463957806884237	0.462404523157193	-0.00155328372704444
0.35047244626973	0.350174537410222	0.450195550687902	0.451226883178791	0.00103133249088888
0.456026497921207	0.454494371651857	0.411078775608758	0.410806462540449	-0.000272313068309438
0.498496156873473	0.496659256107235	0.368703749461164	0.366996231524508	-0.00170751793665663
0.429520856533532	0.4293148583259	0.469670388365547	0.471690618332174	0.00202022996662704
0.549097979092012	0.550117815617205	0.458935834449754	0.459068251408594	0.000132416958839809
0.393824641263865	0.393169674291351	0.336190937411826	0.33637645638992	0.000185518978093491
0.363273053838869	0.360707213798171	0.432840580789488	0.428407364651496	-0.00443321613799219
0.40823964259397	0.410995560772668	0.421260825303892	0.427397845799323	0.00613702049543108
0.362557138031507	0.3620782736829	0.39535641686789	0.39481259278777	-0.000543824080119992
0.350429342803703	0.348137275668213	0.408250401668753	0.406675859426414	-0.00157454224233883
0.38654895135973	0.38366166028795	0.468821021312595	0.46564161082132	-0.0031794104912744
0.350262757682986	0.351252757708373	0.426564492835173	0.430299534474397	0.00373504163922356
0.384003525015585	0.385222018567454	0.460603493204345	0.461854022787524	0.00125052958317806
0.782976204893794	0.782794900851822	0.517983684916841	0.517097277216694	-0.000886407700147029
0.429921587824571	0.427458628995181	0.42763785839022	0.423658068706361	-0.0039797896838597
0.601550419709332	0.601886833828566	0.271673010477295	0.272068325508918	0.000395315031622934
0.437938487407643	0.442979556080603	0.350973545675491	0.359238853495286	0.00826530781979473
0.463057526076243	0.463484086904655	0.49810171486629	0.497621052252314	-0.000480662613976113
0.570633711838618	0.568085377092755	0.367523319253551	0.365928470405817	-0.00159484884773436
0.471344825821115	0.471969741251876	0.504167203690353	0.506657974154132	0.00249077046377977
0.291484590419602	0.290931621508377	0.278041608887947	0.277985452065408	-0.0000561568225396214
0.349076385844539	0.348010932261391	0.328629981761808	0.326338005978119	-0.00229197578368862
0.352169866054658	0.35137453304468	0.423838106044178	0.424019249778924	0.00018114373474537
0.637857495274072	0.637435292768363	0.306167313362339	0.305893877241056	-0.000273436121283555
0.518247310515415	0.516839205519894	0.408857281480034	0.405947461610061	-0.00290981986997346
0.458480056801202	0.458865450306814	0.344433985112679	0.343645632760325	-0.000788352352354083
0.595715418574304	0.595408643514256	0.466525849208692	0.465141654815792	-0.00138419439289988
0.425908958064217	0.425777260917134	0.492623525085882	0.4925491096497	-0.0000744154361823623
0.365895239883394	0.363728389238771	0.436113431006194	0.434067975383746	-0.00204545562244796
0.523599875767326	0.523098200005614	0.371771529138599	0.370998636831359	-0.000772892307240036
0.592195918894034	0.588486552075794	0.48605633152856	0.485776882461873	-0.000279449066687143
