Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Deciduous_broad_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_Deciduous_broad_C	Univariate_LR_delta_R2_Deciduous_broad_C
0.500384782454601	0.928318313888378	0.529724608852601	0.0609579426690639	-0.468766666183537
0.598734101977677	0.881048802431887	0.310465847319546	0.0186268606219422	-0.291838986697603
0.397733803848193	1.09104024096557	0.362807603232674	0.071680080071719	-0.291127523160955
0.379702274638744	1.04526277612316	0.39258871916929	0.0804706356616028	-0.312118083507687
0.475676014185618	0.906401552200987	0.475778044516905	0.0437714156334352	-0.43200662888347
0.481567273429568	1.14212963466397	0.362777139823593	0.0442248047702403	-0.318552335053352
0.426731519872568	0.817601904623345	0.456431413562904	0.0487571382769882	-0.407674275285916
0.402994589428909	0.586759374941175	0.375760211549618	0.0230863434417583	-0.35267386810786
0.556105674539595	1.46614763390973	0.543590561639994	0.0910186944257059	-0.452571867214288
0.485652799017552	1.24849006483458	0.532394677901439	0.0912072589794757	-0.441187418921963
0.389239481185579	1.06577555324204	0.420633095893462	0.0599653141390554	-0.360667781754407
0.406869850896763	1.17076408683778	0.523663905674913	0.0866694351498195	-0.436994470525094
0.724099687231873	1.69643763040464	0.439337421967761	0.0505627565244106	-0.38877466544335
0.69184430446921	1.5180076979153	0.441242287796801	0.0566255459333261	-0.384616741863475
0.406754153301763	1.27759494924659	0.338779133681712	0.0587926753656397	-0.279986458316072
0.622013404250828	1.3209012935355	0.386967759624676	0.0475541844424846	-0.339413575182191
0.4644906836007	1.23324997770844	0.616330709938815	0.0753713757160083	-0.540959334222806
0.474161031452312	1.13593996189277	0.365748978641581	0.0505152546573875	-0.315233723984193
0.484134689476405	0.842465223314278	0.404365580607366	0.0293779425413215	-0.374987638066044
0.406192443450864	0.947993367541083	0.410402333426672	0.0789430535371025	-0.33145927988957
0.431673433897665	0.934975931659561	0.481153094265713	0.0498381136551469	-0.431314980610566
0.435906408808703	0.972623894738791	0.578256834263428	0.0683777830379364	-0.509879051225491
0.482186160281811	0.958849717867762	0.463957806884237	0.0472344984370766	-0.41672330844716
0.35047244626973	1.13307411330318	0.450195550687902	0.0914057238633569	-0.358789826824545
0.456026497921207	0.832261215308914	0.411078775608758	0.0539186303322262	-0.357160145276532
0.498496156873473	1.22678381230144	0.368703749461164	0.0642246776763928	-0.304479071784771
0.429520856533532	1.01706638891751	0.469670388365547	0.0522311506731351	-0.417439237692412
0.549097979092012	1.29075541156296	0.458935834449754	0.0525722981414429	-0.406363536308311
0.393824641263865	1.51561112001493	0.336190937411826	0.0734482209592076	-0.262742716452619
0.363273053838869	0.626987588289614	0.432840580789488	0.0417760997944109	-0.391064480995077
0.40823964259397	1.3577239988113	0.421260825303892	0.0948419143978235	-0.326418910906069
0.362557138031507	0.882659354035881	0.39535641686789	0.0534187983588873	-0.341937618509002
0.350429342803703	0.703274199432865	0.408250401668753	0.0425019948995374	-0.365748406769216
0.38654895135973	1.06090468612794	0.468821021312595	0.100349534943666	-0.368471486368929
0.350262757682986	0.675701151295434	0.426564492835173	0.0484450636783327	-0.37811942915684
0.384003525015585	0.969244491590233	0.460603493204345	0.0843264642803837	-0.376277028923962
0.782976204893794	2.26661739504484	0.517983684916841	0.0947501289186546	-0.423233555998186
0.429921587824571	0.686299697106679	0.42763785839022	0.0352255092481813	-0.392412349142039
0.601550419709332	2.29290469069565	0.271673010477295	0.0925897878576125	-0.179083222619683
0.437938487407643	1.49441773608666	0.350973545675491	0.125422704060075	-0.225550841615416
0.463057526076243	0.793323379411224	0.49810171486629	0.0373370394908605	-0.460764675375429
0.570633711838618	1.24573721930537	0.367523319253551	0.0445157444945996	-0.323007574758952
0.471344825821115	1.05750494817793	0.504167203690353	0.049736531138899	-0.454430672551454
0.291484590419602	0.707071885713326	0.278041608887947	0.0479612685461631	-0.230080340341784
0.349076385844539	1.19368954618848	0.328629981761808	0.0833264158707786	-0.245303565891029
0.352169866054658	1.13868045192131	0.423838106044178	0.121330388590692	-0.302507717453487
0.637857495274072	0.868562826425733	0.306167313362339	0.0167016963026358	-0.289465617059704
0.518247310515415	0.874546771234155	0.408857281480034	0.0238019592063245	-0.38505532227371
0.458480056801202	1.2797459820926	0.344433985112679	0.0428692849346554	-0.301564700178024
0.595715418574304	1.83767952356996	0.466525849208692	0.080353148296544	-0.386172700912148
0.425908958064217	1.46216209351783	0.492623525085882	0.109873521230785	-0.382750003855098
0.365895239883394	1.10733869567721	0.436113431006194	0.103573542669365	-0.332539888336829
0.523599875767326	0.976682237228998	0.371771529138599	0.0305870783058378	-0.341184450832761
0.592195918894034	2.47996043118262	0.48605633152856	0.40664480290911	-0.0794115286194501
0.433339764031122	0.644527984547711	0.295232197681011	0.0214622562985987	-0.273769941382412
0.41790951774112	1.09615789362199	0.528077663948426	0.0767029517239448	-0.451374712224481
0.425658940868453	1.40192771897094	0.32385053316737	0.0617091646978288	-0.262141368469541
0.5183700882234	1.41150107873963	0.443814065198077	0.061905272408915	-0.381908792789162
0.614880193416137	0.911941052981103	0.431971863847771	0.0287136087235101	-0.403258255124261
0.624781515668878	1.70427370777671	0.328097817182146	0.0461976932740924	-0.281900123908054
0.492453529719684	0.728928986207061	0.544958969249247	0.0436816192308716	-0.501277350018375
0.638426167714997	1.81191389180421	0.464959786668546	0.0994578524968937	-0.365501934171652
0.513830948050231	1.68948085312885	0.544148933071556	0.162305341278006	-0.38184359179355
0.421179212400409	0.857554065215649	0.234546411804383	0.0249163890250055	-0.209630022779377
0.539746120624576	1.22766047928404	0.503260395367419	0.0361906185529446	-0.467069776814475
0.34639660261548	1.06423247642141	0.387718135533337	0.0834898303271009	-0.304228305206236
0.359748207175915	1.29902512792771	0.422808190547482	0.0812044336484623	-0.34160375689902
0.529668199950621	0.860018520728028	0.393083571618718	0.0250540541968284	-0.368029517421889
0.503836443891332	0.772198043635038	0.349344634254206	0.0308429908486789	-0.318501643405527
0.445307776366745	1.24829678145929	0.357470915775356	0.0608573492969236	-0.296613566478433
0.50884391058068	0.865042644984088	0.523446213188807	0.0371219282046853	-0.486324284984122
0.67850646384122	1.98560802385071	0.378321932931629	0.0484902838857353	-0.329831649045894
0.334359137556116	0.945396427857112	0.360191090554627	0.0675588537368155	-0.292632236817812
0.472803191465967	1.28237589560662	0.441837458465318	0.0520818225216883	-0.38975563594363
0.50236130566053	1.25159319703269	0.603832337228195	0.11261911732649	-0.491213219901705
0.460086833679272	1.26330608015747	0.551333522374054	0.0822140970211603	-0.469119425352894
