Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gcrop_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_gcrop_C	Univariate_LR_delta_R2_gcrop_C
0.151037596253434	0.204177199367918	0.388325426211782	0.394442593947242	0.0061171677354605
0.142351138918963	0.190493248537047	0.436539917974483	0.422698931793056	-0.0138409861814263
0.15061894103494	0.208284017781444	0.331484844169957	0.342885276159068	0.0114004319891108
0.149109501396845	0.198698147316751	0.391100929521009	0.383199803945298	-0.00790112557571093
0.138266030192787	0.184763609991598	0.356658123281561	0.349711706069294	-0.00694641721226763
0.134413272461843	0.186472857258248	0.330923808029505	0.335862530891913	0.00493872286240765
0.155307271787103	0.213950141214569	0.310004758301913	0.317984048862635	0.007979290560722
0.119355114818103	0.164134624006973	0.400810233416745	0.408529770362731	0.00771953694598648
0.174478796573689	0.235816864422569	0.381230953168027	0.385620762896196	0.00438980972816949
0.141288382665203	0.193399197476598	0.460137053713518	0.458103709489902	-0.00203334422361579
0.124977933278092	0.169445274807506	0.312145938476485	0.313621878831371	0.00147594035488646
0.185951839082199	0.253943855839031	0.451731478046589	0.447917768191511	-0.00381370985507862
0.168564799701209	0.230730616433559	0.377600859698911	0.38031404510705	0.00271318540813953
0.14135447652732	0.195158338093489	0.413702606823832	0.41847953878334	0.00477693195950796
0.134935570076318	0.181031118782684	0.419738184440104	0.430039805901817	0.0103016214617124
0.130515677604834	0.179656082006259	0.397665040346926	0.400560728780274	0.00289568843334798
0.118385804491202	0.160676235029644	0.339165400049451	0.343668670197261	0.00450327014780993
0.127284746478565	0.17792866156688	0.476114711898614	0.492361062460515	0.0162463505619012
0.131660802094227	0.17409734897285	0.384057067358761	0.370756353439151	-0.0133007139196104
0.111963322227191	0.156859158479496	0.3062869797441	0.329184527627923	0.0228975478838229
0.149408681848003	0.205598815649962	0.447118584520673	0.455893500301288	0.00877491578061496
0.13640914292868	0.185499324904827	0.456014578378146	0.456743204830806	0.000728626452659753
0.143259365536412	0.195094197662776	0.33308702249657	0.325024189968301	-0.00806283252826862
0.0889051014579	0.125706012293268	0.266434951177938	0.272427956177827	0.00599300499988975
0.131796710628302	0.181953517451822	0.412682574149289	0.429657864274966	0.0169752901256768
0.115786231625102	0.160287972150402	0.410285761144215	0.417511420276831	0.00722565913261625
0.163143613161208	0.222074156558617	0.473531814679412	0.470979152890251	-0.00255266178916136
0.13198902519245	0.180887148530764	0.313350476519462	0.319241978293173	0.00589150177371117
0.164516550807871	0.220617694028387	0.398229545449678	0.398841815012995	0.000612269563317447
0.128529485068277	0.176598517187479	0.308367486609988	0.313678723793469	0.00531123718348114
0.116678355444994	0.167131522189947	0.24522814058283	0.265617727989399	0.0203895874065693
0.138825719796921	0.186774760551756	0.389492704390551	0.37425673884163	-0.0152359655489208
0.147276902921486	0.197622039878708	0.431945154610262	0.439311875413371	0.00736672080310902
0.130123660943006	0.175088529669063	0.377802715056061	0.379119536103201	0.00131682104713982
0.128381053985146	0.174945778039227	0.418256084433854	0.41430194769815	-0.00395413673570427
0.129341129764886	0.175327684615065	0.443109278248909	0.436975522629524	-0.00613375561938501
0.140733327238492	0.191312264878265	0.556004129907417	0.568047290202281	0.0120431602948641
0.129607834256173	0.175721521011705	0.409368574888041	0.404794692550402	-0.00457388233763839
0.137703504654396	0.182844919184247	0.410167750547781	0.413983471203199	0.00381572065541735
0.104801394527245	0.147667747534286	0.287285254424253	0.296347670767163	0.00906241634291011
0.167174317588601	0.213968969488161	0.341025919299594	0.319647455036695	-0.0213784642628992
0.12730027966483	0.172203842694889	0.334713137238643	0.32667631914272	-0.00803681809592366
0.1081132237092	0.146925970649284	0.340713748996775	0.332130898700971	-0.00858285029580375
0.109772319157903	0.1575397261702	0.344956972434441	0.358372194351006	0.0134152219165645
0.10200738123783	0.142383349299928	0.303232283563617	0.324098794048674	0.0208665104850573
0.115063078355839	0.161071493569516	0.325618866620299	0.325922627517999	0.0003037608977004
0.16098771583314	0.219247366764425	0.3925870828435	0.393634014499755	0.00104693165625575
0.168508375632228	0.225303049389831	0.369860938295555	0.352479717644332	-0.017381220651223
0.115524921683664	0.164594009938698	0.283221313477317	0.295788895107399	0.0125675816300814
0.113222392683958	0.157363056785945	0.363338257183709	0.369886673621586	0.00654841643787679
0.160074317167777	0.221340856178693	0.446458916200413	0.446967061625517	0.000508145425103523
0.134538909177353	0.17879847402473	0.398434881653583	0.387506995228675	-0.0109278864249076
0.154685758255744	0.202194598398999	0.407572357341492	0.398467875352556	-0.0091044819889361
0.131499871809474	0.187368759269011	0.350865285964987	0.371891793704738	0.021026507739751
0.179245833509231	0.242105047789672	0.523698251731677	0.522539575845164	-0.00115867588651297
0.1416152926257	0.200741715369272	0.408746925156795	0.408570838485407	-0.000176086671387299
0.115175501740913	0.156660944527383	0.438280052686114	0.436360871761177	-0.00191918092493648
0.117677233389475	0.15941478368157	0.404352475520988	0.392716031995908	-0.0116364435250804
0.0871678636773959	0.122278523841098	0.256518043789323	0.268033176941344	0.0115151331520205
0.132578063690766	0.18109578665227	0.393876286843974	0.404914705376198	0.0110384185322243
0.148361908571459	0.200887384582644	0.442696501892419	0.447529538563694	0.00483303667127472
0.133059345339793	0.182787403023987	0.381137641209691	0.381941051486714	0.000803410277022465
