Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gurbn_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_gurbn_C	Univariate_LR_delta_R2_gurbn_C
0.228542032550351	0.247421962642539	0.267969852775823	0.281866972609328	0.0138971198335047
0.392275411593017	0.418814586378548	0.315349571643929	0.322659849673681	0.00731027802975143
0.319655684995968	0.339097120716191	0.511661797272464	0.518972004412447	0.00731020713998298
0.249430108593777	0.261391383037084	0.37540569232965	0.375106300567722	-0.000299391761928502
0.318904436263132	0.342930801570347	0.432613987002641	0.440382403974243	0.00776841697160241
0.265275422848719	0.280050327594741	0.50224546350834	0.507293640424412	0.00504817691607273
0.316998121706234	0.33203176365836	0.434223239326513	0.436863137939653	0.00263989861313962
0.414309070169932	0.438708109887702	0.536155270064083	0.551396165915836	0.0152408958517531
0.333814659921271	0.35269544308322	0.418942553998355	0.425896425406478	0.00695387140812281
0.337251953641621	0.353754994877707	0.382523244300186	0.379033393549022	-0.0034898507511642
0.346492149056861	0.360100001298591	0.368960867147788	0.363493137276359	-0.00546772987142874
0.219860567232042	0.229386864233659	0.413222096575586	0.411853218485896	-0.00136887808968988
0.267359253300452	0.280996400152158	0.458222056471669	0.462254532667822	0.00403247619615243
0.272945548991465	0.283644434364354	0.195958753657968	0.19435899483904	-0.00159975881892785
0.242160631994896	0.253631525583945	0.433162720240393	0.43102854233813	-0.00213417790226317
0.342625798010009	0.364842544027189	0.428191629224979	0.443358292994873	0.0151666637698944
0.248350455898396	0.262612501208897	0.405084931883164	0.4072419799883	0.00215704810513623
0.243618800053443	0.260606892003484	0.261440565066682	0.267862124703204	0.00642155963652191
0.319116573516755	0.337551259924736	0.353705662051301	0.357401971730303	0.00369630967900164
0.250184718018149	0.26264127888577	0.388200352055239	0.388628718166833	0.000428366111594192
0.270544386788434	0.281984812646358	0.419573296050226	0.418595978184477	-0.000977317865749561
0.249343832369014	0.25536274773755	0.288340163865927	0.276319365985029	-0.0120207978808979
0.289176204217088	0.302010090385601	0.540705731438828	0.539479502392103	-0.00122622904672498
0.207150859650993	0.2196343612966	0.211331691466598	0.217192810955005	0.00586111948840684
0.355795528682556	0.376237270968174	0.469522349358612	0.480804833552465	0.0112824841938523
0.281821917471742	0.297717404353384	0.244946805334514	0.245045582963165	9.87776286514586e-05
0.31954128148161	0.334836589467858	0.334014943353616	0.331250924502666	-0.00276401885094979
0.350470461935343	0.367899573374468	0.356014617901295	0.360192345801065	0.00417772789976983
0.341579765816753	0.357283558818244	0.482183473769256	0.482857812897094	0.000674339127838153
0.333268635588407	0.351954844657042	0.341501409695797	0.341919386725085	0.000417977029288363
0.251653277981516	0.263525889866749	0.306254218296909	0.306291568884159	3.73505872491298e-05
0.217495257333226	0.228754626037432	0.386757102576168	0.388570705070266	0.00181360249409757
0.308037696677005	0.326478300085382	0.402084905003319	0.402104261227174	1.93562238556821e-05
0.208184013442574	0.218456908325623	0.341206000478794	0.343397046511256	0.00219104603246262
0.410489965963416	0.430882660878425	0.524648953957712	0.522284175762393	-0.00236477819531855
0.257234122177265	0.272901928767048	0.351835719112593	0.354604636238535	0.00276891712594152
0.216548892610171	0.227080633649822	0.358356045762845	0.360617086833459	0.00226104107061414
0.280691958319128	0.291936872506459	0.446161103194591	0.444100769454427	-0.00206033374016407
0.327822833880403	0.347340607221689	0.442908290990134	0.446829344227458	0.00392105323732383
0.321967146314611	0.339688086919534	0.342645135618014	0.346165175024626	0.00352003940661205
0.290828616969324	0.310657343213166	0.285823226053696	0.291416457268271	0.005593231214575
0.317343017829825	0.337177948819921	0.321436306531318	0.330444576800633	0.00900827026931461
0.293604084687942	0.304870174473201	0.385878420839852	0.378538015559844	-0.0073404052800084
0.252641488236703	0.272417891771137	0.276195678705803	0.289765575163829	0.0135698964580257
0.312015150426617	0.325694404484162	0.414894656841905	0.41831402835273	0.00341937151082544
0.223169014298559	0.235169951479735	0.243121256748164	0.244171914097313	0.00105065734914861
0.197753929704163	0.209086671318371	0.211153714404122	0.214927099467648	0.0037733850635257
0.241197172145944	0.251848272815558	0.483048735561059	0.48508680943307	0.00203807387201171
0.293252775736248	0.316016805692963	0.348713745483492	0.365328945507466	0.0166152000239742
0.265628128196937	0.279708182489289	0.584112667609301	0.58611994864399	0.00200728103468872
0.266776966532367	0.281457152680997	0.470022081811494	0.476708601662249	0.00668651985075508
0.300775700219077	0.317751739014804	0.402741924210627	0.402673148342132	-6.87758684947415e-05
0.349082875607128	0.362721184359051	0.570922158238392	0.570590660857058	-0.000331497381333978
0.493744847337378	0.518843922703457	0.554387051738105	0.557939564809021	0.0035525130709162
0.335540484136621	0.348762736270643	0.377038415873686	0.379676433987018	0.00263801811333259
0.296541098811342	0.308204970232948	0.279537391937854	0.280791843805888	0.00125445186803436
0.28258002814216	0.295595481914038	0.387550567121028	0.389177187434873	0.00162662031384503
0.300000435455998	0.312873690535357	0.448130291787888	0.447910482115537	-0.000219809672351579
0.229673413315417	0.241259576221974	0.363360347639135	0.366739709886594	0.00337936224745833
0.376334933556601	0.399951399058799	0.500052334083136	0.503666684883513	0.00361435080037653
0.375933540313687	0.391907871267309	0.362766234679667	0.362996545819628	0.000230311139960582
0.226711791896047	0.241629718249278	0.348957506939128	0.353301913146804	0.00434440620767534
