Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Flyway_Ans_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_Flyway_Ans_C	Univariate_LR_delta_R2_Flyway_Ans_C
0.500384782454601	0.501329511105686	0.529724608852601	0.523673676390683	-0.00605093246191823
0.598734101977677	0.598643926572572	0.310465847319546	0.308613836879377	-0.00185201044016842
0.397733803848193	0.398525327427658	0.362807603232674	0.363605945718152	0.000798342485478054
0.379702274638744	0.38040492674239	0.39258871916929	0.392806899866912	0.000218180697622583
0.475676014185618	0.476836111681225	0.475778044516905	0.476549348028723	0.000771303511817922
0.481567273429568	0.484076401659035	0.362777139823593	0.364565972917094	0.00178883309350181
0.426731519872568	0.426478673857198	0.456431413562904	0.454895687793185	-0.00153572576971894
0.402994589428909	0.40182490432931	0.375760211549618	0.369023076022182	-0.00673713552743582
0.556105674539595	0.558653388267508	0.543590561639994	0.521623525627591	-0.0219670360124028
0.485652799017552	0.49026677149091	0.532394677901439	0.518510128211147	-0.0138845496902916
0.389239481185579	0.389330026586681	0.420633095893462	0.418991542517009	-0.00164155337645255
0.406869850896763	0.410519134317745	0.523663905674913	0.51365305749973	-0.0100108481751836
0.724099687231873	0.724245619402477	0.439337421967761	0.429925059637071	-0.00941236233068926
0.69184430446921	0.692560471980641	0.441242287796801	0.434556882680607	-0.00668540511619475
0.406754153301763	0.39881653623778	0.338779133681712	0.321221497999776	-0.0175576356819357
0.622013404250828	0.549660898067389	0.386967759624676	0.271686811917844	-0.115280947706831
0.4644906836007	0.470749323553646	0.616330709938815	0.604934605719428	-0.0113961042193863
0.474161031452312	0.475015624470139	0.365748978641581	0.366257945602497	0.000508966960915791
0.484134689476405	0.4848981130713	0.404365580607366	0.405002840441277	0.000637259833911552
0.406192443450864	0.406156839779492	0.410402333426672	0.406398329979298	-0.00400400344737378
0.431673433897665	0.433109978269354	0.481153094265713	0.480476443170354	-0.000676651095359027
0.435906408808703	0.437748467893995	0.578256834263428	0.573410058984176	-0.00484677527925192
0.482186160281811	0.483859170986844	0.463957806884237	0.465463037015647	0.00150523013140968
0.35047244626973	0.350981913655174	0.450195550687902	0.450592705621079	0.000397154933176713
0.456026497921207	0.457704417823501	0.411078775608758	0.412289248937843	0.00121047332908514
0.498496156873473	0.49929905923812	0.368703749461164	0.368871743569291	0.000167994108126401
0.429520856533532	0.430345456812632	0.469670388365547	0.469332508117808	-0.000337880247738731
0.549097979092012	0.540549712440527	0.458935834449754	0.426407279129275	-0.0325285553204789
0.393824641263865	0.3944543464414	0.336190937411826	0.336830822470551	0.000639885058724643
0.363273053838869	0.36419790386908	0.432840580789488	0.433988292168423	0.00114771137893477
0.40823964259397	0.411643997830173	0.421260825303892	0.422409820109022	0.00114899480512981
0.362557138031507	0.363042584391593	0.39535641686789	0.395915785031282	0.000559368163392193
0.350429342803703	0.350604160743768	0.408250401668753	0.407650412157753	-0.000599989510999432
0.38654895135973	0.387009164376453	0.468821021312595	0.469032300074174	0.000211278761578837
0.350262757682986	0.350175502753632	0.426564492835173	0.425504105972866	-0.00106038686230758
0.384003525015585	0.385087518316786	0.460603493204345	0.461219445610011	0.00061595240566592
0.782976204893794	0.783513974245658	0.517983684916841	0.518178925777017	0.000195240860175638
0.429921587824571	0.431940716291567	0.42763785839022	0.429194180200923	0.00155632181070225
0.601550419709332	0.57701227230584	0.271673010477295	0.233343078731027	-0.0383299317462681
0.437938487407643	0.420360585685067	0.350973545675491	0.309520121671756	-0.0414534240037348
0.463057526076243	0.462877727279237	0.49810171486629	0.497120455151796	-0.000981259714494143
0.570633711838618	0.57200780581052	0.367523319253551	0.36810865230069	0.000585333047138537
0.471344825821115	0.471866813246695	0.504167203690353	0.504728534603934	0.000561330913581459
0.291484590419602	0.292279684596627	0.278041608887947	0.27899401639846	0.000952407510513342
0.349076385844539	0.349641742275876	0.328629981761808	0.329319262423489	0.000689280661681224
0.352169866054658	0.35278353380247	0.423838106044178	0.42298322116382	-0.00085488488035862
0.637857495274072	0.638154644607887	0.306167313362339	0.303156428595683	-0.00301088476665656
0.518247310515415	0.518575891980416	0.408857281480034	0.408713054482525	-0.0001442269975091
0.458480056801202	0.45915022792426	0.344433985112679	0.345050845518447	0.000616860405767472
0.595715418574304	0.583221282250252	0.466525849208692	0.433744809831739	-0.0327810393769533
0.425908958064217	0.426198844802885	0.492623525085882	0.492819703157011	0.000196178071128095
0.365895239883394	0.36720966793497	0.436113431006194	0.437272574474539	0.001159143468345
0.523599875767326	0.52485703376453	0.371771529138599	0.372105756326094	0.000334227187494818
0.592195918894034	0.574015833326267	0.48605633152856	0.421126550940064	-0.0649297805884966
