Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_cul_veg_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_cul_veg_R	Univariate_LR_delta_R2_cul_veg_R
0.151037596253434	0.00469792528252018	0.388325426211782	0.22746073437954	-0.160864691832241
0.142351138918963	0.003603568188472	0.436539917974483	0.201788774986071	-0.234751142988412
0.15061894103494	0.00448062578019611	0.331484844169957	0.13108039258613	-0.200404451583827
0.149109501396845	0.00367510543185344	0.391100929521009	0.144930245939027	-0.246170683581982
0.138266030192787	0.00452478776279264	0.356658123281561	0.195783544629503	-0.160874578652059
0.134413272461843	0.00352142495419445	0.330923808029505	0.136889856387232	-0.194033951642273
0.155307271787103	0.00496901513443363	0.310004758301913	0.212041708240443	-0.0979630500614697
0.119355114818103	0.00328357283573507	0.400810233416745	0.149277544477695	-0.251532688939049
0.174478796573689	0.00438092040470719	0.381230953168027	0.187503411404152	-0.193727541763875
0.141288382665203	0.00481886513266497	0.460137053713518	0.266656133888801	-0.193480919824716
0.124977933278092	0.0042957951292074	0.312145938476485	0.174980143804902	-0.137165794671583
0.185951839082199	0.00544469319527256	0.451731478046589	0.233093137771135	-0.218638340275454
0.168564799701209	0.00486307710153041	0.377600859698911	0.179396717680171	-0.198204142018739
0.14135447652732	0.00427582859260012	0.413702606823832	0.233122320978045	-0.180580285845787
0.134935570076318	0.00347154146547977	0.419738184440104	0.147488154776038	-0.272250029664066
0.130515677604834	0.00414786015700229	0.397665040346926	0.184230692132419	-0.213434348214506
0.118385804491202	0.00354417265884631	0.339165400049451	0.136422057824359	-0.202743342225092
0.127284746478565	0.00398737350760356	0.476114711898614	0.222313641540191	-0.253801070358423
0.131660802094227	0.00421022157050038	0.384057067358761	0.20571409095683	-0.178342976401931
0.111963322227191	0.0027476071235801	0.3062869797441	0.106573972945743	-0.199713006798357
0.149408681848003	0.00495426019791753	0.447118584520673	0.285048689754134	-0.162069894766539
0.13640914292868	0.00439291138567712	0.456014578378146	0.23487415871104	-0.221140419667106
0.143259365536412	0.00393217647946214	0.33308702249657	0.165225533941544	-0.167861488555026
0.0889051014579	0.00272423633984491	0.266434951177938	0.139944571455498	-0.12649037972244
0.131796710628302	0.00367636071275221	0.412682574149289	0.178825106895928	-0.233857467253361
0.115786231625102	0.00387801961448347	0.410285761144215	0.189673998744815	-0.2206117623994
0.163143613161208	0.00441925486667781	0.473531814679412	0.227747477157613	-0.245784337521799
0.13198902519245	0.00387563778514053	0.313350476519462	0.166699672395606	-0.146650804123856
0.164516550807871	0.00490793724405918	0.398229545449678	0.211384372988567	-0.186845172461111
0.128529485068277	0.00366529631987032	0.308367486609988	0.1406159164608	-0.167751570149188
0.116678355444994	0.00304722193223979	0.24522814058283	0.114176050338269	-0.131052090244561
0.138825719796921	0.00431842234262857	0.389492704390551	0.234113048385711	-0.155379656004839
0.147276902921486	0.0031885431615626	0.431945154610262	0.122810863599882	-0.30913429101038
0.130123660943006	0.00330117937770679	0.377802715056061	0.147457544174656	-0.230345170881405
0.128381053985146	0.00368152938782983	0.418256084433854	0.203986197948392	-0.214269886485462
0.129341129764886	0.0041236255973076	0.443109278248909	0.304180898999576	-0.138928379249333
0.140733327238492	0.00399056273772607	0.556004129907417	0.18679223051721	-0.369211899390207
0.129607834256173	0.00305697200458597	0.409368574888041	0.172953704399232	-0.236414870488808
0.137703504654396	0.00355718773600835	0.410167750547781	0.191271357330985	-0.218896393216796
0.104801394527245	0.00351282472747215	0.287285254424253	0.157146352666887	-0.130138901757366
0.167174317588601	0.00574477075217863	0.341025919299594	0.265340333464158	-0.0756855858354358
0.12730027966483	0.00473071835539017	0.334713137238643	0.227006913444279	-0.107706223794364
0.1081132237092	0.00300207026981152	0.340713748996775	0.164388145042523	-0.176325603954251
0.109772319157903	0.00400756092638878	0.344956972434441	0.208925001939481	-0.13603197049496
0.10200738123783	0.00305286941596849	0.303232283563617	0.117351212293821	-0.185881071269796
0.115063078355839	0.00372870347048001	0.325618866620299	0.146938506264004	-0.178680360356295
0.16098771583314	0.00412505351445386	0.3925870828435	0.193093147635495	-0.199493935208005
0.168508375632228	0.00648386089225578	0.369860938295555	0.359571332169249	-0.0102896061263055
0.115524921683664	0.00446804442310201	0.283221313477317	0.242043655044415	-0.0411776584329026
0.113222392683958	0.00324318544079342	0.363338257183709	0.13094122562686	-0.232397031556849
0.160074317167777	0.00449642658735724	0.446458916200413	0.236007275232835	-0.210451640967578
0.134538909177353	0.00471467869205373	0.398434881653583	0.232058468456326	-0.166376413197257
0.154685758255744	0.00569067905953901	0.407572357341492	0.266137442668308	-0.141434914673184
0.131499871809474	0.00342981500537547	0.350865285964987	0.138517531697497	-0.21234775426749
0.179245833509231	0.00496584052108424	0.523698251731677	0.238804636953942	-0.284893614777735
0.1416152926257	0.00422064353796341	0.408746925156795	0.191802360655278	-0.216944564501517
0.115175501740913	0.00380221097344803	0.438280052686114	0.20062444137258	-0.237655611313533
0.117677233389475	0.00498648385730037	0.404352475520988	0.320759320437656	-0.0835931550833319
0.0871678636773959	0.00204770079744694	0.256518043789323	0.0730722220523572	-0.183445821736966
0.132578063690766	0.00374607887418772	0.393876286843974	0.189765234302037	-0.204111052541937
0.148361908571459	0.00361205289437631	0.442696501892419	0.144816007607079	-0.29788049428534
0.133059345339793	0.00372142026796277	0.381137641209691	0.215205256500079	-0.165932384709612
0.115280887922619	0.0041094804073978	0.351437997110314	0.21992866182796	-0.131509335282354
0.183696425724865	0.00452575160558553	0.499796538519041	0.221637710269257	-0.278158828249784
0.16586862579374	0.00449991494211515	0.430358054294178	0.199679962909298	-0.23067809138488
0.113283955565216	0.00351475292943284	0.410592867716501	0.192961394064461	-0.21763147365204
0.15224562042628	0.00370413512202881	0.345274607851177	0.100760547102831	-0.244514060748346
0.137794486054924	0.00459782843156567	0.352482759955608	0.185319048157999	-0.167163711797608
0.123095216636265	0.0041422231972389	0.331659504291989	0.189358539669813	-0.142300964622176
0.133637220100116	0.00320681238014764	0.332481498990924	0.123046818977232	-0.209434680013692
0.122242128033875	0.00368327807787104	0.318689215192691	0.170668762449974	-0.148020452742717
0.120496163244956	0.00342201676378641	0.335753214759489	0.132088246620359	-0.20366496813913
0.13722257444532	0.00353084236813651	0.452798218821597	0.139506739450413	-0.313291479371184
0.178711881713771	0.00518274973256942	0.475542436232579	0.21400470912782	-0.261537727104759
0.123322246070839	0.00453312894159278	0.346661925621143	0.221640741514213	-0.12502118410693
0.124279681786005	0.00434973997681246	0.406775454353056	0.228463233658246	-0.17831222069481
0.135830654159284	0.00341423781257667	0.425985651287653	0.115043747472185	-0.310941903815468
0.131345193517456	0.00373677505289718	0.52595737351059	0.175029092634636	-0.350928280875954
0.112318909188853	0.00330928307008279	0.330360925357459	0.159839084646675	-0.170521840710784
0.121992474558882	0.00355116911078271	0.381669225304199	0.170448042156738	-0.211221183147461
0.138838712084905	0.00377087662172693	0.397113191528455	0.169424756631967	-0.227688434896488
0.13149849526972	0.00304042250563274	0.33125081696619	0.123162624022705	-0.208088192943484
0.110580113107625	0.0030830949096208	0.327437118781315	0.139939765794042	-0.187497352987274
0.125707223790639	0.00381349446267881	0.410386671888949	0.189552146291027	-0.220834525597923
0.139297485914638	0.00467859092283563	0.442613717073891	0.228482096869131	-0.21413162020476
0.128207177271483	0.00429161429947635	0.386081536053489	0.198459890440368	-0.187621645613121
0.138352393681899	0.00337380789268298	0.437551084124623	0.1567895292521	-0.280761554872523
0.156306206832949	0.00489486834019676	0.496619678050381	0.226521773439184	-0.270097904611197
0.152830980422082	0.00427148516179936	0.493925520665032	0.224998033061741	-0.268927487603291
0.117340594295432	0.00420958086190299	0.413595109744601	0.245517267772845	-0.168077841971756
0.134922878221597	0.00484899805668962	0.408494849188798	0.255839699328385	-0.152655149860414
0.11333203008771	0.00275620825827135	0.42794490438022	0.143299582779346	-0.284645321600874
