Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_cul_veg_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_cul_veg_R	Univariate_LR_delta_R2_cul_veg_R
0.500384782454601	0.00979362792263097	0.529724608852601	0.153347067179827	-0.376377541672774
0.598734101977677	0.00969461024959754	0.310465847319546	0.0706116152946519	-0.239854232024894
0.397733803848193	0.00786222030835714	0.362807603232674	0.123551552933595	-0.239256050299079
0.379702274638744	0.00888210201834809	0.39258871916929	0.15612862127943	-0.23646009788986
0.475676014185618	0.00948613520134698	0.475778044516905	0.138302703126629	-0.337475341390276
0.481567273429568	0.00608899371255661	0.362777139823593	0.0728901302736757	-0.289887009549917
0.426731519872568	0.00754399672046526	0.456431413562904	0.126214720276651	-0.330216693286253
0.402994589428909	0.0106615957581538	0.375760211549618	0.189630905802048	-0.186129305747569
0.556105674539595	0.0114638039230319	0.543590561639994	0.179293539146483	-0.364297022493511
0.485652799017552	0.0121440391362251	0.532394677901439	0.247523389652338	-0.284871288249101
0.389239481185579	0.00894862828241334	0.420633095893462	0.143516623507041	-0.277116472386421
0.406869850896763	0.0101102104777168	0.523663905674913	0.183677694560977	-0.339986211113936
0.724099687231873	0.0123229431954095	0.439337421967761	0.0855411290780608	-0.3537962928897
0.69184430446921	0.0118298947157728	0.441242287796801	0.106176290618204	-0.335065997178598
0.406754153301763	0.00835596913586843	0.338779133681712	0.123213187843005	-0.215565945838707
0.622013404250828	0.0116886685139935	0.386967759624676	0.146440173663938	-0.240527585960738
0.4644906836007	0.0102279108966298	0.616330709938815	0.159720156189723	-0.456610553749091
0.474161031452312	0.00912670924451131	0.365748978641581	0.0885614491657116	-0.277187529475869
0.484134689476405	0.0101770089341489	0.404365580607366	0.138239266382749	-0.266126314224616
0.406192443450864	0.00698894204777747	0.410402333426672	0.123607797301204	-0.286794536125469
0.431673433897665	0.00882710099482351	0.481153094265713	0.127990061350582	-0.35316303291513
0.435906408808703	0.00927769917909543	0.578256834263428	0.181384045962892	-0.396872788300536
0.482186160281811	0.0087997291677623	0.463957806884237	0.124981776948591	-0.338976029935646
0.35047244626973	0.00820309947531228	0.450195550687902	0.161811906087341	-0.288383644600561
0.456026497921207	0.0106895216267062	0.411078775608758	0.170853735877175	-0.240225039731583
0.498496156873473	0.0103449370791634	0.368703749461164	0.140567008319081	-0.228136741142084
0.429520856533532	0.00976922277099314	0.469670388365547	0.193146074116856	-0.276524314248691
0.549097979092012	0.0150048973647736	0.458935834449754	0.223397477904407	-0.235538356545348
0.393824641263865	0.0107851924817255	0.336190937411826	0.182863973258954	-0.153326964152872
0.363273053838869	0.00820147735381298	0.432840580789488	0.199482894720587	-0.233357686068901
0.40823964259397	0.00839102235621739	0.421260825303892	0.124367261431566	-0.296893563872327
0.362557138031507	0.00968093159832772	0.39535641686789	0.192792133349138	-0.202564283518752
0.350429342803703	0.00696394936968642	0.408250401668753	0.123163306702992	-0.285087094965761
0.38654895135973	0.00832685499974886	0.468821021312595	0.17345265418041	-0.295368367132185
0.350262757682986	0.00757240163192505	0.426564492835173	0.151695032377453	-0.27486946045772
0.384003525015585	0.00739480681221474	0.460603493204345	0.148162347198375	-0.312441146005971
0.782976204893794	0.00958891919768998	0.517983684916841	0.0497080094018045	-0.468275675515037
0.429921587824571	0.00658951091509161	0.42763785839022	0.0994654809993399	-0.32817237739088
0.601550419709332	0.0146501743652963	0.271673010477295	0.141526832649213	-0.130146177828082
0.437938487407643	0.0130806589323689	0.350973545675491	0.178089960498409	-0.172883585177082
0.463057526076243	0.0104470041880777	0.49810171486629	0.188303415645121	-0.309798299221169
0.570633711838618	0.012064860543895	0.367523319253551	0.141967655682078	-0.225555663571473
0.471344825821115	0.0110225861710153	0.504167203690353	0.18376144027233	-0.320405763418023
0.291484590419602	0.00642463227775096	0.278041608887947	0.105613517161391	-0.172428091726557
0.349076385844539	0.00660463307106374	0.328629981761808	0.0991171697580794	-0.229512812003728
0.352169866054658	0.00529430832686787	0.423838106044178	0.083325288654824	-0.340512817389354
0.637857495274072	0.0113924505538685	0.306167313362339	0.0819776316506896	-0.22418968171165
0.518247310515415	0.00980671475470237	0.408857281480034	0.0995102879779325	-0.309346993502102
