Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Flyway_Ans_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_Flyway_Ans_C	Univariate_LR_delta_R2_Flyway_Ans_C
0.509348634063282	0.52320936970823	0.501592752472326	0.525015536490895	0.023422784018569
0.161277939848129	0.182189056688418	0.128795083744666	0.14401197702293	0.0152168932782633
0.315069315823578	0.379980955606339	0.171460156214606	0.205678869823413	0.0342187136088066
0.181228010384823	0.182162625903487	0.194462916269028	0.193707182006216	-0.000755734262812224
0.0807262044704342	0.091095601949701	0.0155085973033488	0.0193530100410378	0.00384441273768898
0.264527871520785	0.277477565010242	0.335467567228521	0.344093908941766	0.008626341713245
0.351783052979205	0.356916922343839	0.392980579391446	0.403473198866908	0.0104926194754618
0.266439706225198	0.278929873963901	0.307177978213235	0.324618385129217	0.0174404069159821
0.200535996575834	0.215202990521932	0.129583487887477	0.140234334337976	0.0106508464504991
0.285993986073786	0.297230601698735	0.414382956180605	0.438814791596473	0.0244318354158682
0.389843653990515	0.395884823116719	0.233513714640596	0.245565692125859	0.0120519774852634
0.28978942822516	0.303574235621114	0.0860889049763043	0.0920056679780634	0.00591676300175915
0.203299055438912	0.20731645004452	0.160772201373582	0.162153843275465	0.00138164190188314
0.246282500717424	0.290698553423435	0.213465450274872	0.241589533350122	0.0281240830752501
0.228643762567207	0.258552710957806	0.156573133785999	0.171008274323619	0.0144351405376195
0.0951818943085608	0.0986169773590287	0.0173173966451589	0.0168755588164206	-0.00044183782873837
0.325869211709431	0.34182855246536	0.477480433085215	0.504047463395025	0.0265670303098103
0.329931354673836	0.337351280420509	0.263121542323268	0.271304823222306	0.00818328089903725
0.357355679266791	0.356336454452986	0.72968425213064	0.735815811529553	0.0061315593989133
0.0595397877392208	0.0666689355000219	0.0182528021468278	0.0223156623020701	0.00406286015524224
0.258026002031862	0.267822202352742	0.144083455553165	0.151099283908324	0.00701582835515915
0.287675192226792	0.296433871323307	0.570973876532829	0.595681059342252	0.0247071828094229
0.458449070804559	0.460233869852809	0.548233437375058	0.554233689828423	0.006000252453365
0.216714014042273	0.235354424337535	0.159776713300561	0.17778616491771	0.0180094516171496
