time	95%HPD_lower_value	95%HPD_higher_value
2003.01127346104	157.450354491493	623.832075744028
2003.22072854982	38.0641445008757	842.487672044963
2003.4301836386	36.2467914408664	1559.83255819904
2003.63963872738	115.396399722139	2867.73875611116
2003.84909381615	54.6912431348883	4280.73732355678
2004.05854890493	143.273523430984	13428.0246493966
2004.26800399371	25.9591727960919	3504.57674077584
2004.47745908249	22.7346255599288	5032.46858279043
2004.68691417127	30.4895482784647	2755.31467923222
2004.89636926005	30.3902790151602	3498.73040379589
2005.10582434883	89.0645278690952	4526.54626673154
2005.31527943761	32.0854552841576	6214.50585546717
2005.52473452638	20.0804886547401	8092.34709657873
2005.73418961516	160.136028902644	8058.59787311391
2005.94364470394	194.705716882183	8490.64711588034
2006.15309979272	229.307655067444	9927.81206396126
2006.3625548815	144.297799580717	6111.84773599033
2006.57200997028	227.490720186007	6487.06401725914
2006.78146505906	239.446720678205	5663.57442318638
2006.99092014783	277.265227159197	4455.86307291928
2007.20037523661	226.091513807633	4542.58171082407
2007.40983032539	258.215232506863	3362.02889577176
2007.61928541417	277.955872753506	4582.3438250755
2007.82874050295	101.130164532825	4500.08318000783
2008.03819559173	128.988667402775	4730.4701946364
2008.24765068051	346.521669043138	8890.02717326154
2008.45710576929	138.346462883661	9071.46465509974
2008.66656085806	292.509750756154	8713.81524409907
2008.87601594684	158.930213759847	8624.43101103564
2009.08547103562	153.978114245774	7052.27018701345
2009.2949261244	203.720183103026	5180.15050527101
2009.50438121318	259.851424807078	4092.13128923574
2009.71383630196	294.591032272177	4782.52052881716
2009.92329139074	194.249188312809	6758.41104677755
2010.13274647952	364.495574280148	5208.66002889694
2010.34220156829	197.813076832938	5400.14176910045
2010.55165665707	228.025251682079	4803.55942710681
2010.76111174585	444.345342223231	4952.71470227339
2010.97056683463	429.655323973174	5040.72921104027
2011.18002192341	691.106086827593	5526.12700277306
2011.38947701219	335.194586055667	5290.45569339674
2011.59893210097	130.906227541809	6579.90475388362
2011.80838718974	282.122377023072	5647.49941667486
2012.01784227852	512.831868378794	6108.61638663116
2012.2272973673	178.018628420367	5923.22813154307
2012.43675245608	782.229681852603	7017.60231508843
2012.64620754486	588.182622358377	6089.02928678561
2012.85566263364	362.989509214202	5933.01162474981
2013.06511772242	623.710787243485	4776.99867208879
2013.2745728112	746.753717999014	4533.61645930182
2013.48402789997	968.871721100698	4986.96995772232
2013.69348298875	1531.02852228964	4858.56735170784
2013.90293807753	1323.67357123264	4536.05482489784
2014.11239316631	1460.82918511902	5511.58083966647
2014.32184825509	1630.25572617073	5490.91455083081
2014.53130334387	1398.51179450621	5294.68023056365
2014.74075843265	1212.01863965387	5099.58843939277
2014.95021352143	1563.83527263887	5179.23735650482
2015.1596686102	1616.95467055083	5071.13136272771
2015.36912369898	1481.53718226661	4362.0340072784
2015.57857878776	1463.17954165248	4330.38702867873
2015.78803387654	1618.9005628409	4612.6497653841
2015.99748896532	1610.25120917391	4594.83931598219
2016.2069440541	2026.34616246337	4735.48165566324
2016.41639914288	1882.31571576712	4639.44742244874
2016.62585423165	1512.88763474846	4342.3436904547
2016.83530932043	1561.38366955431	4077.66847062594
2017.04476440921	1574.02695351775	4212.72214633828
2017.25421949799	1372.18195331041	4053.23279669535
2017.46367458677	1291.53326657893	4524.68658662086
2017.67312967555	1273.34714873224	4793.39239463519
2017.88258476433	1000.14869783294	4881.86884205171
2018.09203985311	1558.91154635317	5524.60531730621
2018.30149494188	2240.04111359497	5727.42811648568
2018.51095003066	1927.60495099603	5087.92068982395
2018.72040511944	1639.57468679366	4644.14803830173
2018.92986020822	984.26745939385	3513.20136185605
2019.139315297	312.469218663821	2299.44586890561
2019.34877038578	29.0329803830731	3445.51016221581
2019.55822547456	2.93933104526143	4174.56218818577
2019.76768056334	3.67973120289028	4904.60369211671
2019.97713565211	64.7261653612834	6930.42784543276
2020.18659074089	694.004949577146	5227.03494067756
2020.39604582967	721.910727675405	3734.34314802011
2020.60550091845	515.257147472979	3254.17791073192
2020.81495600723	209.006157644801	2989.56682992608
2021.02441109601	85.9069116773935	2579.86568773497
2021.23386618479	342.880614926314	3682.02482444725
2021.44332127356	114.582879570276	4109.72431590227
2021.65277636234	81.1491308708539	3915.56022854102
2021.86223145112	47.7201536080927	2894.01329692964
2022.0716865399	20.8863409002493	2757.96372829562
2022.28114162868	33.1426638007077	3093.42140321855
2022.49059671746	25.6547454778969	3447.84813513585
2022.70005180624	18.1688168777611	3502.54479492683
2022.90950689502	33.6609773172423	4362.03437296507
2023.11896198379	4.94450466575056	4875.00478231516
2023.32841707257	441.911617599895	5358.34671222006
2023.53787216135	381.074587993815	5145.78080597398
2023.74732725013	311.542864977832	4641.18983968748
