Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_bird_richness_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_bird_richness_R	Univariate_LR_delta_R2_bird_richness_R
0.296678742734315	0.00197405982371888	0.260037431623029	0.274122353295506	0.0140849216724768
0.19190756841064	0.00113815449323182	0.0261212269107116	0.022326002467347	-0.00379522444336464
0.386722947373985	0.00225437250162271	0.17527097685854	0.170182846181072	-0.00508813067746772
0.31925332898472	0.00211851066622431	0.235933244094269	0.247998806519979	0.0120655624257108
0.299672300299911	0.00182216859827924	0.212470076727567	0.202415971110922	-0.0100541056166455
0.152863548132657	0.000992604385633587	0.0254799769460435	0.0272029041105543	0.00172292716451077
0.346513215553537	0.002238491370868	0.447982254056993	0.447390551715224	-0.000591702341768974
0.382586406601379	0.00240480291557719	0.226983706544192	0.219090110030441	-0.00789359651375041
0.299720119610822	0.00188134134727862	0.201328986222391	0.206991982939069	0.00566299671667836
0.313430914221885	0.00201178049549077	0.230574532953178	0.236943655317118	0.00636912236393969
0.418599315378433	0.00248123178893397	0.23952290284435	0.207041723760835	-0.0324811790835154
0.346565948974699	0.00199730597238985	0.228813638080251	0.20622854503098	-0.0225850930492713
0.356224433311792	0.0020992709913109	0.0490705561731484	0.0433752361934124	-0.00569531997973599
0.289845961993269	0.00178436756325542	0.219741963522797	0.212004765662965	-0.00773719785983182
0.327026888686056	0.00207215869315842	0.198975465466366	0.203463106809548	0.00448764134318216
0.178619187026195	0.0011557098689485	0.157479037932436	0.158410197156289	0.000931159223852535
0.259008617393613	0.00162061590586557	0.219804753282256	0.224754451858824	0.00494969857656824
0.296410858415678	0.00166875547493479	0.196444213426396	0.183572042139222	-0.012872171287174
0.421228466408879	0.00268273866827148	0.341556119500243	0.331120025557416	-0.0104360939428273
0.27650654880586	0.00181837762775659	0.124867568548051	0.140832206255168	0.0159646377071169
0.301360575107973	0.00183244360488159	0.145903555836973	0.138790356151553	-0.00711319968541996
0.249489021186181	0.00158130832619662	0.168598973035379	0.17818411436972	0.00958514133434149
0.413593680260486	0.00229323848562318	0.258213966775678	0.217220049451406	-0.0409939173242722
0.246949740310514	0.0016352005285057	0.160938356314273	0.177851445439355	0.0169130891250818
