Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Mixed_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_Mixed_R	Univariate_LR_delta_R2_Mixed_R
0.509348634063282	0.159427919167431	0.501592752472326	0.431756454393077	-0.0698362980792495
0.161277939848129	0.0779631118819983	0.128795083744666	0.129967275689746	0.00117219194507989
0.315069315823578	0.290933744363014	0.171460156214606	0.246534936163559	0.0750747799489531
0.181228010384823	0.0727615804249912	0.194462916269028	0.151906990801734	-0.0425559254672948
0.0807262044704342	0.0821719062039042	0.0155085973033488	0.134527403427209	0.11901880612386
0.264527871520785	0.103630755549346	0.335467567228521	0.412042708301901	0.0765751410733795
0.351783052979205	0.126559118100885	0.392980579391446	0.38783154724817	-0.00514903214327556
0.266439706225198	0.144795966742668	0.307177978213235	0.24566089127656	-0.0615170869366749
0.200535996575834	0.152225920686266	0.129583487887477	0.353091907525915	0.223508419638438
0.285993986073786	0.118671531372799	0.414382956180605	0.421074299893916	0.00669134371331109
0.389843653990515	0.160474996388518	0.233513714640596	0.118372828464145	-0.115140886176451
0.28978942822516	0.154014441154157	0.0860889049763043	0.0862880123730988	0.000199107396794504
0.203299055438912	0.141616678599607	0.160772201373582	0.403053632059706	0.242281430686124
0.246282500717424	0.101286222372284	0.213465450274872	0.259542776982787	0.0460773267079147
0.228643762567207	0.138234139138687	0.156573133785999	0.296344645607975	0.139771511821976
0.0951818943085608	0.0148746550851249	0.0173173966451589	0.00248895981350322	-0.0148284368316557
0.325869211709431	0.126544776151893	0.477480433085215	0.428585653582202	-0.0488947795030134
0.329931354673836	0.105664070502946	0.263121542323268	0.0945242605488804	-0.168597281774388
0.357355679266791	0.113404368384327	0.72968425213064	0.258392063381607	-0.471292188749032
0.0595397877392208	0.00225638197211657	0.0182528021468278	0.000238763013019311	-0.0180140391338085
0.258026002031862	0.0921981369607388	0.144083455553165	0.0967704437320491	-0.047313011821116
0.287675192226792	0.0667817787710638	0.570973876532829	0.207169350096821	-0.363804526436008
0.458449070804559	0.211746346484579	0.548233437375058	0.401418188982471	-0.146815248392588
0.216714014042273	0.0675612916810936	0.159776713300561	0.0727083363478196	-0.0870683769527409
0.543467409014854	0.282891634644654	0.353862621749971	0.440981790956474	0.0871191692065028
0.532350643706609	0.200339537511191	0.474401068708889	0.335622753102071	-0.138778315606818
0.0956356568589826	0.135189338801622	0.0352525975724388	0.282962128038026	0.247709530465587
0.410587611235948	0.136018968763614	0.460330754989065	0.213339936619865	-0.2469908183692
0.45643201535401	0.141988307328977	0.347806990861149	0.3105259143055	-0.0372810765556489
0.2267030072019	0.117825956404186	0.152422384347048	0.226268948885197	0.0738465645381489
0.272262424192691	0.096683098165925	0.179146411499781	0.0987645202794939	-0.080381891220287
0.169519492866542	0.150811836278658	0.0629110608516909	0.229078880231022	0.166167819379331
0.205512425829247	0.168872742723696	0.0271402170780602	0.336213523931282	0.309073306853221
0.411730807170089	0.194008197628239	0.573260957959234	0.332495409402597	-0.240765548556637
0.742662107165122	0.320587402007766	0.632117567918354	0.337188312726618	-0.294929255191736
0.253939159458204	0.200358374704367	0.0630191665679134	0.343872642409606	0.280853475841693
0.205016294734511	0.0731213575870898	0.112754797957632	0.0694134087474403	-0.0433413892101915
0.288165709335759	0.116664246509332	0.179372333072955	0.25863573737555	0.0792634043025951
0.318677493092491	0.140799294610292	0.345777667103719	0.301342758834691	-0.0444349082690284
0.337823212762906	0.285792242780779	0.194656666488565	0.604673035257818	0.410016368769253
0.512546259455603	0.229796056400988	0.236034445797476	0.50894642649769	0.272911980700214
0.465287785152358	0.212262192641662	0.474044921078902	0.566573418333649	0.0925284972547469
0.179382993457596	0.156077833516365	0.0586173811693954	0.360096495822488	0.301479114653092
0.527047809155911	0.18784216475287	0.366630750289874	0.248177685178	-0.118453065111874
0.257420569318673	0.100156884013532	0.297651367200353	0.307888522322768	0.0102371551224155
0.288293723783326	0.122752039026891	0.0828206745148953	0.111340168827754	0.0285194943128591
0.28465415537388	0.0726471068853506	0.11248343066316	0.05352672665293	-0.0589567040102296
0.125700427714017	0.0452602468033749	0.065873302570368	0.0288522064403437	-0.0370210961300242
0.292531297135728	0.113684538930289	0.389610179216604	0.290698496981832	-0.098911682234772
0.459422156617499	0.124925809614992	0.43399152296117	0.266151237923814	-0.167840285037356
0.250925461615483	0.0412304683331328	0.274639844389712	0.0696454097216902	-0.204994434668022
0.218539362889769	0.17276585215066	0.11329977928515	0.337897055358145	0.224597276072994
0.379183007871704	0.187921754296972	0.45503270320628	0.389849936940298	-0.0651827662659821
0.312295425742977	0.134709896297146	0.278578059648626	0.378217096166994	0.0996390365183682
0.187279851952955	0.0895425799626414	0.248456006330683	0.237371484294364	-0.0110845220363193
0.386742593527444	0.144674086257736	0.559847042504585	0.381873107170193	-0.177973935334392
0.0816354334142884	-0.0112542777301455	0.0372522299117817	0.0051571660477335	-0.0320950638640482
0.205162809255206	0.114373272504367	0.127003939374187	0.166861992158074	0.0398580527838877
0.534877697540481	0.198389838909526	0.475234948018741	0.179647594858892	-0.295587353159849
0.524443344329959	0.0754160056996372	0.315890628503158	0.106164426391016	-0.209726202112142
0.182624165442694	0.101887818758321	0.293236689272095	0.526927844967319	0.233691155695224
0.46536389790376	0.159323629396154	0.704730259953136	0.36679958085548	-0.337930679097656
0.21080898835795	0.137259255197395	0.117591289382853	0.22753114135636	0.109939851973507
0.351155648161095	0.0928246116007062	0.286401072327671	0.113725773021438	-0.172675299306233
0.327571675694138	0.0335340684999251	0.533307636713373	0.0298064800736376	-0.503501156639735
0.233200568765292	0.0793891757815203	0.133963699615823	0.182104726490034	0.0481410268742115
0.482422767048615	0.168526758546823	0.534947914747182	0.50602916276041	-0.0289187519867715
0.116453351562414	0.262345870744547	0.0207045032528459	0.580277679709582	0.559573176456736
0.315935447005173	0.0767339957212436	0.169484117342249	0.0505833797594143	-0.118900737582835
0.512148254079097	0.257607674321214	0.117654359147752	0.0942196477203833	-0.0234347114273684
0.38496430993838	0.184450923481443	0.158953400262828	0.177837116335243	0.0188837160724146
0.0745262257121674	0.000226800829765269	0.0336399952140643	0.00000462378532977285	-0.0336353714287345
0.208847155635344	0.0502958498775203	0.450123714677371	0.199251238538617	-0.250872476138754
0.091711883034598	0.102053070682599	0.0182531492605099	0.106413884888336	0.0881607356278263
0.266412811878833	0.0768608831313493	0.148019450137879	0.110500386891189	-0.0375190632466895
0.150080250375363	0.0747211904897694	0.0932652839737941	0.126309273345438	0.0330439893716436
0.797757940743428	0.309415665604962	0.585990322100777	0.242591854769506	-0.343398467331271
0.179726118098721	0.0995844179863229	0.162659229382207	0.0961924743027213	-0.0664667550794856
0.139250232655665	0.0349879424529445	0.129568073407926	0.0897758346707707	-0.0397922387371549
0.349366857097869	0.0739209524813119	0.43853509312949	0.099207421340949	-0.339327671788541
0.548151276506386	0.251101988998074	0.308077163963569	0.317155210910128	0.00907804694655912
0.205476477101373	0.0959854210513497	0.0815720134127531	0.171866212839702	0.0902941994269484
0.284496549234635	0.117396694776006	0.144164848573463	0.182744635803719	0.0385797872302564
0.444600130039371	0.291492868709067	0.105055517649688	0.160836316515169	0.0557807988654811
0.297562065011571	0.0979915139049506	0.270657402677992	0.14167864644287	-0.128978756235121
0.185649911898132	0.0300802627303705	0.227488978116421	0.0877972262734099	-0.139691751843011
0.0695383293671997	0.0179903302822697	0.0108048581581946	0.00647980741525892	-0.00432505074293566
0.272103874215064	0.0972634427077832	0.245951519491312	0.240811614996108	-0.00513990449520313
