Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Flyway_Pas_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_Flyway_Pas_C	Univariate_LR_delta_R2_Flyway_Pas_C
0.222819522244156	0.393044235219424	0.225790609005007	0.310938564412914	0.0851479554079071
0.30323869358435	0.47308054922634	0.251825580364646	0.284918623316451	0.033093042951805
0.205667273279815	0.328680312115527	0.348586858615999	0.400794065465067	0.0522072068490682
0.198107318385253	0.310487060779803	0.343317142018877	0.409173528508813	0.0658563864899357
0.266017256220056	0.414875087940262	0.373164257482372	0.417002093341	0.0438378358586283
0.223004802734047	0.325447674710631	0.452085105192932	0.479301364377566	0.0272162591846344
0.325693178625149	0.478108910226836	0.469895501528423	0.513975831193381	0.0440803296649578
0.312788566151232	0.476659461866121	0.400137607691373	0.464122376170085	0.0639847684787127
0.263360018296483	0.37606833438633	0.388001255005143	0.392986511234293	0.00498525622914953
0.253337589858094	0.392118722728627	0.305782178200249	0.354035785066778	0.0482536068665289
0.276411448712494	0.43255045331783	0.300161468778702	0.359179460624277	0.0590179918455754
0.163793104152798	0.256746371714924	0.340544575615153	0.378484586153	0.037940010537847
0.21068708672015	0.316068876805466	0.382997249662793	0.400199367211262	0.0172021175484695
0.205096837255184	0.341621331071003	0.161117493075028	0.198933012492215	0.0378155194171871
0.201199870827006	0.300908621235165	0.394514784874963	0.42870262852504	0.0341878436500764
0.260538936296584	0.403156756806506	0.353927097924863	0.413243161465828	0.0593160635409657
0.190867574689895	0.297559639715871	0.333128451153511	0.357875974662965	0.0247475235094543
0.180410147012328	0.293213546281839	0.219906921992264	0.261817932980391	0.0419110109881276
0.255426355962294	0.391150948483076	0.298627472054518	0.333945118930034	0.0353176468755168
0.197287392065138	0.326796925008468	0.225581198976633	0.281681858015281	0.0561006590386479
0.201639024924044	0.324823037737879	0.338053924833599	0.401549483294178	0.0634955584605792
0.180680129653145	0.290065267465496	0.222518713436317	0.255851774385308	0.0333330609489906
0.246080598351616	0.379347952604391	0.472562044388236	0.521338296554902	0.0487762521666654
0.200178833629194	0.298509523361896	0.235506045078312	0.267483407715844	0.031977362637532
0.269880938946026	0.415666805509423	0.383265300094942	0.429166625997347	0.0459013259024052
0.180139242829934	0.299130747968526	0.171586484100425	0.204737998373264	0.0331515142728392
0.243953345727508	0.389558208478902	0.291358036734729	0.350146781972257	0.0587887452375275
0.247983374684704	0.399662450748609	0.271182892971096	0.336166090149184	0.0649831971780874
0.25902912312164	0.413383690654164	0.385862743673191	0.457340852134325	0.0714781084611346
0.258190676386045	0.406998415590734	0.303776104195299	0.350762247624431	0.0469861434291326
0.209824007476643	0.326347784386615	0.279499323142856	0.309377729051268	0.0298784059084115
0.211241343695487	0.310438117082659	0.383919859059414	0.405318484529156	0.021398625469742
0.244995465934506	0.371063797943675	0.342221800463975	0.372115307368666	0.0298935069046913
0.212406899088952	0.329660731749493	0.324653368016391	0.370461730205005	0.0458083621886142
0.296152762230786	0.463408102293906	0.412730472893574	0.481929767905484	0.0691992950119104
0.206031280547657	0.322815179154563	0.286827253460397	0.319626503959506	0.0327992504991086
0.192919142990522	0.272144760064344	0.340349651115775	0.355310055646798	0.014960404531023
0.217268529894743	0.329884031307232	0.368799706554374	0.406839251491775	0.0380395449374011
0.268961936374793	0.392378047324707	0.364476340200711	0.375873312823163	0.0113969726224522
0.202543594000953	0.330960355871643	0.236151733613559	0.286535131642012	0.0503833980284532
0.232028090770477	0.369647205663994	0.24092683226158	0.286037929163395	0.0451110969018151
0.256829553013413	0.410596061816297	0.279460861486918	0.326052858779908	0.0465919972929899
0.211465873314549	0.321940223189315	0.307188606072213	0.346512654531973	0.0393240484597601
0.193986060572579	0.319479042307166	0.233934824560764	0.291882220458389	0.0579473958976254
0.217372388602555	0.363146428858267	0.315237320301329	0.385667850263133	0.0704305299618042
0.179934712193924	0.289702593841952	0.224288964474718	0.26445523070817	0.0401662662334525
0.166129126384747	0.266413184851419	0.177367080306322	0.209400642032193	0.0320335617258715
0.183414410032738	0.295309956701612	0.357109990525493	0.426661086636289	0.0695510961107952
0.214642925419474	0.351458049286698	0.284415416435326	0.341484640835495	0.057069224400169
0.235765476889799	0.348718109205294	0.538974373576413	0.554790224037138	0.0158158504607251
0.209944538291596	0.345103950444352	0.406956290819143	0.472701875016102	0.065745584196959
0.233337623005543	0.364132167129938	0.333720817413073	0.37013444895543	0.0364136315423573
0.281084677191373	0.418221678806189	0.46488923643515	0.477802064925631	0.0129128284904806
0.37487579716325	0.592397720602437	0.429879352186057	0.512713169585196	0.0828338173991383
0.263748099475411	0.405002220810939	0.339247272064378	0.378037878723692	0.0387906066593132
0.220981228671124	0.352050732595344	0.216842294720352	0.262150871886585	0.0453085771662325
0.22024732656777	0.346381037675556	0.331950054504101	0.381516314112933	0.0495662596088323
0.239251232648356	0.375043938068802	0.373276718942098	0.422511211903729	0.0492344929616311
0.229548574240751	0.336016651779318	0.379035292163742	0.38322911579808	0.00419382363433796
0.268206167264813	0.43128991988371	0.381251202024942	0.423553158080372	0.0423019560554294
0.2848875578817	0.456272448413845	0.291753496388956	0.341742512473849	0.0499890160848923
0.167877490337337	0.266771401898902	0.285655277571106	0.334713957764244	0.0490586801931381
0.320386189329167	0.500995561090153	0.31513640709585	0.361666401135385	0.046529994039535
0.187798072898109	0.29801820514095	0.35037866682321	0.39987939802223	0.0495007311990204
0.240182755564461	0.395869005315322	0.405881069958382	0.516018858483717	0.110137788525335
0.237115674083162	0.368476023012977	0.374696809338991	0.447045260936338	0.0723484515973473
0.146454929562371	0.224125356339794	0.197883217055999	0.202389910113895	0.00450669305789583
0.204459721141792	0.327036867461316	0.264640227175977	0.309798676833756	0.0451584496577795
0.176855149231057	0.284470507475785	0.176388633541358	0.205243262651168	0.0288546291098096
0.177930168023543	0.298458870982027	0.217822114114552	0.273764725115321	0.0559426110007682
0.184740446488914	0.293103393087213	0.290424205338617	0.331838527565381	0.0414143222267646
0.218383892309887	0.32217316337485	0.36905611801325	0.397901733799484	0.0288456157862343
0.331058115474386	0.503595172149462	0.305403533804577	0.349674301198395	0.0442707673938183
0.226509123719329	0.348828914645514	0.296148230478894	0.334798828660914	0.0386505981820202
0.256569911503551	0.379311100223429	0.400870862865342	0.425077469396682	0.0242066065313404
0.215572864145086	0.336067585134952	0.375663066856621	0.42926902611468	0.0536059592580583
0.265001766795531	0.404722597056736	0.416688327579464	0.464392735628679	0.0477044080492145
0.212695326546727	0.322128331002136	0.30772664342743	0.344224984594473	0.0364983411670433
0.223156575126236	0.327561463169759	0.510665076616354	0.54259364077051	0.0319285641541562
0.217057209772791	0.34737605396069	0.335122734599639	0.395184732718569	0.0600619981189293
0.218660779852592	0.347073580500289	0.322847896914338	0.379742566613691	0.0568946696993523
0.275818064093814	0.436884859343167	0.240004119704913	0.282371982569019	0.0423678628641062
0.244070408196603	0.393303813022183	0.279615339155121	0.347570101125315	0.0679547619701939
0.182109855758879	0.270328342844776	0.307519095655317	0.337191969233245	0.0296728735779286
0.181152648543087	0.296049013247562	0.286809759606973	0.360916246502213	0.0741064868952396
0.246498786766735	0.376848540794047	0.349650740465462	0.386678533303616	0.0370277928381541
0.219743240129023	0.323678967466645	0.391451138493332	0.4010047011835	0.00955356269016783
0.189692625288812	0.317732908343098	0.272504010882626	0.32034860892016	0.0478445980375345
0.260599408411358	0.411305906683217	0.313878215861824	0.362696438374654	0.04881822251283
0.16906711314208	0.25820819073877	0.403680516064048	0.434762674733484	0.0310821586694359
0.196138361639848	0.3142678401141	0.365216662922906	0.408718449646822	0.0435017867239154
0.199510880302591	0.323731580574802	0.162701380267353	0.213628721440011	0.0509273411726581
0.17108605712449	0.267903043348704	0.263788154726978	0.299826088780901	0.0360379340539229
0.225725933895176	0.348857885451482	0.315847562688074	0.36841803574138	0.0525704730533055
0.222295271800955	0.344416870899986	0.331926744610458	0.386971550499504	0.0550448058890458
0.261051242924666	0.399728622307379	0.41266284847157	0.46840568024138	0.0557428317698107
0.228167162972808	0.353433319522463	0.405739620601347	0.451730627173252	0.0459910065719046
0.236507440578315	0.356533340910452	0.381168339506244	0.419295431451425	0.0381270919451813
0.21021384109126	0.335875708973196	0.271693212493876	0.317792749506793	0.0460995370129173
0.237234984589285	0.361502030711946	0.369376270419768	0.390033784801272	0.0206575143815046
