Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Flyway_Apod_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_Flyway_Apod_R	Univariate_LR_delta_R2_Flyway_Apod_R
0.509348634063282	0.509663262665359	0.501592752472326	0.507682111668603	0.00608935919627651
0.161277939848129	0.173494792114246	0.128795083744666	0.152289988179324	0.0234949044346572
0.315069315823578	0.323056093561889	0.171460156214606	0.181719169524691	0.0102590133100844
0.181228010384823	0.184543674359452	0.194462916269028	0.204117300653043	0.0096543843840145
0.0807262044704342	0.0917888720425383	0.0155085973033488	0.021032572782111	0.00552397547876219
0.264527871520785	0.263782619860988	0.335467567228521	0.346699148900396	0.011231581671875
0.351783052979205	0.349207058423231	0.392980579391446	0.399139248309353	0.00615866891790695
0.266439706225198	0.269333422242543	0.307177978213235	0.318722493089833	0.0115445148765981
0.200535996575834	0.211723328216724	0.129583487887477	0.147575513776562	0.0179920258890851
0.285993986073786	0.287539394542207	0.414382956180605	0.41883800681753	0.00445505063692536
0.389843653990515	0.402645712344624	0.233513714640596	0.256505376333871	0.0229916616932749
0.28978942822516	0.317578391665757	0.0860889049763043	0.102657799744782	0.0165688947684777
0.203299055438912	0.214793839129387	0.160772201373582	0.180049391598922	0.0192771902253402
0.246282500717424	0.254147210559447	0.213465450274872	0.238947416530905	0.0254819662560328
0.228643762567207	0.238796899498602	0.156573133785999	0.174585307436251	0.0180121736502516
0.0951818943085608	0.116505043127239	0.0173173966451589	0.0267961822993707	0.00947878565421179
0.325869211709431	0.328471161229962	0.477480433085215	0.495995409584314	0.0185149764990993
0.329931354673836	0.337676939964106	0.263121542323268	0.279080085996398	0.0159585436731301
0.357355679266791	0.347838340285319	0.72968425213064	0.714379621404628	-0.0153046307260113
0.0595397877392208	0.0643549078340131	0.0182528021468278	0.0213746328121744	0.00312183066534653
0.258026002031862	0.271365133277632	0.144083455553165	0.15999136647917	0.0159079109260052
0.287675192226792	0.286660929568152	0.570973876532829	0.573690081594467	0.00271620506163761
0.458449070804559	0.459018977527535	0.548233437375058	0.558659921658427	0.0104264842833682
0.216714014042273	0.219315423989024	0.159776713300561	0.165517410991085	0.00574069769052429
0.543467409014854	0.552197667831486	0.353862621749971	0.368040174339242	0.0141775525892705
0.532350643706609	0.532100989721047	0.474401068708889	0.474737991548481	0.000336922839592912
0.0956356568589826	0.104181728869925	0.0352525975724388	0.041313092922722	0.0060604953502832
0.410587611235948	0.413668534084861	0.460330754989065	0.473082042325535	0.0127512873364699
0.45643201535401	0.448984585017352	0.347806990861149	0.345371938036401	-0.0024350528247481
0.2267030072019	0.236554038774353	0.152422384347048	0.171006951242837	0.0185845668957894
0.272262424192691	0.272477405305746	0.179146411499781	0.182519519391258	0.00337310789147682
0.169519492866542	0.17648317891853	0.0629110608516909	0.0683239757806079	0.00541291492891703
0.205512425829247	0.227553377330134	0.0271402170780602	0.0342079432863058	0.00706772620824562
0.411730807170089	0.410846234519454	0.573260957959234	0.576072435195152	0.00281147723591768
0.742662107165122	0.732693257093762	0.632117567918354	0.630289351466645	-0.00182821645170927
0.253939159458204	0.258959932181019	0.0630191665679134	0.0656515391246935	0.00263237255678012
0.205016294734511	0.219436340705407	0.112754797957632	0.129400550441716	0.0166457524840842
0.288165709335759	0.28896942875269	0.179372333072955	0.190342725728985	0.0109703926560302
0.318677493092491	0.324902643319991	0.345777667103719	0.363873077405901	0.0180954103021815
0.337823212762906	0.337214540266715	0.194656666488565	0.196133885859964	0.00147721937139955
0.512546259455603	0.54222850657382	0.236034445797476	0.284492365115517	0.0484579193180413
0.465287785152358	0.457884481871427	0.474044921078902	0.471116721695759	-0.00292819938314304
