Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_mamms_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_mamms_C	Univariate_LR_delta_R2_mamms_C
0.222819522244156	5.44171324851297	0.225790609005007	0.117166651237538	-0.108623957767469
0.30323869358435	6.41238836402184	0.251825580364646	0.0966377078891939	-0.155187872475452
0.205667273279815	4.86832161493661	0.348586858615999	0.150575976989084	-0.198010881626915
0.198107318385253	5.13736925613804	0.343317142018877	0.187945228864638	-0.155371913154239
0.266017256220056	6.46811300319622	0.373164257482372	0.18096424224138	-0.192200015240992
0.223004802734047	6.23386838263074	0.452085105192932	0.278324295729651	-0.173760809463281
0.325693178625149	8.09499540724617	0.469895501528423	0.236633028788413	-0.23326247274001
0.312788566151232	7.61629181645383	0.400137607691373	0.207995616109396	-0.192141991581977
0.263360018296483	6.21521585563279	0.388001255005143	0.178645903262829	-0.209355351742314
0.253337589858094	5.68134330476328	0.305782178200249	0.124002170347184	-0.181780007853065
0.276411448712494	6.78590646862109	0.300161468778702	0.145740913925995	-0.154420554852706
0.163793104152798	4.19862582025038	0.340544575615153	0.164739067122415	-0.175805508492738
0.21068708672015	4.90636693161469	0.382997249662793	0.171159278351504	-0.211837971311289
0.205096837255184	5.55990106739105	0.161117493075028	0.0963098862855391	-0.0648076067894892
0.201199870827006	5.46304226305658	0.394514784874963	0.215389701165494	-0.179125083709469
0.260538936296584	5.83191205405652	0.353927097924863	0.151424998645378	-0.202502099279485
0.190867574689895	4.64871417361065	0.333128451153511	0.155830575660416	-0.177297875493095
0.180410147012328	4.42748855940089	0.219906921992264	0.109880520868791	-0.110026401123473
0.255426355962294	6.0098534621555	0.298627472054518	0.125778709672472	-0.172848762382045
0.197287392065138	5.94705467343493	0.225581198976633	0.169612785385814	-0.0559684135908198
0.201639024924044	4.9684266086559	0.338053924833599	0.158570906182865	-0.179483018650734
0.180680129653145	4.81883089080779	0.222518713436317	0.130534879354042	-0.0919838340822755
0.246080598351616	6.97976537394453	0.472562044388236	0.256137490443436	-0.2164245539448
0.200178833629194	5.10949836050589	0.235506045078312	0.12542037150758	-0.110085673570733
0.269880938946026	6.3424858821958	0.383265300094942	0.179023597440345	-0.204241702654597
0.180139242829934	3.91294637659454	0.171586484100425	0.0688948766580392	-0.102691607442385
0.243953345727508	5.46850159013691	0.291358036734729	0.128864061593617	-0.162493975141113
0.247983374684704	5.49603957784016	0.271182892971096	0.110733414360321	-0.160449478610776
0.25902912312164	6.06479627950217	0.385862743673191	0.171100184776655	-0.214762558896536
0.258190676386045	6.57796081778155	0.303776104195299	0.168833644226073	-0.134942459969226
0.209824007476643	5.27818932543827	0.279499323142856	0.137333178158543	-0.142166144984313
0.211241343695487	6.48491267232505	0.383919859059414	0.24153944311436	-0.142380415945054
0.244995465934506	5.5151445607957	0.342221800463975	0.138273650419922	-0.203948150044053
0.212406899088952	5.405990496068	0.324653368016391	0.179092165075833	-0.145561202940558
0.296152762230786	7.0813818337198	0.412730472893574	0.192440600110575	-0.220289872782998
0.206031280547657	4.95881693549615	0.286827253460397	0.143029271386547	-0.143797982073851
0.192919142990522	4.82220553052231	0.340349651115775	0.170542282539771	-0.169807368576005
0.217268529894743	5.42215451133293	0.368799706554374	0.168338332570476	-0.200461373983898
0.268961936374793	6.89406488716113	0.364476340200711	0.175877300420808	-0.188599039779903
0.202543594000953	4.27593400607295	0.236151733613559	0.100450153027909	-0.13570158058565
0.232028090770477	5.50075784013116	0.24092683226158	0.107531617571898	-0.133395214689682
0.256829553013413	6.63567532632178	0.279460861486918	0.145430275660532	-0.134030585826386
0.211465873314549	4.76764024900263	0.307188606072213	0.129389524562275	-0.177799081509938
0.193986060572579	4.49647799413282	0.233934824560764	0.105997166910472	-0.127937657650292
0.217372388602555	5.11511075941377	0.315237320301329	0.140546461317805	-0.174690858983524
0.179934712193924	4.61902133262156	0.224288964474718	0.113342886192582	-0.110946078282136
0.166129126384747	4.52183196379189	0.177367080306322	0.0981977162642391	-0.0791693640420828
0.183414410032738	4.43325380786561	0.357109990525493	0.179951036145084	-0.17715895438041
0.214642925419474	4.67938556427527	0.284415416435326	0.122034885142862	-0.162380531292465
0.235765476889799	6.08540217633805	0.538974373576413	0.25228776417751	-0.286686609398903
0.209944538291596	4.97675867157372	0.406956290819143	0.197617270373375	-0.209339020445768
0.233337623005543	5.79966240727807	0.333720817413073	0.150264143614491	-0.183456673798582
0.281084677191373	7.45770102227745	0.46488923643515	0.215735101506881	-0.249154134928269
0.37487579716325	8.62679077203189	0.429879352186057	0.181940005659224	-0.247939346526833
0.263748099475411	6.15500212611432	0.339247272064378	0.165354361477913	-0.173892910586465
0.220981228671124	5.37279475584353	0.216842294720352	0.0940304787073775	-0.122811816012975
0.22024732656777	5.15338293850376	0.331950054504101	0.159950753420301	-0.1719993010838
0.239251232648356	6.12662118582509	0.373276718942098	0.173562460628141	-0.199714258313957
0.229548574240751	5.56748242333324	0.379035292163742	0.164982717138917	-0.214052575024826
0.268206167264813	5.94208765523141	0.381251202024942	0.152953065682691	-0.228298136342251
0.2848875578817	6.88566284641593	0.291753496388956	0.131805286213283	-0.159948210175674
0.167877490337337	4.37179044344199	0.285655277571106	0.15096848931362	-0.134686788257486
0.320386189329167	7.94758067950686	0.31513640709585	0.137053630212043	-0.178082776883807
0.187798072898109	4.66699794420376	0.35037866682321	0.164747048626736	-0.185631618196474
0.240182755564461	5.68728526940317	0.405881069958382	0.174904692942154	-0.230976377016228
0.237115674083162	5.54949589156657	0.374696809338991	0.168829310174262	-0.205867499164729
0.146454929562371	3.95973007440754	0.197883217055999	0.112008078848671	-0.0858751382073283
0.204459721141792	4.59229101080914	0.264640227175977	0.111735155285575	-0.152905071890402
0.176855149231057	4.30278959845124	0.176388633541358	0.0886825589103962	-0.0877060746309623
0.177930168023543	4.23758170948994	0.217822114114552	0.101218188793098	-0.116603925321455
0.184740446488914	4.50394056930956	0.290424205338617	0.128534380925388	-0.161889824413229
0.218383892309887	5.53798221876582	0.36905611801325	0.191872007320342	-0.177184110692908
0.331058115474386	8.26034325994347	0.305403533804577	0.145966386185409	-0.159437147619168
0.226509123719329	5.0465123087354	0.296148230478894	0.123297919201391	-0.172850311277502
0.256569911503551	6.04847799194619	0.400870862865342	0.173106761733308	-0.227764101132034
0.215572864145086	5.4681431676577	0.375663066856621	0.183336207585544	-0.192326859271077
0.265001766795531	6.08353698084612	0.416688327579464	0.180953962357497	-0.235734365221967
0.212695326546727	5.16292272295104	0.30772664342743	0.137313238972901	-0.170413404454529
