Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Deciduous_broad_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_Deciduous_broad_R	Univariate_LR_delta_R2_Deciduous_broad_R
0.500384782454601	0.0426456708629953	0.529724608852601	0.0721948407678817	-0.45752976808472
0.598734101977677	0.0679576599158381	0.310465847319546	0.0531937914791929	-0.257272055840353
0.397733803848193	0.0352395898443892	0.362807603232674	0.048820158563712	-0.313987444668962
0.379702274638744	0.0527435178175038	0.39258871916929	0.103034982611728	-0.289553736557562
0.475676014185618	0.0668286473926332	0.475778044516905	0.112445552130042	-0.363332492386864
0.481567273429568	0.0351459017033242	0.362777139823593	0.0408927330695011	-0.321884406754091
0.426731519872568	0.0452358417319625	0.456431413562904	0.0858193801136267	-0.370612033449278
0.402994589428909	0.0453099213339975	0.375760211549618	0.0878675409314525	-0.287892670618165
0.556105674539595	0.0657336066556649	0.543590561639994	0.0932343397907027	-0.450356221849292
0.485652799017552	0.0460529572013657	0.532394677901439	0.0684344665026353	-0.463960211398804
0.389239481185579	0.06293916834031	0.420633095893462	0.124077156112553	-0.296555939780909
0.406869850896763	0.051393931095543	0.523663905674913	0.107421750565061	-0.416242155109853
0.724099687231873	0.133193809674435	0.439337421967761	0.178066022388716	-0.261271399579044
0.69184430446921	0.0858692861115077	0.441242287796801	0.112620704747526	-0.328621583049275
0.406754153301763	0.0612886564151042	0.338779133681712	0.131409939245076	-0.207369194436636
0.622013404250828	0.049418846294249	0.386967759624676	0.0419373165092131	-0.345030443115462
0.4644906836007	0.0849137836456216	0.616330709938815	0.222439027169978	-0.393891682768837
0.474161031452312	0.0803016162166375	0.365748978641581	0.114391932178361	-0.25135704646322
0.484134689476405	0.0860511072331148	0.404365580607366	0.176413098059722	-0.227952482547644
0.406192443450864	0.0303968818802896	0.410402333426672	0.0438141078996788	-0.366588225526993
0.431673433897665	0.0728413685810722	0.481153094265713	0.159985389863769	-0.321167704401944
0.435906408808703	0.0444366154357323	0.578256834263428	0.0963419277001153	-0.481914906563312
0.482186160281811	0.0413262101081188	0.463957806884237	0.0733616624490318	-0.390596144435205
0.35047244626973	0.0519540815991633	0.450195550687902	0.112098140107769	-0.338097410580133
0.456026497921207	0.043969178619833	0.411078775608758	0.0722540412674623	-0.338824734341296
0.498496156873473	0.0459533776457498	0.368703749461164	0.0566520254369832	-0.312051724024181
0.429520856533532	0.0686085805697456	0.469670388365547	0.164148641047112	-0.305521747318434
0.549097979092012	0.0651881266937936	0.458935834449754	0.10929633168439	-0.349639502765364
0.393824641263865	0.0365914266646412	0.336190937411826	0.0571331617999165	-0.27905777561191
0.363273053838869	0.0472891760090864	0.432840580789488	0.115985818828076	-0.316854761961412
0.40823964259397	0.0404173124580198	0.421260825303892	0.0752064232389194	-0.346054402064973
0.362557138031507	0.0589295457054647	0.39535641686789	0.140715765854588	-0.254640651013302
0.350429342803703	0.0455733485133501	0.408250401668753	0.112170816092522	-0.296079585576231
0.38654895135973	0.053634336609191	0.468821021312595	0.118249511917872	-0.350571509394723
0.350262757682986	0.0465010077480639	0.426564492835173	0.116514610682621	-0.310049882152552
0.384003525015585	0.0433672399123877	0.460603493204345	0.116450186545943	-0.344153306658403
0.782976204893794	0.0808458085408304	0.517983684916841	0.0807091200979832	-0.437274564818858
0.429921587824571	0.0574772133847411	0.42763785839022	0.0944043402713032	-0.333233518118917
0.601550419709332	0.0222789400699451	0.271673010477295	0.00779697234488963	-0.263876038132406
0.437938487407643	0.0529399955835357	0.350973545675491	0.0629171430371517	-0.288056402638339
0.463057526076243	0.0650160565705102	0.49810171486629	0.168798161861	-0.32930355300529
0.570633711838618	0.0980717018169119	0.367523319253551	0.142748076831718	-0.224775242421834
0.471344825821115	0.0577310105574914	0.504167203690353	0.122332137720846	-0.381835065969507
0.291484590419602	0.032653210734784	0.278041608887947	0.0498700556173966	-0.228171553270551
0.349076385844539	0.0596671321518771	0.328629981761808	0.141069968414985	-0.187560013346823
0.352169866054658	0.034258717039622	0.423838106044178	0.0685502959326683	-0.35528781011151
0.637857495274072	0.074652419279565	0.306167313362339	0.080173750539303	-0.225993562823036
0.518247310515415	0.0672202907530544	0.408857281480034	0.124451848435663	-0.284405433044372
0.458480056801202	0.0256903836843145	0.344433985112679	0.0269555854621482	-0.317478399650531
0.595715418574304	0.0465232234587249	0.466525849208692	0.0544527282837932	-0.412073120924899
0.425908958064217	0.0593028089630965	0.492623525085882	0.139539021101736	-0.353084503984147
0.365895239883394	0.0352348039612275	0.436113431006194	0.0650152155216425	-0.371098215484552
0.523599875767326	0.0662649243060983	0.371771529138599	0.0899415920476599	-0.281829937090939
0.592195918894034	0.0807532340029564	0.48605633152856	0.0803788511422023	-0.405677480386358
0.433339764031122	0.0596471822739107	0.295232197681011	0.0892608254008374	-0.205971372280174
0.41790951774112	0.0455905667372122	0.528077663948426	0.0917357263537796	-0.436341937594646
0.425658940868453	0.0546083003359071	0.32385053316737	0.0797363817975406	-0.244114151369829
0.5183700882234	0.0781286732064149	0.443814065198077	0.154011871765189	-0.289802193432888
0.614880193416137	0.0380280382430607	0.431971863847771	0.0386209007973021	-0.393350963050469
0.624781515668878	0.0360450596314627	0.328097817182146	0.0223472877002959	-0.30575052948185
0.492453529719684	0.0491800483235533	0.544958969249247	0.0933795222644263	-0.45157944698482
0.638426167714997	0.0292526422223769	0.464959786668546	0.0216801279121048	-0.443279658756441
