Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Flyway_Ans_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_Flyway_Ans_R	Univariate_LR_delta_R2_Flyway_Ans_R
0.509348634063282	0.50900463711903	0.501592752472326	0.49918158402312	-0.00241116844920675
0.161277939848129	0.162069213995502	0.128795083744666	0.128834473500671	0.0000393897560042877
0.315069315823578	0.314986708365802	0.171460156214606	0.170677451621497	-0.000782704593109557
0.181228010384823	0.181316377621784	0.194462916269028	0.193974573097314	-0.0004883431717147
0.0807262044704342	0.0767786589618177	0.0155085973033488	0.0137918599433071	-0.00171673736004169
0.264527871520785	0.26674934855953	0.335467567228521	0.339069436481634	0.00360186925311268
0.351783052979205	0.352725566902664	0.392980579391446	0.395076529855732	0.00209595046428607
0.266439706225198	0.265189866446806	0.307177978213235	0.303509558746007	-0.00366841946722873
0.200535996575834	0.199933668501528	0.129583487887477	0.129344928453162	-0.000238559434314917
0.285993986073786	0.286212049878383	0.414382956180605	0.413510621619862	-0.000872334560742594
0.389843653990515	0.390018896499922	0.233513714640596	0.230855531040854	-0.00265818359974135
0.28978942822516	0.288563445765983	0.0860889049763043	0.0852775426602166	-0.000811362316087638
0.203299055438912	0.203225242711742	0.160772201373582	0.160652507901956	-0.000119693471625493
0.246282500717424	0.24664615365262	0.213465450274872	0.212953487244243	-0.000511963030628976
0.228643762567207	0.228977557410646	0.156573133785999	0.15661074058125	0.0000376067952502224
0.0951818943085608	0.094394573683593	0.0173173966451589	0.0169741648929274	-0.000343231752231585
0.325869211709431	0.323640210153468	0.477480433085215	0.47329193871274	-0.00418849437247509
0.329931354673836	0.330106435547761	0.263121542323268	0.262507987214215	-0.000613555109053476
0.357355679266791	0.356950402406222	0.72968425213064	0.728181327869966	-0.00150292426067389
0.0595397877392208	0.0591703375674943	0.0182528021468278	0.0179853331809514	-0.000267468965876379
0.258026002031862	0.257072399214946	0.144083455553165	0.143149887769901	-0.000933567783263645
0.287675192226792	0.287538284780178	0.570973876532829	0.570162646574973	-0.000811229957856541
0.458449070804559	0.458894673848716	0.548233437375058	0.548023719170892	-0.000209718204166931
0.216714014042273	0.216206737016972	0.159776713300561	0.159194620736893	-0.000582092563667619
0.543467409014854	0.544650018128647	0.353862621749971	0.353703081364624	-0.000159540385347823
0.532350643706609	0.532472447701071	0.474401068708889	0.472832577836351	-0.00156849087253752
0.0956356568589826	0.094591722519106	0.0352525975724388	0.0343465373780588	-0.00090606019438004
0.410587611235948	0.411000679246993	0.460330754989065	0.459938653150871	-0.000392101838194658
0.45643201535401	0.457911090390105	0.347806990861149	0.347986643970015	0.000179653108865252
0.2267030072019	0.226456013580897	0.152422384347048	0.151133345934161	-0.00128903841288705
0.272262424192691	0.272485835739444	0.179146411499781	0.179532396978631	0.000385985478850048
0.169519492866542	0.168632811032737	0.0629110608516909	0.0622570419734866	-0.000654018878204307
0.205512425829247	0.202657303144076	0.0271402170780602	0.0260599773376404	-0.0010802397404198
0.411730807170089	0.412217321921971	0.573260957959234	0.57135007621279	-0.00191088174644394
0.742662107165122	0.742701679684939	0.632117567918354	0.630192941227934	-0.00192462669042071
0.253939159458204	0.252726854802582	0.0630191665679134	0.0627011110582252	-0.000318055509688123
0.205016294734511	0.204906530814903	0.112754797957632	0.112357956914422	-0.000396841043210319
0.288165709335759	0.286560678324644	0.179372333072955	0.178774119930428	-0.000598213142526283
0.318677493092491	0.318669447747936	0.345777667103719	0.344741856391961	-0.00103581071175796
0.337823212762906	0.333922473532178	0.194656666488565	0.188977803930367	-0.00567886255819802
0.512546259455603	0.500231952190405	0.236034445797476	0.224837404304652	-0.0111970414928241
0.465287785152358	0.464523977455687	0.474044921078902	0.471907959900129	-0.00213696117877327
0.179382993457596	0.179581655414136	0.0586173811693954	0.0590111068823138	0.000393725712918423
0.527047809155911	0.526534082198192	0.366630750289874	0.365872969887761	-0.000757780402113273
0.257420569318673	0.253623757830812	0.297651367200353	0.28823368372407	-0.00941768347628258
0.288293723783326	0.275791376408449	0.0828206745148953	0.0771566176265424	-0.00566405688835288
0.28465415537388	0.28196410961651	0.11248343066316	0.110379358564502	-0.00210407209865754
0.125700427714017	0.123992560564047	0.065873302570368	0.0641549797602225	-0.00171832281014549
0.292531297135728	0.292524419746461	0.389610179216604	0.389244313339972	-0.000365865876631566
0.459422156617499	0.460002751019908	0.43399152296117	0.434550824803999	0.000559301842828763
0.250925461615483	0.249699698263895	0.274639844389712	0.272576853785474	-0.00206299060423859
0.218539362889769	0.217847952938246	0.11329977928515	0.113313026377439	0.0000132470922883654
0.379183007871704	0.380283512968773	0.45503270320628	0.456114914731472	0.00108221152519233
0.312295425742977	0.311436852793087	0.278578059648626	0.276281316994901	-0.00229674265372531
0.187279851952955	0.189773560579466	0.248456006330683	0.252654835341451	0.00419882901076796
0.386742593527444	0.385080319911654	0.559847042504585	0.557573402641398	-0.00227363986318685
0.0816354334142884	0.0807896331498897	0.0372522299117817	0.0362698893978172	-0.00098234051396455
0.205162809255206	0.205427050344048	0.127003939374187	0.126956350343066	-0.0000475890311209537
0.534877697540481	0.533980991464362	0.475234948018741	0.47338649405268	-0.00184845396606037
0.524443344329959	0.525180873120271	0.315890628503158	0.315381454063391	-0.000509174439767557
0.182624165442694	0.182059095366017	0.293236689272095	0.289082477863566	-0.00415421140852912
0.46536389790376	0.464891918768564	0.704730259953136	0.703452289390461	-0.00127797056267542
0.21080898835795	0.206360992527149	0.117591289382853	0.114565518086897	-0.0030257712959558
0.351155648161095	0.348928356125199	0.286401072327671	0.2838890927479	-0.00251197957977084
0.327571675694138	0.325034075052837	0.533307636713373	0.527738826218363	-0.00556881049500968
0.233200568765292	0.232378512834565	0.133963699615823	0.132884194512434	-0.00107950510338872
0.482422767048615	0.481245851180335	0.534947914747182	0.532023800364192	-0.00292411438299012
0.116453351562414	0.114287220293901	0.0207045032528459	0.0199118006175342	-0.000792702635311743
0.315935447005173	0.316462273160828	0.169484117342249	0.168283646853649	-0.00120047048859992
0.512148254079097	0.511505291509622	0.117654359147752	0.116766716376828	-0.000887642770923291
0.38496430993838	0.384999262781656	0.158953400262828	0.158367211930823	-0.0005861883320053
0.0745262257121674	0.0738148285163002	0.0336399952140643	0.0331321792920049	-0.000507815922059347
0.208847155635344	0.209513680490055	0.450123714677371	0.453664392271399	0.00354067759402882
0.091711883034598	0.0888986107931839	0.0182531492605099	0.0170764735981895	-0.00117667566232044
0.266412811878833	0.26299263795486	0.148019450137879	0.144328832961543	-0.00369061717633593
0.150080250375363	0.149449207054602	0.0932652839737941	0.0924214037488319	-0.000843880224962207
0.797757940743428	0.798212099001901	0.585990322100777	0.584929612567972	-0.00106070953280479
0.179726118098721	0.178418578869255	0.162659229382207	0.1603208263837	-0.0023384029985066
0.139250232655665	0.138308141393124	0.129568073407926	0.12804634449234	-0.00152172891558561
0.349366857097869	0.349146479936703	0.43853509312949	0.439995373293331	0.00146028016384103
0.548151276506386	0.548380189116166	0.308077163963569	0.305936729314769	-0.00214043464880009
0.205476477101373	0.204857096883312	0.0815720134127531	0.0796156779263203	-0.0019563354864328
0.284496549234635	0.284655040732998	0.144164848573463	0.144777581875721	0.000612733302258389
0.444600130039371	0.444219074823471	0.105055517649688	0.104316067575739	-0.000739450073949086
0.297562065011571	0.297149972728724	0.270657402677992	0.271102741068258	0.00044533839026567
0.185649911898132	0.185873885133442	0.227488978116421	0.226402069975139	-0.0010869081412816
0.0695383293671997	0.0666483220314751	0.0108048581581946	0.0101234125966359	-0.000681445561558627
0.272103874215064	0.271637162905749	0.245951519491312	0.244373160604678	-0.00157835888663391
0.179020812311324	0.178854393115557	0.0687441199386095	0.0686552363491366	-0.0000888835894729129
0.292483304093323	0.292772546294336	0.310364118465681	0.308842254817026	-0.00152186364865481
0.0723397597188497	0.0719705475141641	0.023930926219807	0.0234558026023553	-0.000475123617451691
0.452441005660505	0.449982984425965	0.11312837263029	0.111626494175505	-0.00150187845478475
0.200560304435114	0.200256089031522	0.208301946091325	0.207101686177919	-0.00120025991340605
0.256869819384707	0.256947592435551	0.11461938815483	0.114534006419005	-0.0000853817358249936
0.207897321498185	0.20816356117539	0.13102481403694	0.130858117768736	-0.000166696268203981
0.33624397018646	0.337049268563468	0.401306824480411	0.401976387682494	0.000669563202083001
0.589060614184412	0.58909898804827	0.448338841216864	0.444638473730742	-0.00370036748612163
0.146729605269791	0.145883525717417	0.0438009509916143	0.0438903977992142	0.0000894468075999036
0.291677921082665	0.289579290849921	0.217103056643822	0.214272443856507	-0.00283061278731536
0.257026795131185	0.256928377361218	0.155204793592837	0.155151479879867	-0.0000533137129694605
