Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Flyway_Pas_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_Flyway_Pas_R	Univariate_LR_delta_R2_Flyway_Pas_R
0.222819522244156	0.145067089546961	0.225790609005007	0.155334557657651	-0.0704560513473564
0.30323869358435	0.201105987148684	0.251825580364646	0.177053938310765	-0.074771642053881
0.205667273279815	0.151111321795575	0.348586858615999	0.270150658768412	-0.0784361998475875
0.198107318385253	0.146441014730189	0.343317142018877	0.266468142401181	-0.076848999617696
0.266017256220056	0.179639035253653	0.373164257482372	0.264373937287371	-0.108790320195
0.223004802734047	0.166753406055075	0.452085105192932	0.36500636552847	-0.0870787396644616
0.325693178625149	0.236173040646477	0.469895501528423	0.351814132516878	-0.118081369011545
0.312788566151232	0.232761171212163	0.400137607691373	0.31624680731997	-0.0838908003714027
0.263360018296483	0.191414471570664	0.388001255005143	0.30614801632377	-0.0818532386813731
0.253337589858094	0.169655012883261	0.305782178200249	0.210370469119787	-0.095411709080462
0.276411448712494	0.201837576853222	0.300161468778702	0.237622152477802	-0.0625393163008998
0.163793104152798	0.119105302543152	0.340544575615153	0.270537424644063	-0.0700071509710896
0.21068708672015	0.146734582288231	0.382997249662793	0.291726744401468	-0.0912705052613249
0.205096837255184	0.140197262073685	0.161117493075028	0.116168290853607	-0.0449492022214214
0.201199870827006	0.151316731734924	0.394514784874963	0.313060160191763	-0.0814546246832006
0.260538936296584	0.178453264706214	0.353927097924863	0.25790737219024	-0.0960197257346231
0.190867574689895	0.140027199636801	0.333128451153511	0.264181363489572	-0.0689470876639388
0.180410147012328	0.131043928397692	0.219906921992264	0.174846384696156	-0.0450605372961079
0.255426355962294	0.168215026625304	0.298627472054518	0.205738936899711	-0.0928885351548064
0.197287392065138	0.141206287605757	0.225581198976633	0.175111264195749	-0.0504699347808841
0.201639024924044	0.139538653885492	0.338053924833599	0.249425593821139	-0.0886283310124601
0.180680129653145	0.126329290869859	0.222518713436317	0.164963124942644	-0.0575555884936729
0.246080598351616	0.184286995111731	0.472562044388236	0.387298238299624	-0.0852638060886119
0.200178833629194	0.150025155522436	0.235506045078312	0.18974689898002	-0.0457591460982924
0.269880938946026	0.184469548243055	0.383265300094942	0.280358689761545	-0.102906610333397
0.180139242829934	0.125105176469717	0.171586484100425	0.128802285038502	-0.042784199061923
0.243953345727508	0.161716250422313	0.291358036734729	0.203810792667911	-0.0875472440668187
0.247983374684704	0.167950001781001	0.271182892971096	0.193256685883365	-0.0779262070877312
0.25902912312164	0.180512006881959	0.385862743673191	0.282286365189569	-0.103576378483622
0.258190676386045	0.197788531910688	0.303776104195299	0.253128152017177	-0.0506479521781218
0.209824007476643	0.146006051806096	0.279499323142856	0.211656386262015	-0.0678429368808408
0.211241343695487	0.166818797182798	0.383919859059414	0.33012201148904	-0.0537978475703741
0.244995465934506	0.166287121983387	0.342221800463975	0.245106388876047	-0.0971154115879283
0.212406899088952	0.14891249747055	0.324653368016391	0.239860833132481	-0.08479253488391
0.296152762230786	0.207556182591788	0.412730472893574	0.309293648070913	-0.103436824822661
0.206031280547657	0.133619870537593	0.286827253460397	0.208107048644815	-0.0787202048155822
0.192919142990522	0.132670702835892	0.340349651115775	0.261236754309366	-0.0791128968064094
0.217268529894743	0.155652174671515	0.368799706554374	0.275975774673251	-0.0928239318811235
0.268961936374793	0.20439343615655	0.364476340200711	0.294907013538069	-0.0695693266626414
0.202543594000953	0.13909470385471	0.236151733613559	0.175668109778826	-0.0604836238347333
0.232028090770477	0.154588494284672	0.24092683226158	0.168697204337726	-0.0722296279238541
0.256829553013413	0.176529940727141	0.279460861486918	0.206048136940409	-0.0734127245465095
0.211465873314549	0.14055551678445	0.307188606072213	0.209760157728759	-0.0974284483434543
0.193986060572579	0.138507451993385	0.233934824560764	0.178993029525457	-0.0549417950353067
0.217372388602555	0.156312485465289	0.315237320301329	0.244908363306587	-0.0703289569947417
0.179934712193924	0.12750549474257	0.224288964474718	0.168292397001127	-0.055996567473591
0.166129126384747	0.115275398945545	0.177367080306322	0.131230500775022	-0.0461365795312997
0.183414410032738	0.128026888023797	0.357109990525493	0.262663342348021	-0.094446648177472
0.214642925419474	0.142461661546777	0.284415416435326	0.210263904726584	-0.0741515117087418
0.235765476889799	0.172571575422821	0.538974373576413	0.413443703907457	-0.125530669668956
0.209944538291596	0.145823982285739	0.406956290819143	0.304049705725351	-0.102906585093792
0.233337623005543	0.172374748875377	0.333720817413073	0.257284485253054	-0.0764363321600183
0.281084677191373	0.209951155820399	0.46488923643515	0.364713468476463	-0.100175767958687
0.37487579716325	0.252035892638457	0.429879352186057	0.29799513769477	-0.131884214491288
0.263748099475411	0.178922054799943	0.339247272064378	0.253347770397826	-0.0858995016665521
0.220981228671124	0.154317192714962	0.216842294720352	0.156208339468601	-0.0606339552517511
0.22024732656777	0.142347902577369	0.331950054504101	0.235881126043509	-0.0960689284605917
0.239251232648356	0.172388253034368	0.373276718942098	0.284539325982172	-0.088737392959926
0.229548574240751	0.169444345738263	0.379035292163742	0.305799245150908	-0.0732360470128344
0.268206167264813	0.184099884762173	0.381251202024942	0.278256972870839	-0.102994229154104
0.2848875578817	0.19422019688971	0.291753496388956	0.218392658242817	-0.0733608381461393
0.167877490337337	0.123942820305982	0.285655277571106	0.224378071487778	-0.061277206083328
0.320386189329167	0.234641443729389	0.31513640709585	0.246120760922629	-0.0690156461732208
0.187798072898109	0.135827173997097	0.35037866682321	0.266159578614175	-0.0842190882090347
0.240182755564461	0.169489284450368	0.405881069958382	0.298969437950299	-0.106911632008083
0.237115674083162	0.174686381752194	0.374696809338991	0.288921307707813	-0.0857755016311779
0.146454929562371	0.107533782434405	0.197883217055999	0.164194130867983	-0.033689086188016
0.204459721141792	0.138674889758799	0.264640227175977	0.191410536819265	-0.0732296903567119
0.176855149231057	0.125359893711439	0.176388633541358	0.137648985433171	-0.0387396481081877
0.177930168023543	0.125881746374312	0.217822114114552	0.163714401758651	-0.0541077123559016
0.184740446488914	0.136450692807205	0.290424205338617	0.22872943581015	-0.0616947695284664
0.218383892309887	0.152745909247255	0.36905611801325	0.282028907127799	-0.0870272108854511
0.331058115474386	0.231508228260624	0.305403533804577	0.22707140791414	-0.0783321258904368
0.226509123719329	0.160014059368835	0.296148230478894	0.225248515326104	-0.0708997151527902
0.256569911503551	0.17818498548929	0.400870862865342	0.294682373150637	-0.106188489714705
0.215572864145086	0.154680581431587	0.375663066856621	0.28727902423813	-0.0883840426184916
0.265001766795531	0.18465082085103	0.416688327579464	0.313560925858472	-0.103127401720992
0.212695326546727	0.157848796964389	0.30772664342743	0.24511369278623	-0.0626129506411996
0.223156575126236	0.171656290749403	0.510665076616354	0.418794052889109	-0.0918710237272446
0.217057209772791	0.15426644131277	0.335122734599639	0.250386145526045	-0.084736589073594
0.218660779852592	0.150759789672821	0.322847896914338	0.241082582610034	-0.0817653143043043
0.275818064093814	0.186518995515369	0.240004119704913	0.163900188547627	-0.0761039311572867
0.244070408196603	0.161070085019356	0.279615339155121	0.190497676964723	-0.0891176621903979
