Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gflcu_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_gflcu_C	Univariate_LR_delta_R2_gflcu_C
0.500384782454601	0.500507185592209	0.529724608852601	0.529747904345565	2.32954929634266e-05
0.598734101977677	0.598828253767656	0.310465847319546	0.31046270603586	-3.14128368533728e-06
0.397733803848193	0.397800690414645	0.362807603232674	0.362804564374038	-3.03885863583986e-06
0.379702274638744	0.379754728599662	0.39258871916929	0.392568581967166	-2.01372021241264e-05
0.475676014185618	0.475766911137509	0.475778044516905	0.475792896030686	1.4851513780223e-05
0.481567273429568	0.481681750782197	0.362777139823593	0.362800564655809	2.3424832216401e-05
0.426731519872568	0.426819189683216	0.456431413562904	0.456383322228891	-4.80913340136224e-05
0.402994589428909	0.403079091143568	0.375760211549618	0.375768409307789	8.19775817156865e-06
0.556105674539595	0.556210918374648	0.543590561639994	0.543611364060666	2.08024206715951e-05
0.485652799017552	0.485744378988489	0.532394677901439	0.532400937059665	6.25915822616285e-06
0.389239481185579	0.389314968009583	0.420633095893462	0.420631475027931	-1.62086553096019e-06
0.406869850896763	0.406943376482362	0.523663905674913	0.523686104503411	2.21988284970775e-05
0.724099687231873	0.724232012251935	0.439337421967761	0.439342810835576	5.38886781570325e-06
0.69184430446921	0.691972824029115	0.441242287796801	0.441247734908995	5.44711219341298e-06
0.406754153301763	0.406820309906561	0.338779133681712	0.33877406211515	-5.07156656154306e-06
0.622013404250828	0.622119372882451	0.386967759624676	0.386955946961589	-1.18126630869742e-05
0.4644906836007	0.46459164345688	0.616330709938815	0.616366029141785	3.53192029701743e-05
0.474161031452312	0.474278600724256	0.365748978641581	0.365770997722838	2.20190812570409e-05
0.484134689476405	0.484208964412924	0.404365580607366	0.404354755060301	-1.08255470647189e-05
0.406192443450864	0.40627739032336	0.410402333426672	0.41041284526808	1.05118414076011e-05
0.431673433897665	0.431747820248661	0.481153094265713	0.481175139793234	2.2045527521608e-05
0.435906408808703	0.436015458226624	0.578256834263428	0.578283891494406	2.7057230978178e-05
0.482186160281811	0.482274623356734	0.463957806884237	0.463985364842323	2.75579580855667e-05
0.35047244626973	0.350566089028129	0.450195550687902	0.450220535705891	2.4985017988699e-05
0.456026497921207	0.456133411300881	0.411078775608758	0.411095612386155	1.68367773966671e-05
0.498496156873473	0.498584651758354	0.368703749461164	0.368698320718668	-5.42874249642722e-06
0.429520856533532	0.429601199569548	0.469670388365547	0.469689505769341	1.91174037947883e-05
0.549097979092012	0.549237006483326	0.458935834449754	0.458976752502723	4.09180529687969e-05
0.393824641263865	0.393913209760407	0.336190937411826	0.336206045652168	1.51082403413993e-05
0.363273053838869	0.363345498428517	0.432840580789488	0.432862776613384	2.21958238961761e-05
0.40823964259397	0.408323809439222	0.421260825303892	0.421282239415392	2.14141114997513e-05
0.362557138031507	0.362630173366839	0.39535641686789	0.395389468531025	3.3051663135053e-05
0.350429342803703	0.350492185355784	0.408250401668753	0.408270964238408	2.05625696552691e-05
0.38654895135973	0.386631784077958	0.468821021312595	0.468860808179695	3.97868671003221e-05
0.350262757682986	0.350326697696282	0.426564492835173	0.426553951923917	-1.05409112556298e-05
0.384003525015585	0.384101090827222	0.460603493204345	0.460662092570238	5.85993658927531e-05
0.782976204893794	0.783090014309547	0.517983684916841	0.5179685954435	-1.50894733406126e-05
0.429921587824571	0.430008413459993	0.42763785839022	0.427637936064134	7.76739133012683e-08
0.601550419709332	0.601626063692289	0.271673010477295	0.271659130794497	-1.38796827984233e-05
0.437938487407643	0.438007130860071	0.350973545675491	0.350964471260031	-9.07441545983101e-06
0.463057526076243	0.463172265314488	0.49810171486629	0.498150014011961	4.82991456708382e-05
0.570633711838618	0.570768082289217	0.367523319253551	0.36754793429189	2.46150383389487e-05
0.471344825821115	0.471447308026891	0.504167203690353	0.504184518145437	1.73144550845716e-05
0.291484590419602	0.291543218699534	0.278041608887947	0.278035835758227	-5.77312971972166e-06
0.349076385844539	0.349134032164771	0.328629981761808	0.32863652134665	6.5395848427019e-06
0.352169866054658	0.352259036465025	0.423838106044178	0.423863138864123	2.50328199444816e-05
0.637857495274072	0.637980645123953	0.306167313362339	0.306191997650677	2.46842883378506e-05
0.518247310515415	0.518368027019619	0.408857281480034	0.408872638933701	1.53574536667089e-05
0.458480056801202	0.45858223929802	0.344433985112679	0.34443687499174	2.88987906088556e-06
0.595715418574304	0.595829495242527	0.466525849208692	0.466564023388746	3.81741800541957e-05
0.425908958064217	0.425975703396696	0.492623525085882	0.492613090179034	-1.04349068484333e-05
0.365895239883394	0.365955939686101	0.436113431006194	0.436107789673676	-5.64133251790278e-06
0.523599875767326	0.52366830732997	0.371771529138599	0.371769871299376	-1.65783922356777e-06
0.592195918894034	0.592302670279098	0.48605633152856	0.486087386200046	3.10546714857307e-05
0.433339764031122	0.43341897770812	0.295232197681011	0.2952427334557	1.05357746887913e-05
0.41790951774112	0.417984125133945	0.528077663948426	0.528064866125382	-1.27978230439751e-05
0.425658940868453	0.425765509381638	0.32385053316737	0.323866802425399	1.62692580286672e-05
0.5183700882234	0.518452858040785	0.443814065198077	0.443818278743097	4.21354501978222e-06
0.614880193416137	0.614992599170406	0.431971863847771	0.431979956510656	8.09266288476218e-06
0.624781515668878	0.624878523632506	0.328097817182146	0.328078413190326	-1.94039918200439e-05
0.492453529719684	0.492531339611956	0.544958969249247	0.54497663549501	1.76662457632704e-05
0.638426167714997	0.638556774850753	0.464959786668546	0.464960618977385	8.3230883984875e-07
0.513830948050231	0.513955555404327	0.544148933071556	0.544187926977868	3.89939063120126e-05
0.421179212400409	0.421273752646765	0.234546411804383	0.234538708304132	-7.70350025047772e-06
0.539746120624576	0.539840671241729	0.503260395367419	0.503278742073734	1.83467063142873e-05
0.34639660261548	0.346474453012804	0.387718135533337	0.387743349671688	2.52141383506599e-05
0.359748207175915	0.359848803646119	0.422808190547482	0.422831509905718	2.33193582364621e-05
0.529668199950621	0.529791104269869	0.393083571618718	0.393092111521396	8.53990267873916e-06
0.503836443891332	0.503971664318971	0.349344634254206	0.349359229329795	1.45950755894853e-05
0.445307776366745	0.445390021641575	0.357470915775356	0.35745957457963	-1.13411957263776e-05
0.50884391058068	0.508962127130347	0.523446213188807	0.5234876105731	4.13973842928739e-05
0.67850646384122	0.678640606102368	0.378321932931629	0.378336221389053	1.42884574241275e-05
0.334359137556116	0.334415399026063	0.360191090554627	0.36018856010973	-2.53044489662013e-06
0.472803191465967	0.472866133757924	0.441837458465318	0.441834283931579	-3.1745337393807e-06
0.50236130566053	0.5024447068994	0.603832337228195	0.603847270840689	1.49336124937172e-05
0.460086833679272	0.460153181328707	0.551333522374054	0.551322237994688	-1.12843793659279e-05
0.391380053180398	0.391455405616465	0.428815700396346	0.42882758883656	1.18884402136588e-05
0.342679472505684	0.342741455461736	0.334598880793557	0.33458772984614	-1.11509474174376e-05
0.5275852124373	0.527687241184308	0.417158343587525	0.41717225626672	1.391267919576e-05
0.455251986664696	0.45534865973842	0.285588959479963	0.285588769002636	-1.90477327577376e-07
0.584060532421462	0.584198823290464	0.355745791257498	0.355758487488138	1.26962306405964e-05
0.389236929323781	0.389299094864155	0.420850774510451	0.420874972977763	2.41984673121087e-05
0.420039594786873	0.420157534789775	0.47948357380304	0.479542207388708	5.86335856674891e-05
0.488550608495617	0.488624493021572	0.466594559314174	0.466588453872003	-6.10544217066744e-06
0.453982331995129	0.454070812623637	0.441314082723752	0.441326851907731	1.27691839787447e-05
0.462943053530376	0.463027037872881	0.328487144577526	0.328498092299391	1.09477218651621e-05
0.567516528937125	0.567651224846941	0.406199501875677	0.406239156246011	3.96543703341523e-05
0.42945382695097	0.42957521082117	0.528035352090369	0.528080072521478	4.47204311085914e-05
0.714851037671424	0.714999690121484	0.453218623797789	0.453234121171946	1.54973741571252e-05
0.435837006556497	0.435916325995104	0.364510317224136	0.364498344103541	-1.1973120595421e-05
0.582217382621851	0.582351845885591	0.495971217759493	0.496015744809818	4.45270503243722e-05
0.468916651913795	0.469021508373003	0.516147330898754	0.516186844287646	3.95133888924093e-05
0.52092728559492	0.521042106442159	0.410231074621023	0.410250828780926	1.97541599022966e-05
0.583621869673265	0.583772729246578	0.406204166113235	0.406217141972615	1.29758593797602e-05
0.426030950138804	0.426109662888686	0.361963134362904	0.361947306773	-1.58275899036497e-05
0.54210649647442	0.542193571973689	0.526602714433551	0.526619966832436	1.72523988851703e-05
0.541082605889998	0.541201877549509	0.494019073613403	0.494028807068943	9.73345554045046e-06
0.596424577729177	0.59655908241531	0.430618977366973	0.4306699546683	5.0977301326971e-05
0.369138984006783	0.369199933401969	0.462742872421341	0.462738162527026	-4.70989431483604e-06
0.361349041988196	0.361404692851237	0.433871380690419	0.433866462897339	-4.91779308015028e-06
