tipnames	nuts0_id	nuts1_id	nuts2_id	nuts3_id	lat	long
MN122212|AS201700189|turdus_merula|NL|2017-09-14	NL	NL1	NL13	NL131	6.7357844	53.0177945
MN122214|AS201700254|turdus_merula|NL|2017-09-22	NL	NL3	NL32	NL327	5.1668974	52.2291696
MN122216|AS201800081|turdus_merula|NL|2018-07-27	NL	NL3	NL32	NL327	5.1604238	52.2952549
MN122218|AS201800084|turdus_merula|NL|2018-07-31	NL	NL1	NL11	NL112	6.8374185	53.3902595
MN122219|AS201800086|turdus_merula|NL|2018-08-01	NL	NL3	NL34	NL342	3.610998	51.4987962
MN122230|AS201800099|turdus_merula|NL|2018-08-07	NL	NL2	NL23	NL230	5.7378425	52.692622
MN122231|AS201800100|turdus_merula|NL|2018-08-07	NL	NL4	NL42	NL421	6.1724031	51.3703748
MN122238|AS201800115|turdus_merula|NL|2018-08-15	NL	NL1	NL11	NL111	6.8190222	53.1740634
MN122239|AS201800116|turdus_merula|NL|2018-08-16	NL	NL1	NL11	NL113	6.5665018	53.2193835
MN122240|AS201800118|turdus_merula|NL|2018-08-16	NL	NL3	NL33	NL332	4.3006999	52.0704978
MN122243|AS201800122|turdus_merula|NL|2018-08-21	NL	NL1	NL12	NL124	5.9786796	53.1760382
MN122245|AS201800125|turdus_merula|NL|2018-08-22	NL	NL1	NL13	NL133	6.2960104	52.8577076
MN122246|AS201800126|turdus_merula|NL|2018-08-22	NL	NL2	NL21	NL211	6.6166947	52.5754084
MN122249|AS201800129|turdus_merula|NL|2018-08-23	NL	NL2	NL22	NL225	6.4155986	52.1614115
MN122250|AS201800150|turdus_merula|NL|2018-08-30	NL	NL3	NL32	NL324	4.6201852	52.4049474
MN122256|AS201800157|turdus_merula|NL|2018-09-04	NL	NL1	NL13	NL132	6.8884038	52.889372
KY426754|NA|turdus_merula|DE|2015-09-09	DE	DE1	DE12	DE129	8.6946286	48.8921862
KY426757|NA|turdus_merula|DE|2016-09-23	DE	DEC	DEC0	DEC02	6.6437843	49.4489588
KY426761|NA|turdus_merula|DE|2016-09-04	DE	DE1	DE12	DE125	8.6724335	49.3987524
KY426764|NA|turdus_merula|DE|2016-10-04	DE	DEC	DEC0	DEC05	7.3398428	49.3295827
KY426765|NA|turdus_merula|DE|2016-09-30	DE	DEA	DEA5	DEA5A	8.0209591	50.8838492
KM659877|NA|turdus_merula|DE|2014-09-11	DE	DEA	DEA2	DEA22	7.0982068	50.73743
PQ677887|Ar2|alectoris_rufa|PT|2023-11-05	PT	PT1	PT18	PT184	-7.6606665	37.6415148
PP482815|AeDet2-batch3_Nansouty_2023-08-18|culex_sp|FR|2023-08-18	FR	FRI	FRI1	FRI12	-0.5723033	44.8194377
PP482816|Cx1-batch2_Zen-Pets-Res_2023-08-03|culex_pipiens|FR|2023-08-03	FR	FRI	FRI1	FRI12	-0.5283038	44.9846597
PV235994|USUV/NL/2021/CMV2045|culex_sp|NL|2021-07-26	NL	NL2	NL22	NL226	5.7066124	51.8818053
PV235995|USUV/NL/2022/CMV3308|culex_sp|NL|2022-07-13	NL	NL2	NL22	NL224	5.2400448	51.9561076
NA|AS201800085|chloris_chloris|NL|2018-07-30	NL	NL3	NL34	NL342	3.610998	51.4987962
NA|AS20190490|turdus_merula|NL|2019-08-27	NL	NL2	NL22	NL226	5.7420526	51.9834947
NA|AS20190494|turdus_merula|NL|2019-08-28	NL	NL3	NL31	NL310	5.3878266	52.1561113
NA|AS20190643|passer_domesticus|NL|2019-09-18	NL	NL1	NL11	NL111	7.1107879	53.0270253
NA|AS20190579|prunella_modularis|NL|2019-09-19	NL	NL4	NL41	NL413	5.2943466	51.653306
NA|AS20200367|turdus_merula|NL|2020-08-16	NL	NL2	NL22	NL226	5.7814647	51.9327749
NA|AS20200561|turdus_merula|NL|2020-09-27	NL	NL3	NL31	NL310	5.299197	52.1763515
NA|AS20200689|turdus_merula|NL|2020-09-30	NL	NL4	NL42	NL421	6.039856	51.2680805
NA|AS20210914|turdus_merula|NL|2021-08-30	NL	NL3	NL31	NL310	5.0918192	52.0248208
NA|AS20210829|turdus_merula|NL|2021-09-19	NL	NL4	NL42	NL421	6.0801141	51.5361371
NA|AS20221789|turdus_merula|NL|2022-08-24	NL	NL3	NL33	NL33A	4.6702024	51.8703366
NA|AS20221813|turdus_merula|NL|2022-08-24	NL	NL2	NL22	NL226	5.7548469	51.9800768
NA|AS20221775|turdus_merula|NL|2022-08-28	NL	NL4	NL42	NL421	6.1724031	51.3703748
NA|AS20221833|turdus_merula|NL|2022-08-28	NL	NL2	NL23	NL230	5.2647016	52.3507849
NA|AS20221818|turdus_merula|NL|2022-08-31	NL	NL4	NL41	NL414	5.4622897	51.4231423
NA|AS20221846|turdus_merula|NL|2022-09-03	NL	NL3	NL33	NL333	4.3570677	52.0115769
NA|AS20221880|turdus_merula|NL|2022-09-12	NL	NL2	NL21	NL213	6.8936619	52.2215372
NA|AS20221860|turdus_merula|NL|2022-09-14	NL	NL4	NL41	NL414	5.4934865	51.5111959
NA|AS20221903|turdus_merula|NL|2022-09-13	NL	NL3	NL32	NL329	4.6318006	52.2640283
NA|AS20221994|passer_domesticus|NL|2022-09-19	NL	NL4	NL42	NL421	6.0949435	51.3284065
NA|AS20221952|streptopelia_decaocto|NL|2022-09-27	NL	NL3	NL31	NL310	5.4072488	52.1157673
NA|AS20221979|turdidae_sp|NL|2022-10-03	NL	NL3	NL32	NL323	4.6276999	52.4188825
NA|AS20222401|turdus_merula|NL|2022-11-10	NL	NL2	NL22	NL224	5.1066264	51.8269763
NA|AS201600064|strix_nebulosa|NL|2016-08-13	NL	NL4	NL42	NL423	6.0480689	50.8675637
NA|AS201700173|strix_nebulosa|NL|2017-08-25	NL	NL3	NL33	NL33C	4.4777325	51.9244201
NA|AS201700198|strix_nebulosa|NL|2017-09-05	NL	NL3	NL33	NL33C	4.4777325	51.9244201
NA|AS201800080|strix_nebulosa|NL|2018-07-24	NL	NL3	NL31	NL310	5.3878266	52.1561113
NA|AS20190438|gracula_religiosa|NL|2019-09-12	NL	NL2	NL22	NL226	5.5998686	51.8777498
NA|AS20190715|copsychus_malabaricus|NL|2019-10-07	NL	NL2	NL22	NL226	5.8984284	52.0072793
NA|AS20221755|strix_nebulosa|NL|2022-07-21	NL	NL4	NL41	NL411	4.5578461	51.498464
NA|16TV1045|turdus_merula|NL|2017-08-02	NL	NL2	NL22	NL226	5.9085775	51.8255831
NA|18TV1196|turdidae_sp|NL|2018-09-16	NL	NL2	NL21	NL213	7.0335926	52.2402256
NA|17TV1510|turdus_merula|NL|2018-10-06	NL	NL2	NL23	NL230	5.9775545	52.6324919
NA|18TV1517|turdus_merula|NL|2018-10-11	NL	NL1	NL12	NL124	6.0575175	53.1793657
NA|18TV0252|turdus_merula|NL|2018-10-31	NL	NL3	NL32	NL327	5.0992891	52.2636528
NA|19TV0329|turdus_merula|NL|2019-04-12	NL	NL2	NL23	NL230	5.4653267	52.5223795
NA|21TV5071|turdus_merula|NL|2022-07-29	NL	NL4	NL42	NL422	5.9987795	51.2112003
NA|22TV2538|turdus_merula|NL|2022-08-24	NL	NL2	NL21	NL212	6.1317733	52.3152437
NA|22TV3658|turdus_merula|NL|2022-08-27	NL	NL3	NL31	NL310	4.9973748	52.1190836
NA|21TV8157|turdus_merula|NL|2022-10-02	NL	NL3	NL31	NL310	4.9973748	52.1190836
NA|22TV3780|turdus_merula|NL|2022-09-11	NL	NL2	NL22	NL221	5.6836365	51.993997
NA|22B00186|turdus_merula|NL|2022-11-12	NL	NL3	NL31	NL310	4.9973748	52.1190836
NA|22B04271|turdus_merula|NL|2022-12-03	NL	NL1	NL11	NL113	6.5035024	53.2309529
NA|22B00483|turdus_merula|NL|2022-09-16	NL	NL1	NL11	NL113	6.7776433	53.1918526
ON755215|Turdusmerula13_feather_3W1L_Day0|turdus_merula|NL|2016	NL	NA	NA	NA	5.291266	52.132633
KY294723|S-1238|turdus_merula|DE|2016	DE	NA	NA	NA	10.451526	51.165691
MK419834|USU-BE-Scoter/2018|melanitta_nigra|BE|2018-08	BE	NA	NA	NA	4.469936	50.503887
OP007489|WBVR_bird-X-2016|strix_nebulosa|NL|2016-09-09	NL	NA	NA	NA	5.291266	52.132633
OM202464|Greater_London_2021|turdus_merula|UK|2021-09	UK	UKI	NA	NA	-0.1275862	51.5072178
MW001216|NA|turdus_merula|UK|2020-07	UK	UKI	NA	NA	-0.1275862	51.5072178
NA|Blackbird_London_2022_b|turdus_merula|UK|2022-09	UK	UKI	NA	NA	-0.1275862	51.5072178
OP921079|18TV0973_Ixodida|NA|NL|2018-08-18	NL	NL3	NL31	NA	5.1229572	52.0919255
OP921081|16TV1131_Ixodesricinus_6|ixodes_ricinus|NL|2016-10-16	NL	NL3	NL31	NA	5.1229572	52.0919255
NA|Blackbird_Cambridgeshire_2023_a|turdus_merula|UK|2023-08	UK	UKH	UKH1	UKH12	-0.0965375	52.2761928
MT863562|HauteVienne4997/France/2018|turdus_merula|FR|2018-07-24	FR	FRI	FRI2	FRI23	1.4025484	45.7435173
