node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID
88,100,3.312623709423,45.3309495726004,7.6625042964638,47.5177445499394,10.2824838289328,3.312623709423,0,1994.22471179978,1997.5373355092,12780000
88,89,1.919682189902,45.3309495726004,7.6625042964638,44.1967549486978,8.17100123847572,1.919682189902,0,1994.22471179978,1996.14439398968,12780000
89,90,15.49370119165,44.1967549486978,8.17100123847572,45.4156758893838,8.54463314543569,17.413383381552,1.919682189902,1996.14439398968,2011.63809518133,12780000
89,91,0.3560341241161,44.1967549486978,8.17100123847572,44.7479161369253,9.2676638129847,2.2757163140181,1.919682189902,1996.14439398968,1996.50042811379,12780000
90,1,0.06601440770978,45.4156758893838,8.54463314543569,45.4467749,8.6168696,17.4793977892618,17.413383381552,2011.63809518133,2011.70410958904,12780000
90,2,1.001249080964,45.4156758893838,8.54463314543569,45.4467749,8.6168696,18.414632462516,17.413383381552,2011.63809518133,2012.63934426229,12780000
91,12,7.966490284713,44.7479161369253,9.2676638129847,47.0678961,15.4417305,10.2422065987311,2.2757163140181,1996.50042811379,2004.46691839851,12780000
91,92,1.875501911797,44.7479161369253,9.2676638129847,45.5613071949624,11.3376856157671,4.1512182258151,2.2757163140181,1996.50042811379,1998.37593002559,12780000
92,95,6.319135910651,45.5613071949624,11.3376856157671,44.6456220885063,10.5007170341317,10.4703541364661,4.1512182258151,1998.37593002559,2004.69506593624,12780000
92,93,12.08039571691,45.5613071949624,11.3376856157671,42.749960996995,12.9400193484284,16.2316139427251,4.1512182258151,1998.37593002559,2010.4563257425,12780000
93,5,1.365310493152,42.749960996995,12.9400193484284,43.6071395,13.5101741,17.5969244358771,16.2316139427251,2010.4563257425,2011.82163623565,12780000
93,94,1.597660147739,42.749960996995,12.9400193484284,43.4480319633665,10.5121930562934,17.8292740904641,16.2316139427251,2010.4563257425,2012.05398589024,12780000
94,3,2.995420669755,43.4480319633665,10.5121930562934,45.9282422,8.5553058,20.8246947602191,17.8292740904641,2012.05398589024,2015.04940656,12780000
94,4,3.417681825527,43.4480319633665,10.5121930562934,41.87194,12.56738,21.2469559159911,17.8292740904641,2012.05398589024,2015.47166771577,12780000
95,98,4.016766246729,44.6456220885063,10.5007170341317,44.7021396075661,9.58001035076863,14.4871203831951,10.4703541364661,2004.69506593624,2008.71183218297,12780000
95,96,0.05920700378625,44.6456220885063,10.5007170341317,44.8959143416973,10.7991239080279,10.5295611402523,10.4703541364661,2004.69506593624,2004.75427294003,12780000
96,6,8.788010850338,44.8959143416973,10.7991239080279,45.4827316,10.178958,19.3175719905904,10.5295611402523,2004.75427294003,2013.54228379037,12780000
96,97,6.022064700474,44.8959143416973,10.7991239080279,45.7425512649547,11.3341945899255,16.5516258407263,10.5295611402523,2004.75427294003,2010.7763376405,12780000
97,7,1.380770023759,45.7425512649547,11.3341945899255,45.4035444,10.6294277,17.9323958644854,16.5516258407263,2010.7763376405,2012.15710766426,12780000
97,8,1.905873176896,45.7425512649547,11.3341945899255,41.87194,12.56738,18.4574990176224,16.5516258407263,2010.7763376405,2012.6822108174,12780000
98,11,1.918741784383,44.7021396075661,9.58001035076863,41.87194,12.56738,16.4058621675781,14.4871203831951,2008.71183218297,2010.63057396735,12780000
98,99,0.05993468743282,44.7021396075661,9.58001035076863,44.455296758324,9.52520026382535,14.5470550706279,14.4871203831951,2008.71183218297,2008.7717668704,12780000
99,10,1.789127991369,44.455296758324,9.52520026382535,45.7753235,9.0574698,16.3361830619969,14.5470550706279,2008.7717668704,2010.56089486177,12780000
99,9,3.905828758011,44.455296758324,9.52520026382535,45.4467749,8.6168696,18.4528838286389,14.5470550706279,2008.7717668704,2012.67759562842,12780000
100,101,2.822374703056,47.5177445499394,10.2824838289328,48.0383976853429,12.1741160398323,6.134998412479,3.312623709423,1997.5373355092,2000.35971021226,12780000
100,173,1.478122643431,47.5177445499394,10.2824838289328,48.3098454344617,9.48496833825072,4.790746352854,3.312623709423,1997.5373355092,1999.01545815263,12780000
101,13,3.965998139828,48.0383976853429,12.1741160398323,48.3098656,16.323772,10.100996552307,6.134998412479,2000.35971021226,2004.32570835208,12780000
101,102,4.180694964021,48.0383976853429,12.1741160398323,49.4508525151461,11.6741864650195,10.3156933765,6.134998412479,2000.35971021226,2004.54040517628,12780000
102,171,9.547976421059,49.4508525151461,11.6741864650195,46.838124308635,8.18700736880374,19.863669797559,10.3156933765,2004.54040517628,2014.08838159734,12780000
102,103,1.057778677483,49.4508525151461,11.6741864650195,49.5992006323079,12.0054952315879,11.373472053983,10.3156933765,2004.54040517628,2005.59818385376,12780000
103,104,3.62739465479,49.5992006323079,12.0054952315879,49.5366677232422,10.4776523083823,15.000866708773,11.373472053983,2005.59818385376,2009.22557850855,12780000
103,122,2.41264641344,49.5992006323079,12.0054952315879,50.5706021213862,9.47321345408735,13.786118467423,11.373472053983,2005.59818385376,2008.0108302672,12780000
104,105,2.522041523946,49.5366677232422,10.4776523083823,49.1536111584878,8.23350162313668,17.522908232719,15.000866708773,2009.22557850855,2011.7476200325,12780000
104,106,0.6119409436051,49.5366677232422,10.4776523083823,50.7469293047901,10.1247046564912,15.6128076523781,15.000866708773,2009.22557850855,2009.83751945215,12780000
105,15,3.918133392163,49.1536111584878,8.23350162313668,51.165691,10.451526,21.441041624882,17.522908232719,2011.7476200325,2015.66575342466,12780000
105,14,7.2482725433,49.1536111584878,8.23350162313668,46.818188,8.227512,24.771180776019,17.522908232719,2011.7476200325,2018.9958925758,12780000
