tipnames	nuts0_id	nuts1_id	nuts2_id	nuts3_id	lat	long
PP354988|NA|strix_nebulosa|SI|2022-08-30	SI	SI0	SI04	SI041	46.0527405	14.4720881
NA|23pool1280_23RS1633-583|culex_pipiens|IT|2023-07-05	IT	ITH	ITH3	ITH36	45.387051	11.7915896
NA|23pool1744_23RS1822-82|culex_pipiens|IT|2023-08-03	IT	ITH	ITH3	ITH34	45.7289954	11.9145706
NA|23VIR9300|turdus_merula|IT|2023-10-01	IT	ITH	ITH3	ITH31	45.5215467	10.8379705
NA|23VIR8795|turdus_merula|IT|2023-08-23	IT	ITH	ITH3	ITH35	45.6179681	12.4542146
NA|23pool2067_23RS1943-143|culex_pipiens|IT|2023-08-24	IT	ITH	ITH3	ITH31	45.3044238	11.1784065
NA|23pool2138_23RS2497-1|culex_pipiens|IT|2023-11-13	IT	ITH	ITH3	ITH32	45.3920141	11.5755758
NA|23VIR8708|columbidae_sp|IT|2023-09-01	IT	ITH	ITH3	ITH36	45.3705187	11.9204803
MZ754020|USUV-4119031210/1|turdus_merula|DE|2019	DE	DEE	DEE0	DEE02	51.4953567	11.9662371
MZ754045|USUV-VD-2020/58610_|turdus_merula|DE|2020	DE	DED	DED4	DED43	51.0482872	12.9546634
MZ754050|USUV-20_51217-UGF197|turdus_merula|DE|2020	DE	DE3	DE30	DE300	52.5200066	13.404954
MZ754061|USUV-20_51217-UGF170|turdidae_sp|DE|2020	DE	DE4	DE40	DE40G	51.9514863	14.695565
LR989890|ED-I-139/19|parus_major|DE|2019	DE	DED	DED2	DED21	51.0504088	13.7372621
MN912552|NA|culex_pipiens|SK|2018	SK	SK0	SK01	SK010	48.1485965	17.1077477
MN912554|NA|culex_pipiens|SK|2018	SK	SK0	SK03	SK032	48.4039871	19.6031622
MK956040|USUV-M_661|turdidae_sp|DE|2018	DE	DED	DED5	DED51	51.3396955	12.3730747
MK881042|USUV220/2018/SK|culex_pipiens|SK|2018	SK	SK0	SK02	SK023	47.7641821	18.0441986
KU573071|218200/2013|culex_pipiens|IT|2013	IT	ITH	ITH5	ITH56	44.9802679	11.9787016
KU573074|245735-8/2013|culex_pipiens|IT|2013	IT	ITH	ITH5	ITH54	44.6788747	11.0411597
KU573075|201602-24/2014|culex_pipiens|IT|2014	IT	ITH	ITH5	ITH53	44.7326319	10.7878059
KX257050|NA|turdus_merula|IT|2010	IT	ITI	ITI3	ITI32	43.7197926	13.2152224
KM871201|ITA055|culex_modestus|IT|2011	IT	ITH	ITH3	ITH31	45.2404939	10.9683848
KF055444|NA|culex_pipiens|IT|2012	IT	ITI	ITI4	ITI45	41.4309149	13.9002616
PQ462398|9458_2024_USUV_HU|homo_sapiens|HU|2024	HU	HU1	HU11	HU110	47.497912	19.040235
OR141573|19_51217-UGF178|turdus_merula|DE|2019-08	DE	DED	DED2	DED2C	51.1192747	14.4404735
OR141596|20_51217-UGF170|turdus_merula|DE|2020-09	DE	DED	DED4	DED43	51.0482872	12.9546634
OR141597|20_51217-UGF197|turdidae_sp|DE|2020-07	DE	DE4	DE40	DE40G	51.9514863	14.695565
OR141598|20_51217-UGF208|turdus_merula|DE|2020-08	DE	DE3	DE30	DE300	52.5200066	13.404954
OQ414983|TV193/2019|culex_pipiens|RO|2019-07	RO	RO3	RO32	RO321	44.4267674	26.1025384
MN912555|NA|culex_modestus|SK|2019-08	SK	SK0	SK01	SK010	48.3299361	16.9121254
MK598452|NA|turdus_merula|HU|2017-08	HU	HU2	HU22	HU223	46.8416936	16.8416322
MK598453|NA|turdus_merula|HU|2017-09	HU	HU3	HU33	HU331	46.7112802	19.8515197
MK598454|NA|turdus_merula|HU|2017-09	HU	HU2	HU23	HU232	46.3593606	17.7967639
MK211164|NA|homo_sapiens|HU|2018-09	HU	HU1	HU12	HU120	47.4480001	19.4618128
