tipnames	nuts0_id	nuts1_id	nuts2_id	nuts3_id	lat	long
KY199557|NA|turdus_merula|DE|2016	DE	DED	DED5	DED51	51.3396955	12.3730747
NA|AS201600289_BEC009|strix_nebulosa|NL|2016	NL	NL4	NL41	NL414	51.5279846	5.3983356
OU674388|NA|turdus_merula|LU|2020-09	LU	LU0	LU00	LU000	49.6123327	6.1258432
MK230891|Seraing/2017|turdus_merula|BE|2017-08	BE	BE3	BE33	BE332	50.6098842	5.5141268
KY263625|NA|turdus_merula|BE|2016-10	BE	BE3	BE32	BE323	50.4069751	3.8933321
OP921076|16TV1039_Turdusmerula|turdus_merula|NL|2016-10-07	NL	NL2	NL22	NL226	51.8181209	5.9200815
MT795154|NA|turdus_merula|DE|2016-09-30	DE	DEA	DEA1	DEA1B	51.679984	6.1565522
MN122145|AS201600034|turdus_merula|NL|2016-09-01	NL	NL4	NL42	NL421	51.6978545	5.9726751
MN122148|AS201600045|turdus_merula|NL|2016-09-07	NL	NL4	NL41	NL414	51.4200163	5.6778516
MN122164|AS201600124|turdus_merula|NL|2016-09-23	NL	NL2	NL22	NL226	51.963807	5.9689837
MN122173|AS201600227|turdus_merula|NL|2016-09-30	NL	NL3	NL32	NL327	52.2291696	5.1668974
MN122178|AS201600265|turdus_merula|NL|2016-09-30	NL	NL2	NL21	NL213	52.2215372	6.8936619
MN122180|AS201600274|turdus_merula|NL|2016-09-27	NL	NL3	NL31	NL310	52.132633	5.291266
MN122185|AS201600284|turdus_merula|NL|2016-10-03	NL	NL4	NL41	NL413	51.7611801	5.5140482
MN122194|AS201700090|turdus_merula|NL|2017-07-13	NL	NL2	NL22	NL225	51.9646995	6.2937736
MN122195|AS201700096|turdus_merula|NL|2017-07-14	NL	NL4	NL41	NL413	51.7171488	5.3608099
MN122199|AS201700112|turdus_merula|NL|2017-07-27	NL	NL2	NL21	NL213	52.2215372	6.8936619
MN122200|AS201700118|turdus_merula|NL|2017-08-03	NL	NL3	NL32	NL327	52.2994652	5.2433925
MN122201|AS201700121|turdus_merula|NL|2017-08-01	NL	NL1	NL13	NL133	52.7000927	6.3184641
MN122202|AS201700124|turdus_merula|NL|2017-08-01	NL	NL2	NL21	NL213	52.2215372	6.8936619
MN122205|AS201700152|turdus_merula|NL|2017-07-19	NL	NL3	NL31	NL310	52.0177649	5.0403003
MN122206|AS201700155|turdus_merula|NL|2017-08-10	NL	NL2	NL23	NL230	52.3507849	5.2647016
MN122207|AS201700167|turdus_merula|NL|2017-09-01	NL	NL2	NL23	NL230	52.3507849	5.2647016
MN122209|AS201700174|turdus_merula|NL|2017-08-29	NL	NL3	NL31	NL310	52.0919255	5.1229572
MN122210|AS201700177|turdus_merula|NL|2017-09-15	NL	NL2	NL22	NL221	52.3450173	5.9836544
MN122212|AS201700189|turdus_merula|NL|2017-09-14	NL	NL1	NL13	NL131	53.0177945	6.7357844
MN122214|AS201700254|turdus_merula|NL|2017-09-22	NL	NL3	NL32	NL327	52.2291696	5.1668974
MN122216|AS201800081|turdus_merula|NL|2018-07-27	NL	NL3	NL32	NL327	52.2952549	5.1604238
MN122218|AS201800084|turdus_merula|NL|2018-07-31	NL	NL1	NL11	NL112	53.3902595	6.8374185
MN122219|AS201800086|turdus_merula|NL|2018-08-01	NL	NL3	NL34	NL342	51.4987962	3.610998
MN122230|AS201800099|turdus_merula|NL|2018-08-07	NL	NL2	NL23	NL230	52.692622	5.7378425
MN122231|AS201800100|turdus_merula|NL|2018-08-07	NL	NL4	NL42	NL421	51.3703748	6.1724031
MN122238|AS201800115|turdus_merula|NL|2018-08-15	NL	NL1	NL11	NL111	53.1740634	6.8190222
MN122239|AS201800116|turdus_merula|NL|2018-08-16	NL	NL1	NL11	NL113	53.2193835	6.5665018
MN122240|AS201800118|turdus_merula|NL|2018-08-16	NL	NL3	NL33	NL332	52.0704978	4.3006999
MN122243|AS201800122|turdus_merula|NL|2018-08-21	NL	NL1	NL12	NL124	53.1760382	5.9786796
MN122245|AS201800125|turdus_merula|NL|2018-08-22	NL	NL1	NL13	NL133	52.8577076	6.2960104
MN122246|AS201800126|turdus_merula|NL|2018-08-22	NL	NL2	NL21	NL211	52.5754084	6.6166947
MN122249|AS201800129|turdus_merula|NL|2018-08-23	NL	NL2	NL22	NL225	52.1614115	6.4155986
MN122250|AS201800150|turdus_merula|NL|2018-08-30	NL	NL3	NL32	NL324	52.4049474	4.6201852
MN122256|AS201800157|turdus_merula|NL|2018-09-04	NL	NL1	NL13	NL132	52.889372	6.8884038
