tipnames	lat	lon	nuts0_id	nuts1_id
MN122251|AS201800151|turdus_merula|NL|2018-08-30	52.4049474	4.6201852	NL	NL3
MN122252|AS201800152|turdus_merula|NL|2018-08-30	52.4049474	4.6201852	NL	NL3
MN122253|AS201800154|turdus_merula|NL|2018-08-31	52.4474448	5.8983168	NL	NL2
MN122254|AS201800155|turdus_merula|NL|2018-08-31	52.662677	4.8324767	NL	NL3
MN122255|AS201800156|turdus_merula|NL|2018-08-31	52.1230239	5.2421204	NL	NL3
MN122256|AS201800157|turdus_merula|NL|2018-09-04	52.889372	6.8884038	NL	NL1
PQ041659|USUV_TM_Netherlands_2016|NA|NL|2020	52.132633	5.291266	NL	NA
ON755210|Turdusmerula17_feather_WLC_Day43|turdus_merula|NL|2016	52.132633	5.291266	NL	NA
ON755212|Turdusmerula20_feather_WLC_Day43|turdus_merula|NL|2016	52.132633	5.291266	NL	NA
ON755214|Turdusmerula12_feather_2W1L_Day0|turdus_merula|NL|2016	52.132633	5.291266	NL	NA
ON755216|Turdusmerula14_feather_WLC_Day0|turdus_merula|NL|2016	52.132633	5.291266	NL	NA
ON755217|Turdusmerula15_feather_WLC_Day0|turdus_merula|NL|2016	52.132633	5.291266	NL	NA
ON755220|Turdusmerula19_feather_WLC_Day0|turdus_merula|NL|2016	52.132633	5.291266	NL	NA
ON755222|Turdusmerula13_feather_3W2L_Day43|turdus_merula|NL|2016	52.132633	5.291266	NL	NA
MT188658|NA|turdus_merula|NL|2016	52.132633	5.291266	NL	NA
MN813490|TMNetherlands|turdus_merula|NL|2016	52.132633	5.291266	NL	NA
KY294722|S-1232|turdus_merula|DE|2016	51.165691	10.451526	DE	NA
KY294723|S-1238|turdus_merula|DE|2016	51.165691	10.451526	DE	NA
KM659877|NA|turdus_merula|DE|2014	51.165691	10.451526	DE	NA
MK419834|USU-BE-Scoter/2018|melanitta_nigra|BE|2018-08	50.503887	4.469936	BE	NA
OP007489|WBVR_bird-X-2016|strix_nebulosa|NL|2016-09-09	52.132633	5.291266	NL	NA
KY426754|NA|turdus_merula|DE|2015-09-09	51.165691	10.451526	DE	NA
KY426757|NA|turdus_merula|DE|2016-09-23	51.165691	10.451526	DE	NA
KY426761|NA|turdus_merula|DE|2016-09-04	51.165691	10.451526	DE	NA
KY426764|NA|turdus_merula|DE|2016-10-04	51.165691	10.451526	DE	NA
KY426765|NA|turdus_merula|DE|2016-09-30	51.165691	10.451526	DE	NA
OM202464|Greater_London_2021|turdus_merula|UK|2021-09	51.5072178	-0.1275862	UK	UKI
MW001216|NA|turdus_merula|UK|2020-07	51.5072178	-0.1275862	UK	UKI
NA|Blackbird_London_2022_a|turdus_merula|UK|2022-09	51.5072178	-0.1275862	UK	UKI
NA|Blackbird_London_2022_b|turdus_merula|UK|2022-09	51.5072178	-0.1275862	UK	UKI
MT795154|NA|turdus_merula|DE|2016	52.3758916	9.7320104	DE	DE9
OP921078|18TV0973_Turdusphilomelos|turdidae_sp|NL|2018-08-18	52.0907374	5.1214201	NL	NL3
OP921079|18TV0973_Ixodida|NA|NL|2018-08-18	52.0907374	5.1214201	NL	NL3
OP921081|16TV1131_Ixodesricinus_6|ixodes_ricinus|NL|2016-10-16	52.0907374	5.1214201	NL	NL3
NA|Blackbird_Cambridgeshire_2023_a|turdus_merula|UK|2023-08	52.2761928	-0.0965375	UK	UKH
MT863562|HauteVienne4997/France/2018|turdus_merula|FR|2018-07-24	45.7435173	1.4025484	FR	FRI
