tipnames	lat	lon	nuts0_id	nuts1_id
OR921099|2023TE1908111|turdus_merula|IT|2023-09-15	44.5967607	11.2186396	IT	ITH
OR921100|2023TE1837011|culex_pipiens|IT|2023-09-08	45.7623333	11.690976	IT	ITH
OR921101|2023TE1838411|culex_pipiens|IT|2023-09-08	45.7623333	11.690976	IT	ITH
OR921102|2023TE1908911|culex_pipiens|IT|2023-09-15	44.5967607	11.2186396	IT	ITH
OR921103|2023TE1683411|culex_pipiens|IT|2023-08-11	44.5967607	11.2186396	IT	ITH
OR921104|2023TE1838911|culex_pipiens|IT|2023-09-08	44.5967607	11.2186396	IT	ITH
OR921105|2023TE1839111|phoenicurus_phoenicurus|IT|2023-09-08	44.5967607	11.2186396	IT	ITH
OR921106|2023TE1699411|culex_pipiens|IT|2023-08-24	45.7623333	11.690976	IT	ITH
OR757488|1572124|culex_pipiens|IT|2023-07-06	45.7623333	11.690976	IT	ITH
OR757489|1572126|culex_pipiens|IT|2023-07-07	45.7623333	11.690976	IT	ITH
OR757490|17404210|culex_pipiens|IT|2023-07-11	44.5967607	11.2186396	IT	ITH
OR757491|17404212|laridae_sp|IT|2023-07-20	44.5967607	11.2186396	IT	ITH
OR757492|17404213|culex_pipiens|IT|2023-07-24	44.5967607	11.2186396	IT	ITH
OR757493|17404216|culex_pipiens|IT|2023-07-15	45.0522366	7.5153885	IT	ITC
OR757494|17404220|turdus_merula|IT|2023-07-24	44.5967607	11.2186396	IT	ITH
OR757495|1740422|culex_pipiens|IT|2023-07-18	44.5967607	11.2186396	IT	ITH
OR757496|1740423|NA|IT|2023-07-15	44.5967607	11.2186396	IT	ITH
OR757497|1740425|culex_pipiens|IT|2023-07-16	44.5967607	11.2186396	IT	ITH
OP734246|NA|culex_pipiens|IT|2022-07-29	46.2259177	13.1033646	IT	ITH
OP734247|NA|culex_pipiens|IT|2022-07-29	45.7623333	11.690976	IT	ITH
OP734248|NA|culex_pipiens|IT|2022-07-29	45.4790671	9.8452433	IT	ITC
OP734249|NA|culex_pipiens|IT|2022-08-01	43.462735	13.3587288	IT	ITI
OP734250|NA|culex_pipiens|IT|2022-07-29	44.5967607	11.2186396	IT	ITH
OP734251|NA|culex_pipiens|IT|2022-08-01	41.6552418	12.989615	IT	ITI
OP734252|NA|culex_pipiens|IT|2022-08-01	41.6552418	12.989615	IT	ITI
OP734253|NA|culex_pipiens|IT|2022-08-05	44.5967607	11.2186396	IT	ITH
OP734254|NA|NA|IT|2022-08-08	43.5671153	10.9807003	IT	ITI
OP734255|NA|culex_pipiens|IT|2022-07-27	44.5967607	11.2186396	IT	ITH
OP734256|NA|culex_pipiens|IT|2022-07-29	45.7623333	11.690976	IT	ITH
OP734257|NA|culex_pipiens|IT|2022-07-22	44.5967607	11.2186396	IT	ITH
OP734258|NA|culex_pipiens|IT|2022-07-27	41.6552418	12.989615	IT	ITI
OP734259|NA|culex_pipiens|IT|2022-07-25	45.7623333	11.690976	IT	ITH
OP734260|NA|culex_pipiens|IT|2022-07-08	43.462735	13.3587288	IT	ITI
OP734261|NA|culex_pipiens|IT|2022-07-08	44.5967607	11.2186396	IT	ITH
HM569263|NA|homo_sapiens|IT|2009-09-24	44.5967607	11.2186396	IT	ITH
NA|20VIR5077|turdus_merula|IT|2020-08-21	45.440379	12.3159547	IT	ITH
NA|20VIR4951|serinus_canaria|IT|2020-08-19	45.4105029	11.8782071	IT	ITH
NA|20VIR4811|serinus_canaria|IT|2020-08-10	45.4105029	11.8782071	IT	ITH
NA|22VIR7059-3|turdus_merula|IT|2022-07-20	46.0652851	13.2373414	IT	ITH
NA|22VIR7146-3|columba_livia|IT|2022-07-22	46.0652851	13.2373414	IT	ITH
NA|22VIR8275-3|turdus_merula|IT|2022-08-11	45.440379	12.3159547	IT	ITH
NA|22VIR8404-2|turdus_merula|IT|2022-09-01	46.0652851	13.2373414	IT	ITH
NA|23VIR9292|turdus_merula|IT|2023-10-01	45.4383659	10.9917136	IT	ITH
ON032475|ITA2020_123828|muscicapa_striata|IT|2020	44.83925	11.6175537	IT	ITH
ON032476|ITA2020_155885|turdus_merula|IT|2020	44.83925	11.6175537	IT	ITH
ON032479|ITA2010_12543|turdus_merula|IT|2010	43.6130118	12.7135121	IT	ITI
ON032485|ITA2021_302331|turdus_merula|IT|2021	44.494887	11.3426163	IT	ITH
ON032486|ITA2021_310782|turdus_merula|IT|2021	44.494887	11.3426163	IT	ITH
ON032487|ITA2021_299813|turdus_merula|IT|2021	44.494887	11.3426163	IT	ITH
KU573072|221034-3/2013|culex_pipiens|IT|2013	44.418441	12.2034957	IT	ITH
ON032477|ITA2018_17495|turdus_merula|IT|2018-08-17	44.494887	11.3426163	IT	ITH
ON032478|ITA2018_18638|turdus_merula|IT|2018-09-03	45.6669338	12.2430608	IT	ITH
ON032480|ITA2021_305818|turdus_merula|IT|2021-09-30	44.494887	11.3426163	IT	ITH
ON032481|ITA2021_302715|turdus_merula|IT|2021-09-02	44.494887	11.3426163	IT	ITH
ON032482|ITA2021_304421|larus_michahellis|IT|2021-09-08	44.0565776	12.5713325	IT	ITH
ON032483|ITA2021_301597|turdus_merula|IT|2021-08-19	44.494887	11.3426163	IT	ITH
ON032484|ITA2021_305812|columba_palumbus|IT|2021-09-10	44.83925	11.6175537	IT	ITH
MW164634|11pool1743|culex_pipiens|IT|2011-08-09	45.4105029	11.8782071	IT	ITH
MW164635|11pool1805|culex_pipiens|IT|2011-08-09	45.4105029	11.8782071	IT	ITH
MW164636|11pool1941|culex_pipiens|IT|2011-08-16	45.0748447	11.7850885	IT	ITH
MW164637|11pool1989|culex_pipiens|IT|2011-08-23	45.440379	12.3159547	IT	ITH
MW164638|11pool2109|culex_pipiens|IT|2011-08-24	45.5461815	11.5413779	IT	ITH
MW164639|11pool2135|culex_pipiens|IT|2011-08-30	45.4383659	10.9917136	IT	ITH
MW164640|11pool2444|culex_pipiens|IT|2011-09-21	45.4383659	10.9917136	IT	ITH
MW164641|12pool1898|culex_pipiens|IT|2012-07-24	45.0748447	11.7850885	IT	ITH
MW164643|12pool2046|culex_pipiens|IT|2012-07-24	45.440379	12.3159547	IT	ITH
MW164644|12pool2194|culex_pipiens|IT|2012-08-09	45.6669338	12.2430608	IT	ITH
MW164646|12pool2249|culex_pipiens|IT|2012-08-07	45.5461815	11.5413779	IT	ITH
MW164647|12pool2262|culex_pipiens|IT|2012-08-07	45.5461815	11.5413779	IT	ITH
MW164648|12pool2316|culex_pipiens|IT|2012-08-22	45.5461815	11.5413779	IT	ITH
MW164649|12pool2412|culex_pipiens|IT|2012-08-22	45.0748447	11.7850885	IT	ITH
MW164650|12pool2586|culex_pipiens|IT|2012-08-23	45.6669338	12.2430608	IT	ITH
MW164651|12pool2626|culex_pipiens|IT|2012-09-05	45.5461815	11.5413779	IT	ITH
MW164652|12pool2628|culex_pipiens|IT|2012-09-05	45.5461815	11.5413779	IT	ITH
MW164654|12VIR6777-9|turdus_pilaris|IT|2012-09-05	45.4105029	11.8782071	IT	ITH
MW164655|12VIR6787-10|alauda_arvensis|IT|2012-09-03	45.6669338	12.2430608	IT	ITH
MW164656|12VIR6787-11|alauda_arvensis|IT|2012-09-03	45.6669338	12.2430608	IT	ITH
MW164657|12VIR6787-9|alauda_arvensis|IT|2012-09-03	45.6669338	12.2430608	IT	ITH
MW164658|13pool5009|culex_pipiens|IT|2013-07-31	45.4383659	10.9917136	IT	ITH
MW164659|13pool5600|culex_pipiens|IT|2013-08-07	45.6669338	12.2430608	IT	ITH
MW164660|13pool5678|culex_pipiens|IT|2013-08-08	45.0748447	11.7850885	IT	ITH
MW164661|13pool5687|culex_pipiens|IT|2013-08-08	45.0748447	11.7850885	IT	ITH
MW164662|13pool5744|culex_pipiens|IT|2013-08-13	45.440379	12.3159547	IT	ITH
MW164663|13pool5778|culex_pipiens|IT|2013-08-13	45.4383659	10.9917136	IT	ITH
MW164664|13pool5827|culex_pipiens|IT|2013-08-13	45.0748447	11.7850885	IT	ITH
MW164665|13pool5873|culex_pipiens|IT|2013-08-13	45.440379	12.3159547	IT	ITH
MW164666|13pool5999|culex_pipiens|IT|2013-08-21	45.6669338	12.2430608	IT	ITH
MW164667|13pool6009|culex_pipiens|IT|2013-08-21	45.0748447	11.7850885	IT	ITH
MW164668|13pool6465|culex_pipiens|IT|2013-09-05	45.5461815	11.5413779	IT	ITH
MW164669|13pool6471|culex_pipiens|IT|2013-09-05	45.5461815	11.5413779	IT	ITH
MW164670|13pool6472|culex_pipiens|IT|2013-09-05	45.5461815	11.5413779	IT	ITH
MW164671|14pool1366|culex_pipiens|IT|2014-08-20	45.4383659	10.9917136	IT	ITH
MW164672|14pool1388|culex_pipiens|IT|2014-08-22	45.5461815	11.5413779	IT	ITH
MW164673|14pool1394|culex_pipiens|IT|2014-08-26	45.440379	12.3159547	IT	ITH
MW164674|14pool1419|culex_pipiens|IT|2014-08-26	45.6669338	12.2430608	IT	ITH
MW164675|14pool1423|culex_pipiens|IT|2014-08-26	45.440379	12.3159547	IT	ITH
MW164676|14pool1478|culex_pipiens|IT|2014-09-02	45.0748447	11.7850885	IT	ITH
MW164677|14pool1489|culex_pipiens|IT|2014-09-02	45.4383659	10.9917136	IT	ITH
MW164678|14pool1494|culex_pipiens|IT|2014-09-02	45.4383659	10.9917136	IT	ITH
MW164679|14pool1511|culex_pipiens|IT|2014-09-03	45.5461815	11.5413779	IT	ITH
MW164680|14pool1698|culex_pipiens|IT|2014-09-23	45.440379	12.3159547	IT	ITH
MW164681|14pool1703|culex_pipiens|IT|2014-09-23	45.440379	12.3159547	IT	ITH
MW164682|14pool857|culex_pipiens|IT|2014-07-22	45.0748447	11.7850885	IT	ITH
MW164683|14pool895|culex_pipiens|IT|2014-07-22	45.4383659	10.9917136	IT	ITH
MW164684|14VIR5467-8|NA|IT|2014-09-02	45.6669338	12.2430608	IT	ITH
MW164685|15pool1187|culex_pipiens|IT|2015-07-22	45.4383659	10.9917136	IT	ITH
MW164686|15pool1335|culex_pipiens|IT|2015-08-03	45.0748447	11.7850885	IT	ITH
MW164687|15pool1419|culex_pipiens|IT|2015-08-05	45.5461815	11.5413779	IT	ITH
MW164688|15pool1426|culex_pipiens|IT|2015-08-06	45.4105029	11.8782071	IT	ITH
MW164689|15pool1503|culex_pipiens|IT|2015-08-10	45.440379	12.3159547	IT	ITH
MW164691|15pool1751|culex_pipiens|IT|2015-09-02	45.4383659	10.9917136	IT	ITH
MW164692|15pool1759|culex_pipiens|IT|2015-09-02	45.6669338	12.2430608	IT	ITH
MW164693|15pool1939|culex_pipiens|IT|2015-09-21	46.0652851	13.2373414	IT	ITH
MW164694|15VIR4781-31|turdus_iliacus|IT|2015-09-15	45.6669338	12.2430608	IT	ITH
MW164696|15VIR4781-43|turdus_merula|IT|2015-09-15	45.6669338	12.2430608	IT	ITH
MW164697|16pool1634|culex_pipiens|IT|2016-07-20	45.4105029	11.8782071	IT	ITH
MW164698|16pool1777|culex_pipiens|IT|2016-07-25	45.9400855	13.6203249	IT	ITH
MW164699|16pool1839|culex_pipiens|IT|2016-08-01	45.0748447	11.7850885	IT	ITH
MW164701|16pool2021|culex_pipiens|IT|2016-08-08	45.6669338	12.2430608	IT	ITH
MW164702|16pool2106|culex_pipiens|IT|2016-08-16	45.0748447	11.7850885	IT	ITH
MW164703|16pool2117|culex_pipiens|IT|2016-08-16	45.440379	12.3159547	IT	ITH
MW164704|16pool2311|culex_pipiens|IT|2016-08-24	45.5461815	11.5413779	IT	ITH
MW164705|16pool2336|culex_pipiens|IT|2016-08-29	45.440379	12.3159547	IT	ITH
MW164706|16pool2355|culex_pipiens|IT|2016-08-29	46.0652851	13.2373414	IT	ITH
MW164707|16pool2571|culex_pipiens|IT|2016-09-14	45.4383659	10.9917136	IT	ITH
MW164708|17pool103G|culex_pipiens|IT|2017-08-30	45.5461815	11.5413779	IT	ITH
MW164709|17pool1191|culex_pipiens|IT|2017-07-17	45.440379	12.3159547	IT	ITH
MW164711|17pool1252|culex_pipiens|IT|2017-07-19	45.5461815	11.5413779	IT	ITH
MW164712|17pool1309|culex_pipiens|IT|2017-07-24	45.6669338	12.2430608	IT	ITH
MW164713|17pool1488|culex_pipiens|IT|2017-08-02	45.4105029	11.8782071	IT	ITH
MW164715|17pool1525|culex_pipiens|IT|2017-08-07	45.6669338	12.2430608	IT	ITH
MW164716|17pool1544|culex_pipiens|IT|2017-08-07	45.9626508	12.6551504	IT	ITH
MW164717|17pool1609|culex_pipiens|IT|2017-08-16	46.0652851	13.2373414	IT	ITH
MW164719|17pool1647|culex_pipiens|IT|2017-08-16	45.4383659	10.9917136	IT	ITH
MW164720|17pool1653|culex_pipiens|IT|2017-08-16	45.4383659	10.9917136	IT	ITH
MW164721|17pool1664|culex_pipiens|IT|2017-08-16	45.4383659	10.9917136	IT	ITH
MW164722|17pool1671|culex_pipiens|IT|2017-08-16	45.4105029	11.8782071	IT	ITH
MW164724|17pool1709|culex_pipiens|IT|2017-08-17	45.0748447	11.7850885	IT	ITH
MW164725|17pool1729|culex_pipiens|IT|2017-08-21	45.6669338	12.2430608	IT	ITH
MW164726|17pool1923|culex_pipiens|IT|2017-09-11	45.440379	12.3159547	IT	ITH
MW164727|17VIR7761-4|sturnus_vulgaris|IT|2017-09-01	45.0748447	11.7850885	IT	ITH
MW164728|17VIR7838-4|turdus_merula|IT|2017-08-30	45.0748447	11.7850885	IT	ITH
MW164729|17VIR8655-3|larus_michahellis|IT|2017-09-18	45.0748447	11.7850885	IT	ITH
MW164730|18pool1009|culex_pipiens|IT|2018-07-10	45.440379	12.3159547	IT	ITH
MW164732|18pool108G|culex_pipiens|IT|2018-09-06	45.4383659	10.9917136	IT	ITH
MW164733|18pool1124|culex_pipiens|IT|2018-07-12	45.5461815	11.5413779	IT	ITH
MW164734|18pool1141|culex_pipiens|IT|2018-07-17	45.9626508	12.6551504	IT	ITH
MW164736|18pool1219|culex_pipiens|IT|2018-07-17	45.0748447	11.7850885	IT	ITH
MW164738|18pool1258|culex_pipiens|IT|2018-07-19	45.4383659	10.9917136	IT	ITH
MW164739|18pool1261|culex_pipiens|IT|2018-07-19	45.4383659	10.9917136	IT	ITH
MW164740|18pool1262|culex_pipiens|IT|2018-07-19	45.4383659	10.9917136	IT	ITH
MW164741|18pool1263|culex_pipiens|IT|2018-07-19	45.4383659	10.9917136	IT	ITH
MW164742|18pool1264|culex_pipiens|IT|2018-07-19	45.4383659	10.9917136	IT	ITH
MW164743|18pool1267|culex_pipiens|IT|2018-07-19	45.4383659	10.9917136	IT	ITH
MW164744|18pool1347|culex_pipiens|IT|2018-07-24	45.0748447	11.7850885	IT	ITH
MW164745|18pool1398|culex_pipiens|IT|2018-07-26	45.4383659	10.9917136	IT	ITH
MW164746|18pool1405|culex_pipiens|IT|2018-07-26	45.4383659	10.9917136	IT	ITH
MW164747|18pool1430|culex_pipiens|IT|2018-07-31	45.9626508	12.6551504	IT	ITH
MW164748|18pool1442|culex_pipiens|IT|2018-07-31	45.6669338	12.2430608	IT	ITH
MW164749|18pool1506|culex_pipiens|IT|2018-07-31	45.4105029	11.8782071	IT	ITH
MW164750|18pool1509|culex_pipiens|IT|2018-07-31	45.440379	12.3159547	IT	ITH
MW164752|18pool1522|culex_pipiens|IT|2018-08-02	45.5461815	11.5413779	IT	ITH
MW164753|18pool1523|culex_pipiens|IT|2018-08-02	45.5461815	11.5413779	IT	ITH
MW164754|18pool1556|culex_pipiens|IT|2018-08-07	45.6669338	12.2430608	IT	ITH
MW164755|18pool1575|culex_pipiens|IT|2018-08-07	45.0748447	11.7850885	IT	ITH
MW164756|18pool1610|culex_pipiens|IT|2018-08-09	45.4105029	11.8782071	IT	ITH
MW164757|18pool1614|culex_pipiens|IT|2018-08-09	45.5461815	11.5413779	IT	ITH
MW164758|18pool1617|culex_pipiens|IT|2018-08-09	45.4383659	10.9917136	IT	ITH
MW164759|18pool1649|culex_pipiens|IT|2018-08-14	46.0652851	13.2373414	IT	ITH
MW164760|18pool1660|culex_pipiens|IT|2018-08-14	46.0652851	13.2373414	IT	ITH
MW164761|18pool1662|culex_pipiens|IT|2018-08-14	45.6669338	12.2430608	IT	ITH
MW164762|18pool1712|culex_pipiens|IT|2018-08-17	45.4383659	10.9917136	IT	ITH
MW164763|18pool1755|culex_pipiens|IT|2018-08-22	45.6669338	12.2430608	IT	ITH
MW164764|18pool1795|culex_pipiens|IT|2018-08-23	45.4383659	10.9917136	IT	ITH
MW164765|18pool1832|culex_pipiens|IT|2018-08-28	45.6669338	12.2430608	IT	ITH
MW164766|18pool1965|culex_pipiens|IT|2018-09-06	45.4383659	10.9917136	IT	ITH
MW164767|18pool2042|culex_pipiens|IT|2018-09-13	45.5461815	11.5413779	IT	ITH
MW164768|18pool78G|culex_pipiens|IT|2018-08-09	45.4383659	10.9917136	IT	ITH
MW164769|18pool948|culex_pipiens|IT|2018-07-06	45.4105029	11.8782071	IT	ITH
MW164770|18VIR7808-6|ciconia_ciconia|IT|2018-09-07	45.5461815	11.5413779	IT	ITH
MW164771|18VIR7859-4|turdus_merula|IT|2018-09-07	45.6669338	12.2430608	IT	ITH
